"metric","sector","iso3166","cur_year","ref_year","cur_base_value","ref_base_value","cur_adj_value","ref_adj_value"
"jobs","mar","GBR",2007,2005,6365.9175102,4129.2711765,94.76438046,95.39518203
"jobs","mar","GHA",2000,1995,0,0,89.63768342,95.8310199886
"jobs","mar","GNQ",2008,2000,0,0,90.1434135046,90.2153674867
"jobs","mar","GRC",2008,2003,12313.7134605,9855.6415875,92.34646596,90.28732362
"jobs","mar","GTM",2008,2003,295.95,2104.022577562,94.5324117455,97.23036741
"jobs","mar","GUM",2008,2006,4.7400000012,4.7400000012,92.9172946406,91.7488167624
"jobs","mar","GUY",2008,2003,53.11308421707,66.39135527627,92.0471593484,89.3920075503
"jobs","mar","HKG",2008,2003,2828.8088487,2796.0314049,96.44286106,92.14202062
"jobs","mar","HND",2002,1998,45352.12894353,39904.25971945,96.05924427,95.98572388
"jobs","mar","IDN",2006,2001,0,1701587.7592453,89.71423141,91.89875724
"jobs","mar","IND",2008,2003,0,819666.3914313,92.9170023532,93.3323256168
"jobs","mar","IRN",2008,2003,0,4198.005307864,89.51559681,93.3323256168
"jobs","mar","JOR",2008,2003,40.27366324673,16.834627525231,87.35000038,84.57408547
"jobs","mar","KEN",2008,2003,0,0,89.4543878916,90.2802384588
"jobs","mar","KHM",2003,1998,3005.314324693,1501.0452318034,94.658881671,96.97416515
"jobs","mar","KOR",2008,2003,51753.938823,52834.064967,96.82533164,96.43803036
"jobs","mar","LBN",2006,2001,0,0,88.7704401281,89.9070107898
"jobs","mar","LBR",2008,2004,460.3139851333,0,91.0888686979,91.8685389757
"jobs","mar","LCA",2008,2003,23.676,7.546725,91.3835505392,77.82015353
"jobs","mar","LKA",2008,2003,5776.223257181,5402.376956123,94.78221716,91.77876854
"jobs","mar","LTU",2007,2003,0,0,95.6955708,87.10059172
"jobs","mar","LVA",2008,2003,0,0,92.51028807,89.40338379
"jobs","mar","MDG",2008,2003,17205.097354442,14130.058914421,89.4543878916,94.99330328
"jobs","mar","MEX",2008,2003,26524.86434068,431276.9037597,96.49012789,97.03608113
"jobs","mar","MLT",2008,2003,533.925,202.5,94.15204678,92.54658385
"jobs","mar","MMR",2008,2002,78734.61976112,5584.048795501,95.0205533997,94.7863811871
"jobs","mar","MUS",2008,2003,173.70916272984,1.022114171183,92.77681918,89.80000127
"jobs","mar","MYS",2008,2006,46485.90952645,30500.97216284,96.66031919,96.69999953
"jobs","mar","MYT",2005,2003,49.325,49.325,89.9498982319,90.2802384588
"jobs","mar","NIC",2005,2000,10487.068535316,22689.5,94.38056166,90.19445822
"jobs","mar","NOR",2008,2003,10868.069808,10205.595,97.40274759,95.57522124
"jobs","mar","PER",2006,2001,12224.91895316,8695.655427179,92.57402396,92.12342919
"jobs","mar","POL",2008,2003,0,0,92.88330268,80.35524608
"jobs","mar","PYF",2008,2002,0,69.04381608896,90.4552115402,88.28619671
"jobs","mar","ROU",2006,2001,0,0,92.73453094,93.43766211
"jobs","mar","RUS",2005,2000,1.557751463931,1.340499935491,92.87023049,89.43784629
"jobs","mar","SAU",2006,2001,4642.844379034,2892.360153613,93.8,95.40000052
"jobs","mar","SDN",2008,2002,0,0,88.7640466285,85.5101127219
"jobs","mar","SGP",2008,2003,611.74373229,329.23110636,96.04853786,95.30204461
"jobs","mar","SLV",2008,2003,120.82408249661,397.3899488639,94.11604898,93.05407869
"jobs","mar","SUR",2007,2003,67.4766,20.7165,91.6027266181,89.3920075503
"jobs","mar","SVN",2007,2002,0,21.6213428169,95.18187064,93.6883036
"jobs","mar","SYC",2007,2002,398.546,370.924,89.619558005,90.19357486
"jobs","mar","SYR",2008,2003,0,0,88.3158118634,89.72072736
"jobs","mar","TGO",2007,2002,0,0,91.3098309784,92.251086422
"jobs","mar","THA",2000,1993,86782.87921055,233477.5526518,97.61115779,98.49999985
"jobs","mar","TON",2008,2003,106.7393,211.3083,90.4552115402,94.8175583
"jobs","mar","TUN",2008,2003,785.5384702968,147.60918143345,85.8,85.48565121
"jobs","mar","TWN",2008,2003,85777.61211347,96731.30463497,96.1294196435,95.2246430537
"jobs","mar","TZA",2008,2006,10380.785753975,5742.643787627,89.4543878916,95.6626998
"jobs","mar","URY",2006,2001,0,0,89.44005062,84.78141
"jobs","mar","VEN",2003,1998,948.0124171206,3497.374566233,83.22125089,88.98707717
"jobs","mar","VIR",2006,2005,0,0,90.5544678699,90.1398624799
"jobs","mmw","ANT",2008,1998,0,0,89.68839428,83.77991755
"jobs","mmw","ARG",2006,1998,367.68,126.39,89.92250516,87.20000034
"jobs","mmw","ASM",2008,2005,0,0,92.9172946406,91.1645778233
"jobs","mmw","ATA",2008,1998,84,5,NA,NA
"jobs","mmw","ATG",2008,1998,0,0,91.3835505392,87.2348134505
"jobs","mmw","Azores",2008,1998,46,11,NA,NA
"jobs","mmw","BEN",2008,1998,0,0,91.0888686979,94.9249328825
"jobs","mmw","BGD",2008,1998,0,0,92.9170023532,93.457641968
"jobs","mmw","BHR",2008,1998,13.405,0,88.3158118634,90.5889531869
"jobs","mmw","BHS",2008,1998,3.83,1.915,91.29674619,92.44264076
"jobs","mmw","BLZ",2006,1998,0,0,90.6028368,85.68841638
"jobs","mmw","BMU",2008,1998,0,0,91.3835505392,87.2348134505
"jobs","mmw","BRA",2006,1998,310.23,225.97,91.60758205,91.09811797
"jobs","mmw","Canary Islands",2008,1998,576,943,NA,NA
"jobs","mmw","CHL",2006,1998,19.15,5.745,92.31133411,93.66300285
"jobs","mmw","CHN",2008,1998,545.775,0,96.1294196435,96.89999919
"jobs","mmw","COK",2008,2005,13.405,13.405,95.4180724194,95.19536818
"jobs","mmw","COL",2006,1998,11.49,0,87.96443888,84.99512488
"jobs","mmw","CRI",2006,1998,97.665,1.915,94.02923615,94.42663558
"jobs","mmw","CYP",2008,1998,0,0,96.22166247,90.5889531869
"jobs","mmw","DEU",2008,1998,0,0,92.48833034,90.78822649
"jobs","mmw","DMA",2008,1998,13.405,3.83,91.3835505392,87.2348134505
"jobs","mmw","DNK",2008,1998,0,0,96.6796875,94.96109664
"jobs","mmw","DOM",2008,1998,26.81,21.065,85.80000019,85.60000237
"jobs","mmw","ECU",2006,1998,57.45,15.32,92.30787199,89.6575642839
"jobs","mmw","EGY",2008,1998,63.195,17.235,91.29883291,91.78974952
"jobs","mmw","ERI",2008,1998,0,0,89.4543878916,91.1060890261
"jobs","mmw","ESP",2008,1998,164.69,55.535,88.66169873,81.41934003
"jobs","mmw","FJI",2008,2005,0,0,91.4524030064,95.3999997
"jobs","mmw","FLK",2008,1998,0,0,93.2971396621,90.8122557627
"jobs","mmw","FRA",2008,1998,11.49,1.915,92.60238725,87.92680999
"jobs","mmw","FSM",2008,2005,0,0,92.9172946406,91.1645778233
"jobs","mmw","GAB",2008,1998,0,0,90.1434135046,90.2333559822
"jobs","mmw","GBR",2008,1998,587.905,268.1,94.71986125,93.89837715
"jobs","mmw","GEO",2008,1998,0,0,83.53321514,85.5
"jobs","mmw","GIB",2008,1998,41,22,86.9718522345,87.7198943246
"jobs","mmw","GMB",2008,1998,17.235,1.915,91.0888686979,94.9249328825
"jobs","mmw","GRC",2008,1998,7.66,7.66,92.34646596,89.23947424
"jobs","mmw","GRD",2008,1998,3.83,1.915,91.3835505392,84.75621696
"jobs","mmw","GRL",2007,1998,7.66,5.745,93.5313455213,88.40000047
"jobs","mmw","GTM",2006,1998,0,0,98.17691733,91.8643393285
"jobs","mmw","GUM",2008,2005,779.405,296.825,92.9172946406,91.1645778233
"jobs","mmw","HKG",2008,2004,143.625,239.375,96.44286106,93.25842697
"jobs","mmw","HND",2006,1998,0,0,96.89168519,95.98572388
"jobs","mmw","HRV",2008,1998,0,0,91.65266106,88.97096162
"jobs","mmw","IDN",2008,1998,65.11,72.77,91.60810465,94.54089257
"jobs","mmw","IND",2008,1998,180.01,3.83,92.9170023532,96.40000046
"jobs","mmw","IRL",2008,1998,258.525,390.66,93.96243292,92.27918468
"jobs","mmw","ISL",2008,1998,252.78,67.025,97.00833349,97.25613987
"jobs","mmw","ITA",2008,1998,32.555,11.49,93.25815835,87.88258148
"jobs","mmw","JAM",2008,1998,0,0,89.43288061,84.49999646
"jobs","mmw","JPN",2008,1998,340.87,181.925,96.01443826,95.92167256
"jobs","mmw","KEN",2008,1998,0,0,89.4543878916,91.1060890261
"jobs","mmw","KNA",2008,1998,0,0,91.3835505392,87.2348134505
"jobs","mmw","LCA",2008,1998,15.32,0,91.3835505392,78.39566245
"jobs","mmw","LKA",2008,1998,1.915,0,94.78221716,90.86663024
"jobs","mmw","MAR",2008,1998,0,0,90.4341802,80.87701724
"jobs","mmw","MDG",2008,1998,28.725,7.66,89.4543878916,91.1060890261
"jobs","mmw","MDV",2008,1998,24.895,0,92.9170023532,93.457641968
"jobs","mmw","MEX",2006,1998,434.705,275.76,96.83743521,96.42665783
"jobs","mmw","MMR",2008,1998,0,0,95.0205533997,95.808469903
"jobs","mmw","MOZ",2008,1998,15.32,0,89.4543878916,91.1060890261
"jobs","mmw","MRT",2008,1998,0,0,91.0888686979,94.9249328825
"jobs","mmw","MUS",2008,1998,38.3,0,92.77681918,93.10000104
"jobs","mmw","MYS",2008,1998,5.745,0,96.66031919,96.80422351
"jobs","mmw","MYT",2008,1998,17.235,0,89.4543878916,91.1060890261
"jobs","mmw","NAM",2008,1998,78.515,13.405,62.41711597,76.6952613265
"jobs","mmw","NCL",2008,2005,21.065,17.235,91.4524030064,94.5211062976
"jobs","mmw","NIC",2006,1998,7.66,0,94.687663,86.7807631
"jobs","mmw","NIU",2008,2005,1,0,95.4180724194,95.19536818
"jobs","mmw","NOR",2008,1998,78.515,49.79,97.40274759,96.81446406
"jobs","mmw","NZL",2004,1998,1499.445,811.96,95.98406936,92.29422103
"jobs","mmw","OMN",2008,1998,13.405,7.66,88.3158118634,90.5889531869
"jobs","mmw","PAN",2006,1998,17.235,0,90.88929244,85.976738
"jobs","mmw","PER",2006,1998,0,0,92.57402396,92.24547485
"jobs","mmw","PHL",2008,1998,30.64,21.065,92.67075047,90.62190248
"jobs","mmw","PLW",2008,2005,0,0,92.9172946406,91.1645778233
"jobs","mmw","PNG",2008,2005,1.915,1.915,91.4524030064,94.5211062976
"jobs","mmw","PRI",2008,1998,47.875,86.175,88.4502924,86.54434251
"jobs","mmw","PRT",2008,1998,128.305,3.83,92.40342059,95.05857893
"jobs","mmw","PYF",2008,2005,22.98,21.065,90.4552115402,91.2607094238
"jobs","mmw","REU",2008,1998,5.745,0,89.4543878916,91.1060890261
"jobs","mmw","RUS",2008,1998,3.83,0,93.73418579,86.82375157
"jobs","mmw","SEN",2008,1998,0,0,91.0888686979,94.9249328825
"jobs","mmw","SLB",2008,2005,1.915,1.915,91.4524030064,94.5211062976
"jobs","mmw","SPM",2008,1998,1,1,93.3057881707,93.2149081995
"jobs","mmw","STP",2008,1998,0,0,90.1434135046,90.2333559822
"jobs","mmw","SUR",2006,1998,1.915,0,91.0963648733,89.39999962
"jobs","mmw","SVN",2008,1998,0,0,95.62941661,92.37804878
"jobs","mmw","SYC",2008,1998,0,0,89.4543878916,91.1060890261
"jobs","mmw","TCA",2008,1998,0,1.915,91.3835505392,87.2348134505
"jobs","mmw","THA",2008,1998,1.915,0,98.8240774,96.59564453
"jobs","mmw","TON",2008,2006,34.47,34.47,90.4552115402,98.89999998
"jobs","mmw","TUR",2008,1998,0,0,89.03125525,93.11244121
"jobs","mmw","TWN",2008,1998,356.19,53.62,96.1294196435,95.6706468417
"jobs","mmw","TZA",2008,1998,36.385,26.81,89.4543878916,91.1060890261
"jobs","mmw","UKR",2008,1998,1.915,0,93.63720811,88.69999981
"jobs","mmw","URY",2006,1998,7.66,0,89.44005062,90.01129579
"jobs","mmw","VCT",2008,1998,1.915,0,91.3835505392,87.2348134505
"jobs","mmw","VEN",2006,1998,13.405,0,90.67173005,88.98707717
"jobs","mmw","VGB",2008,1998,0,0,91.3835505392,87.2348134505
"jobs","mmw","VIR",2008,1998,0,0,91.3835505392,87.2348134505
"jobs","mmw","WSM",2008,2005,1.915,1.915,90.4552115402,91.2607094238
"jobs","mmw","ZAF",2008,1998,1024.525,921.115,77.09155508,74.99786554
"jobs","tour","ABW",2010,2005,36400,29700,92.2125811084,90.1398624799
"jobs","tour","AGO",2010,2005,6678.58700947,7472.28929676,90.1254250091,90.1703962479
"jobs","tour","AIA",2010,2005,3900,4000,92.2125811084,90.1398624799
"jobs","tour","ALB",2010,2005,104529.506166,74564.9966688,87.1261132301,86.7941184118
"jobs","tour","ANT",2010,2005,18600,17600,92.2125811084,81.83977302
"jobs","tour","ARE",2010,2005,104797.678395,70552.0301819,87.8611835987,96.87526435
"jobs","tour","ARG",2010,2005,109852.002086,110777.545539,92.8595335013,89.41115247
"jobs","tour","ATG",2010,2005,19200,17500,92.2125811084,90.1398624799
"jobs","tour","AUS",2010,2005,193760.840876,196307.180307,95.4683241064,94.95393686
"jobs","tour","BEL",2010,2005,48240.2058727,59596.7543386,94.6196355223,91.55978733
"jobs","tour","BEN",2010,2005,3712.47770619,3000.91947917,90.646944137,91.709922222
"jobs","tour","BGD",2010,2005,657293.855076,615960.771724,92.7719708467,95.74614343
"jobs","tour","BGR",2010,2005,42148.1502504,63227.1596006,93.5299509699,89.92762364
"jobs","tour","BHR",2010,2005,78500,58100,87.8611835987,88.9977542604
"jobs","tour","BHS",2010,2005,86600,88500,92.2125811084,89.7957454
"jobs","tour","BIH",2010,2005,8224.56235229,10327.3156993,87.1261132301,86.7941184118
"jobs","tour","BLZ",2010,2005,23623.4984327,18538.3311951,95.0517220356,88.96639074
"jobs","tour","BMU",2010,2005,9300,7400,92.2125811084,90.1398624799
"jobs","tour","BRA",2010,2005,319687.483978,330978.911177,92.8595335013,90.69981544
"jobs","tour","BRB",2010,2005,63300,59000,92.2125811084,90.9
"jobs","tour","BRN",2010,2005,8487.81070815,8683.68326295,95.3601282008,94.6388776012
"jobs","tour","CAN",2010,2005,289748.450708,332943.422695,92.8739866742,93.23684576
"jobs","tour","CHL",2010,2005,269935.179586,240057.233924,92.8595335013,91.99584894
"jobs","tour","CHN",2010,2005,2003709.61375,2067526.17273,96.1869625203,95.7999999
"jobs","tour","CIV",2010,2005,13003.7545951,11112.5301591,90.646944137,91.709922222
"jobs","tour","CMR",2010,2005,8336.55999946,8621.67356399,90.1254250091,90.1703962479
"jobs","tour","COD",2010,2005,255.600906227,307.29763087,90.1254250091,90.1703962479
"jobs","tour","COG",2010,2005,296.511647602,324.944271344,90.1254250091,90.1703962479
"jobs","tour","COL",2010,2005,71188.0003087,76082.0820738,92.8595335013,88.99277779
"jobs","tour","COM",2010,2005,7700,9700,89.1240476647,89.9498982319
"jobs","tour","CPV",2010,2005,40600,25400,90.646944137,91.709922222
"jobs","tour","CRI",2010,2005,144628.241694,172247.802348,95.0517220356,93.38390223
"jobs","tour","CUB",2010,2005,457198.451692,501335.04047,92.2125811084,98.0999999
"jobs","tour","CYM",2010,2005,7800,6100,92.2125811084,96.5
"jobs","tour","CYP",2010,2005,68138.2055363,84938.1212264,87.8611835987,94.56521739
"jobs","tour","DEU",2010,2005,233318.222785,238483.556131,94.6196355223,88.85288241
