"metric","sector","iso3166","cur_year","ref_year","cur_base_value","ref_base_value","cur_adj_value","ref_adj_value"
"jobs","tour","DMA",2010,2005,8600,8300,92.2125811084,90.1398624799
"jobs","tour","DNK",2010,2005,332474.182459,373813.04663,92.7750378086,95.17011347
"jobs","tour","DOM",2010,2005,456018.169095,421149.479794,92.2125811084,81.99957868
"jobs","tour","DZA",2010,2005,12440.649265,11483.2505449,89.8486912641,84.72970174
"jobs","tour","ECU",2010,2005,47034.7166721,42681.329861,92.8595335013,92.26325165
"jobs","tour","EGY",2010,2005,393483.360562,353053.056277,89.8486912641,88.75667688
"jobs","tour","ESP",2010,2005,496999.033548,580181.981197,87.1261132301,90.84293878
"jobs","tour","EST",2010,2005,38271.9868143,48271.431645,92.7750378086,92.12121212
"jobs","tour","FIN",2010,2005,30315.5296549,36668.87183,92.7750378086,91.62878788
"jobs","tour","FJI",2010,2005,77400,104500,88.4602587638,95.3999997
"jobs","tour","FRA",2010,2005,490980.670481,542884.235473,94.6196355223,91.150281
"jobs","tour","GAB",2010,2005,1227.21591131,1525.08385095,90.1254250091,90.1703962479
"jobs","tour","GBR",2010,2005,1762457.76101,1789993.83154,92.7750378086,95.39518203
"jobs","tour","GHA",2010,2005,25438.240028,26879.0033979,90.646944137,91.709922222
"jobs","tour","GIN",2010,2005,7678.06172605,6953.01473497,90.646944137,91.709922222
"jobs","tour","GLP",2010,2005,19700,18300,92.2125811084,90.1398624799
"jobs","tour","GMB",2010,2005,25215.3982919,22613.5899061,90.646944137,91.709922222
"jobs","tour","GRC",2010,2005,579888.608598,650995.292713,87.1261132301,90.15029128
"jobs","tour","GRD",2010,2005,10000,7900,92.2125811084,90.1398624799
"jobs","tour","GTM",2010,2005,42228.591117,36723.1974782,95.0517220356,93.8427312565
"jobs","tour","GUY",2010,2005,3016.98036403,4418.05483649,92.8595335013,90.5289188506
"jobs","tour","HKG",2010,2005,422600,342200,96.1869625203,94.41508154
"jobs","tour","HND",2010,2005,91198.5930215,71518.1148857,95.0517220356,95.83346612
"jobs","tour","HRV",2010,2005,135948.808096,155777.417731,87.1261132301,87.38888889
"jobs","tour","HTI",2010,2005,147380.970382,90852.4440768,92.2125811084,90.1398624799
"jobs","tour","IDN",2010,2005,4456116.9172,4186761.00003,95.3601282008,88.7532797
"jobs","tour","IND",2010,2005,2699334.06205,3067748.63152,92.7719708467,93.1560479461
"jobs","tour","IRL",2010,2005,77356.1978323,94733.8460658,92.7750378086,95.63939245
"jobs","tour","IRN",2010,2005,54375.5712933,51338.9061848,92.7719708467,87.90263876
"jobs","tour","ISL",2010,2005,18733.2341116,17223.5961979,92.7750378086,97.40969557
"jobs","tour","ISR",2010,2005,84697.0647815,78796.6519793,87.8611835987,91.00650758
"jobs","tour","ITA",2010,2005,1086664.5733,1150962.46319,87.1261132301,92.27434461
"jobs","tour","JAM",2010,2005,260800,255000,92.2125811084,89.10000196
"jobs","tour","JOR",2010,2005,8266.60282167,7476.41284607,87.8611835987,88.9977542604
"jobs","tour","JPN",2010,2005,3207503.84771,3259817.80205,96.1869625203,95.59398496
"jobs","tour","KEN",2010,2005,23205.1903319,26334.1890603,89.1240476647,89.9498982319
"jobs","tour","KHM",2010,2005,118208.254206,124499.751921,95.3601282008,94.6388776012
"jobs","tour","KIR",2010,2005,3500,3100,94.0857725188,91.1645778233
"jobs","tour","KNA",2010,2005,5700,8700,92.2125811084,90.1398624799
"jobs","tour","KOR",2010,2005,839411.064657,830877.725851,96.1869625203,96.26458314
"jobs","tour","KWT",2010,2005,86680.5752265,58404.0694641,87.8611835987,98.04954208
"jobs","tour","LBN",2010,2005,295836.871065,301088.413155,87.8611835987,88.9977542604
"jobs","tour","LBY",2010,2005,2119.89376774,3618.5117382,89.8486912641,87.1370796752
"jobs","tour","LCA",2010,2005,31900,42800,92.2125811084,90.1398624799
"jobs","tour","LKA",2010,2005,332467.876355,354125.00584,92.7719708467,92.32851763
"jobs","tour","LTU",2010,2005,4585.40451765,7234.59401794,92.7750378086,91.72370877
"jobs","tour","LVA",2010,2005,20256.3349575,20256.3349575,92.7750378086,91.10132159
"jobs","tour","MAR",2010,2005,311853.078116,266768.651409,89.8486912641,88.99075651
"jobs","tour","MDG",2010,2005,135762.615374,91713.6585788,89.1240476647,97.38190979
"jobs","tour","MDV",2010,2005,82200,55800,92.7719708467,93.1560479461
"jobs","tour","MEX",2010,2005,1203065.04612,1397783.01082,95.0517220356,96.49388427
"jobs","tour","MLT",2010,2005,38200,39200,87.1261132301,92.5
"jobs","tour","MMR",2010,2005,107389.164465,116044.054818,95.3601282008,94.6388776012
"jobs","tour","MNE",2010,2005,8198.88243362,7244.7021504,87.1261132301,69.70000277
"jobs","tour","MOZ",2010,2005,78577.9246276,55662.24793,89.1240476647,89.9498982319
"jobs","tour","MTQ",2010,2005,14000,14700,92.2125811084,90.1398624799
"jobs","tour","MUS",2010,2005,155200,143600,89.1240476647,90.37788018
"jobs","tour","MYS",2010,2005,633182.324974,537112.997842,95.3601282008,96.49999905
"jobs","tour","NAM",2010,2005,7719.42647033,3906.47583727,74.1010224476,74.3711257324
"jobs","tour","NGA",2010,2005,39160.2545573,86148.3230496,90.646944137,91.709922222
"jobs","tour","NIC",2010,2005,52528.4684244,40658.538443,95.0517220356,94.38056166
"jobs","tour","NLD",2010,2005,402462.600205,536821.023443,94.6196355223,95.27781041
"jobs","tour","NOR",2010,2005,89165.6774439,100681.539844,92.7750378086,95.39178631
"jobs","tour","NZL",2010,2005,301600.527867,288494.453209,95.4683241064,96.19715711
"jobs","tour","OMN",2010,2005,15299.3489842,18995.9793952,87.8611835987,88.9977542604
"jobs","tour","PAK",2010,2005,129082.626489,117800.009602,92.7719708467,93.1560479461
"jobs","tour","PAN",2010,2005,169543.888116,98931.2492478,95.0517220356,89.67324454
"jobs","tour","PER",2010,2005,89477.5274022,80109.984351,92.8595335013,91.31177591
"jobs","tour","PHL",2010,2005,3899192.95609,4419840.55834,95.3601282008,92.25741012
"jobs","tour","PNG",2010,2005,29704.6424277,30880.6326705,88.4602587638,94.5211062976
"jobs","tour","POL",2010,2005,52224.8587772,47664.6565975,93.5299509699,82.25288491
"jobs","tour","PRI",2010,2005,70774.7225588,75013.3201494,92.2125811084,88.65248227
"jobs","tour","PRT",2010,2005,322159.23517,317180.549891,87.1261132301,92.38218901
"jobs","tour","QAT",2010,2005,39500,49800,87.8611835987,88.9977542604
"jobs","tour","REU",2010,2005,16600,20400,89.1240476647,89.9498982319
"jobs","tour","ROU",2010,2005,16442.8275922,19008.5831237,93.5299509699,92.82004277
"jobs","tour","RUS",2010,2005,389139.044081,360979.470794,93.5299509699,92.87023049
"jobs","tour","SAU",2010,2005,33698.7727856,30695.7369442,87.8611835987,88.9977542604
"jobs","tour","SDN",2010,2005,2026.14118315,1793.37556977,89.8486912641,87.1370796752
"jobs","tour","SEN",2010,2005,29466.3362282,24197.5885008,90.646944137,91.709922222
"jobs","tour","SGP",2010,2005,184700,158800,95.3601282008,94.4000001
"jobs","tour","SLB",2010,2005,9100,3700,88.4602587638,94.5211062976
"jobs","tour","SLE",2010,2005,16202.4941248,19087.8697909,90.646944137,91.709922222
"jobs","tour","SLV",2010,2005,73362.8914526,93729.6243995,95.0517220356,92.80902419
"jobs","tour","STP",2010,2005,4800,3600,90.1254250091,90.1703962479
"jobs","tour","SUR",2010,2005,679.593946918,1400.37540577,92.8595335013,90.5289188506
"jobs","tour","SVN",2010,2005,19283.8863612,18282.8618978,87.1261132301,93.49441051
"jobs","tour","SWE",2010,2005,60082.3761609,57132.1113922,92.7750378086,92.31996981
"jobs","tour","SYC",2010,2005,20700,18100,89.1240476647,94.54896079
"jobs","tour","SYR",2010,2005,28980.8403541,21305.6665136,87.8611835987,88.9977542604
"jobs","tour","TGO",2010,2005,1978.07608808,1730.15721837,90.646944137,91.709922222
"jobs","tour","THA",2010,2005,753661.794524,733149.576953,95.3601282008,98.65400379
"jobs","tour","TON",2010,2005,3800,3500,89.9182129511,91.2607094238
"jobs","tour","TUN",2010,2005,116129.906892,114377.17223,89.8486912641,85.75946587
"jobs","tour","TUR",2010,2005,347481.517457,339959.288195,87.8611835987,89.36445018
"jobs","tour","TWN",2010,2005,464200,383200,96.1869625203,95.736375983
"jobs","tour","TZA",2010,2005,45226.1463391,41547.4253778,89.1240476647,89.9498982319
"jobs","tour","UKR",2010,2005,150358.426661,160799.251687,93.5299509699,92.81533877
"jobs","tour","URY",2010,2005,22270.5843443,20634.3078457,92.8595335013,87.79642323
"jobs","tour","USA",2010,2005,1520051.37366,1591706.48193,92.8739866742,94.91766061
"jobs","tour","VCT",2010,2005,9800,12300,92.2125811084,90.1398624799
"jobs","tour","VEN",2010,2005,104330.434609,94788.6668826,92.8595335013,88.60000038
"jobs","tour","VGB",2010,2005,9200,9400,92.2125811084,90.1398624799
"jobs","tour","VIR",2010,2005,17300,16600,92.2125811084,90.1398624799
"jobs","tour","VNM",2010,2005,1134318.1931,1179169.12959,95.3601282008,94.6388776012
"jobs","tour","VUT",2010,2005,31000,24300,88.4602587638,94.5211062976
"jobs","tour","YEM",2010,2005,56300.300229,31274.6144738,87.8611835987,83.89999962
"jobs","tour","ZAF",2010,2005,115235.791512,109749.195755,74.1010224476,73.2630199
"jobs","wte","CAN",2010,2005,8.695,8.695,92.8739866742,93.23684576
"jobs","wte","FRA",2008,2003,109.04,109.04,92.60238725,91.41031357
"rev","aqf","Alaska",2009,2004,16103.6345966862,12721.7987597976,100862165261.435,85618503940.8672
"rev","aqf","ALB",2009,2004,7840,7242.49422632512,12118583126,7464446950
"rev","aqf","ANT",2008,2004,93730.4964539104,133986.14318703,70433751925,49152912338.2132
"rev","aqf","ARE",2009,2004,4586400,21727.482678944,2.70335e+11,1.47824e+11
"rev","aqf","ARG",2009,2004,87808,54318.7066975168,3.07155e+11,1.53129e+11
"rev","aqf","ATG",2008,2003,7840,3715.6398104336,1354616665,849234753.9
"rev","aqf","AUS",2009,2004,3838464,2580138.5681344,9.21972e+11,6.11386e+11
"rev","aqf","BEL",2009,2004,4119136,222706.697460352,4.73405e+11,3.61683e+11
"rev","aqf","BGD",2007,2002,11541.5352260701,11403.6363636406,68415421373,47571130071
"rev","aqf","BGR",2009,2004,23520,31360,48568714012,25283228366
"rev","aqf","BLZ",2009,2004,186592,162956.120092864,1.349e+09,1056303706
"rev","aqf","BRA",2009,2004,11143776,4823501.15473184,1.62166e+12,6.6376e+11
"rev","aqf","BRB",2009,2004,7840,36212.4711316256,3595210913,2.824e+09
"rev","aqf","BRN",2006,2001,149171.891891837,36689.6551723744,116166394894,75958080319.3
"rev","aqf","CAN",2009,2004,23520,88720.5542725376,1.33758e+12,9.92226e+11
"rev","aqf","CHL",2006,2001,3390.27027026688,3862.06896551392,154252504978.664,72262254120.4102
"rev","aqf","CHN",2009,2004,10734528,5937034.6420336,5226618049798,2110998324479
"rev","aqf","CIV",2009,2006,1568,1695.13513513344,23041633639,17367303156
"rev","aqf","CMR",2008,2007,189049.645390816,16487.9074658144,23735537026,20431779034
"rev","aqf","COD",2009,2004,613088,412822.170899936,11204008249,6511032844
"rev","aqf","COG",2009,2004,86240,200704,9593536719,4648628840
"rev","aqf","COK",2009,2004,122304,141120,293848590.407653,212279158.58
"rev","aqf","COL",2009,2004,13328000,13166854.5034589,2.3436e+11,1.17075e+11
"rev","aqf","CRI",2009,2004,236768,756840.646651712,29397499977,18596365934
"rev","aqf","CUB",2009,2004,216384,195547.344110496,62076880000.001,38202800000
"rev","aqf","CYP",2003,1999,9408,0,13319544758,9776223013
"rev","aqf","DEU",2008,2003,1121588.65248282,789573.45971616,3.62369e+12,2.42381e+12
"rev","aqf","DJI",2009,2004,11143776,4177152,1049054417,666072101.8
"rev","aqf","DNK",2009,2004,939232,1960000,3.10545e+11,2.44728e+11
"rev","aqf","DOM",2009,2004,282240,153903.002309526,46788255295,22039232610
"rev","aqf","DZA",2007,2002,6595.16298632576,3801.21212120832,1.35804e+11,57053038888
"rev","aqf","Easter Island",2006,2001,2.06583712841109,2.06583712841109,159495021.336106,74718201.5898164
"rev","aqf","ECU",2008,2003,55602.8368794304,52018.9573459136,53979330701.2009,28289343985.887
"rev","aqf","EGY",2009,2004,10976,50697.4595843072,1.88984e+11,78845185709
"rev","aqf","ERI",2009,2008,39200,290723.404256096,1856715447,1380162602
"rev","aqf","ESP",2009,2004,73438848,28430976,1.45596e+12,1.04461e+12
"rev","aqf","EST",2009,2004,23520,53312,19117640930,12025938550
"rev","aqf","FIN",2009,2006,70560,25088,2.39383e+11,2.07949e+11
"rev","aqf","FJI",2009,2004,741664,1341672.05542675,2878524079,2727507213
"rev","aqf","FRA",2009,2004,402976,1041152,2.61969e+12,2.05568e+12
"rev","aqf","FSM",2009,2004,313600,38023.0946882304,277510922.8,239563310.4
"rev","aqf","GAB",2009,2004,23520,76832,10946387019,7178135606
"rev","aqf","GBR",2009,2004,24840256,914364.896073664,2.18386e+12,2.19686e+12
"rev","aqf","GHA",2008,2005,12709.21985816,0,28528046011,10731883141
"rev","aqf","GIN",2009,2004,62720,61152,4164652171,3666349049
"rev","aqf","GLP",2008,2007,0,0,8440213840.09183,7861856229.67417
"rev","aqf","GMB",2009,2004,13132000,11411904,900629373,578785600.7
"rev","aqf","GNB",2009,2004,12823104,7242.49422632512,832530156.8,522651787.7
"rev","aqf","GNQ",2008,2003,12709.21985816,5573.45971564256,18425039290,2952359370
"rev","aqf","GRC",2009,2004,1149344,702521.939953568,3.21016e+11,2.2795e+11
"rev","aqf","GRL",2009,2004,200704,152096,1267711816,1644951892
"rev","aqf","GTM",2009,2004,1122688,205408,37733791089,23965280312
"rev","aqf","GUF",2009,2004,142688,7840,288052788490.4,126537297709.47
"rev","aqf","GUY",2009,2004,6584032,175630.484988,2025565089,785918769.7
"rev","aqf","Hawaii",2009,2004,30646.3736481794,24210.4970731223,191947947216.986,162938164500.446
"rev","aqf","HND",2009,2004,619360,290080,14123452608,8871111447
"rev","aqf","HRV",2009,2005,4704,3499.99999999552,62202619240,44821408831
"rev","aqf","HTI",2009,2004,8010912,635528.868360288,6470254240,3660483886
"rev","aqf","IDN",2009,2004,8857632,12308618.9376461,5.3958e+11,2.56837e+11
"rev","aqf","IND",2008,2003,3166184.39715872,4401175.35544288,1.2241e+12,6.17573e+11
"rev","aqf","IRL",2009,2004,1964704,572157.043879904,2.23099e+11,1.86947e+11
"rev","aqf","IRN",2009,2004,465696,1568,3.31015e+11,1.63227e+11
"rev","aqf","ISR",2009,2004,73696,19536628.1755008,1.94866e+11,1.26571e+11
"rev","aqf","ITA",2009,2004,1223040,1182337.18244835,2.11115e+12,1.73552e+12
"rev","aqf","JAM",2008,2003,1588.65248227392,33440.758293824,13075044561,9430236065
"rev","aqf","JPN",2009,2004,37461088,33329958.4296224,5.03514e+12,4.6558e+12
"rev","aqf","KEN",2009,2004,112896,2002549.65357888,30580367979,16095321631
"rev","aqf","KHM",2009,2004,53312,787136,10401935532,5337833256
"rev","aqf","KIR",2009,2003,9408,23520,120292736,93517271.48
"rev","aqf","KOR",2009,2004,500192,763616,8.3406e+11,7.21975e+11
"rev","aqf","KWT",2009,2003,4704,7431.27962085152,1.05911e+11,47875837662
"rev","aqf","LBN",2009,2005,14112,3499.99999999552,34650746269,21860696517
"rev","aqf","LBR",2009,2004,1023904,18106.2355658912,1155146230,4.67e+08
"rev","aqf","LBY",2009,2004,163072,86240,62360446571,33384615385
"rev","aqf","LKA",2009,2004,13596128,13371454.9653642,42067965895,20662525941
"rev","aqf","LVA",2009,2004,81536,169344,25875781250,13761569545
"rev","aqf","MAR",2009,2004,31360,12837321.0161728,90908402631,56948015336
"rev","aqf","MDG",2008,2002,0,5701.81818181248,9394896990,4397254715
"rev","aqf","MDV",2008,2003,878524.822694624,1018085.30805677,1891632813,949867187.5
"rev","aqf","MEX",2008,2003,100085.106382912,55734.5971564256,1.09448e+12,7.00325e+11
"rev","aqf","MHL",2009,2004,7049728,315048.498845472,151560778.4,131106365.5
"rev","aqf","MMR",2009,2004,40768,23520,163212752819.889,89175617565
"rev","aqf","MOZ",2008,2004,3177.30496453216,1810.62355658912,9891003405,5697991242
"rev","aqf","MTQ",2008,2007,0,0,8581855406.50817,7993791942.72703
"rev","aqf","MUS",2009,2004,9408,114069.284064691,8834647745,6385691315
"rev","aqf","MYS",2007,2004,32565266.0357248,24984794.4573248,205798627895,132621333197
"rev","aqf","MYT",2008,2006,1568,1568,9329731237.13333,6594806106.82222
"rev","aqf","NAM",2008,2003,0,35298.5781990016,8829927125,4931293712
"rev","aqf","NCL",2009,2004,131712,217274.82678944,3260192137.32,2110977513.7
"rev","aqf","NGA",2008,2003,2224113.47517408,2229383.88626016,2.07116e+11,67655840076
"rev","aqf","NIC",2009,2004,98784,21727.482678944,8061961615,5795568203
"rev","aqf","NLD",2009,2004,8479744,2129344,7.96333e+11,6.0989e+11
"rev","aqf","NOR",2007,2001,7840,0,3.93479e+11,1.70923e+11
"rev","aqf","NZL",2008,2003,85787.2340425408,37156.398104336,1.30677e+11,86737675644
"rev","aqf","OMN",2006,2001,3136,59862.068965552,36803641389,19949284975
"rev","aqf","PAK",2008,2004,49248.2269504288,1568,1.63892e+11,97977766198
"rev","aqf","PAN",2009,2004,3136,20384,24080100000,14179300000
"rev","aqf","PER",2008,2003,6739063.82979424,5762957.34597632,1.26888e+11,61346725170
"rev","aqf","PHL",2009,2004,794976,13300840.6466454,1.68334e+11,91371236939
"rev","aqf","PLW",2009,2004,25088,162956.120092864,153212923.8,133560000
"rev","aqf","PNG",2009,2005,10976,10976,7914594203,4901584516
"rev","aqf","POL",2009,2004,181888,23520,4.30878e+11,2.52769e+11
"rev","aqf","PRT",2009,2004,30129120,0,2.34084e+11,1.85397e+11
"rev","aqf","PYF",2008,2003,281191.489361888,462597.156397376,2198960535.83313,501558448.114
"rev","aqf","QAT",2009,2004,4131680,4729088,97583513671,31675273812
"rev","aqf","ROU",2009,2004,4310432,4533088,1.64346e+11,75489440364
"rev","aqf","SAU",2009,2004,247744,1424960.73902963,3.76693e+11,2.50339e+11
"rev","aqf","SCG",2008,2003,0,1184.83412322,4519731947,1707662608
"rev","aqf","SDN",2003,1998,1857.81990520896,2096.25668448896,17646271397,11250220583
"rev","aqf","SGP",2009,2004,93985920,89676563.5103296,1.75935e+11,1.09336e+11
"rev","aqf","SHN",2007,2001,14839.1167192486,7724.13793102784,384476128113.833,191167270100.667
"rev","aqf","SLB",2009,2004,197568,119501.154734349,601299089.8,375109694.5
"rev","aqf","SLE",2009,2004,9408,10976,2401197067,1431208677
"rev","aqf","SLV",2009,2004,387296,0,2.0661e+10,15798300000
"rev","aqf","SOM",2005,2002,4704,3801.21212120832,6556304651.19,5540909769.94
"rev","aqf","STP",2007,1998,1648.79074658144,2096.25668448896,144259256.6,4837300842.03
"rev","aqf","SUR",2009,2004,15680,10863.7413394877,3875409836,1484092538
"rev","aqf","SVN",2009,2004,6272,3136,49056152691,33837749815
"rev","aqf","SWE",2009,2004,4636576,2557408,4.05783e+11,3.6209e+11
"rev","aqf","SYR",2009,2004,492352,3621.24711316256,53934534351,25086930693
"rev","aqf","TCA",2009,2004,3051328,702464,16674190559.0938,12288228084.5533
"rev","aqf","TGO",2009,2004,8849792,10334688,3163000591,1937074538
"rev","aqf","THA",2009,2004,24495296,15466752,2.63711e+11,1.6134e+11
"rev","aqf","TON",2009,2004,9408,1116416,318486402.9,240794581.2
"rev","aqf","TTO",2009,2004,478240,443602.771362688,19740432084,12884712296
"rev","aqf","TUN",2009,2004,10976,54880,43607568688,31183059012
"rev","aqf","TUR",2007,2002,12544,471968,6.47155e+11,2.32535e+11
"rev","aqf","TUV",2009,2006,465696,25088,27001199.73,22820838.02
"rev","aqf","TWN",2009,2004,4230464,3891030.02309056,2219163609959.6,1497754664895.8
"rev","aqf","TZA",2009,2004,153664,302374.133948768,21368165400,12825801916
"rev","aqf","UKR",2008,2004,1568,7840,1.79992e+11,64883060726
"rev","aqf","URY",2009,2004,666400,760480,30497048979,13686333822
"rev","aqf","USA",2009,2004,3406087.98707204,15687242.4941568,13605489887521.6,11549243331558.7
"rev","aqf","VEN",2008,2003,1568,52018.9573459136,3.156e+11,83622191419
"rev","aqf","VNM",2008,2003,2000113.4751696,78561630.3317216,91094051435,39552513118
"rev","aqf","VUT",2009,2004,82425056,860046.189377088,590448828.6,363753466.3
"rev","aqf","WSM",2008,2003,0,0,579223000,301905953
"rev","aqf","YEM",2009,2004,32946816,14484.9884526502,25130088571,13873500888
"rev","aqf","ZAF",2009,2004,1568,23538.1062355488,2.83012e+11,2.19093e+11
"rev","cf","ABW",2007,2002,1769564.668928,1858792.72656,10323696146,10288207336.6
"rev","cf","AGO",2007,2002,2195425966.048,1288075413.3856,61796534508,6670024587
"rev","cf","ALB",2007,2002,21758501.21088,10599968.891456,10704660840,4449373456
"rev","cf","ANT",2007,2002,9738516.593792,51246212.26144,65773031636.2238,44998754281
"rev","cf","ARE",2007,2002,655829602.5568,413552910.7584,2.5815e+11,1.09816e+11
"rev","cf","ARG",2007,2002,7308482376.832,5890782403.744,2.60769e+11,1.0204e+11
"rev","cf","ATG",2007,2002,12266013.880512,32351318.10624,1295824296,806505874.3
"rev","cf","AUS",2007,2002,2353583101.408,2610880563.2,8.50326e+11,3.95013e+11
"rev","cf","BEL",2007,2002,238108944.976,524747431.152,4.59619e+11,2.52795e+11
"rev","cf","BEN",2007,1997,28660368.95904,116257826.08832,5506275948,2268301645
"rev","cf","BGD",2007,2002,1486814038.2816,2202843857.312,68415421373,47571130071
"rev","cf","BGR",2007,2002,53318430.2896,63118652.11456,42113656147,15979194511
"rev","cf","BHR",2007,2002,92335942.12192,41311117.19168,18473097689,8491183201
"rev","cf","BHS",2007,2002,242721024.896,233299393.9584,8318996000,6957996000
"rev","cf","BIH",2007,2002,37262.67086528,28224,15280615815,6651226179
"rev","cf","BLZ",2007,2002,93089505.4544,48062336,1276751656,932676403.2
"rev","cf","BMU",2007,1997,4847444.7952,1964260.869088,5895048000,2932827000
"rev","cf","BRA",2007,2002,3250326243.36,2727607196.608,1.36598e+12,5.04221e+11
"rev","cf","BRB",2007,2002,15144340.862336,21169710.54688,3409200000,2476105824
"rev","cf","BRN",2007,2002,14705861.45056,18647226.18752,132427825400,77279325378.1
"rev","cf","CAN",2007,2002,9861465220.544,9644530043.456,1.42407e+12,7.34662e+11
"rev","cf","CHL",2007,2002,42506378386.08,30466337595.456,172689441433.643,70911247150.4976
"rev","cf","CHN",2007,2002,44920579114.656,48841577681.344,3723718715594,1627187026539
"rev","cf","CIV",2007,2002,333829821.5392,206529167.5104,19795705245,11486664265
"rev","cf","CMR",2007,2002,291239099.9392,446903472.4896,20431779034,10879778328
"rev","cf","COD",2007,2002,81554466.46144,64240484.84896,10013852849,5544467552
"rev","cf","COL",2007,2002,961051635.0848,753918613.6832,2.0752e+11,97933392356
"rev","cf","CPV",2007,2002,117854243.53248,50466222.54688,1331208452,620974807.1
"rev","cf","CRI",2007,2002,146323253.83424,266555438.5312,26321999643,16844378718
"rev","cf","CUB",2007,2002,67732983.38464,120803737.6,58603500000,33590400000
"rev","cf","CYM",2007,1997,476088.3281504,1254293.4782336,10323696146,9975811301.4
"rev","cf","CYP",2007,2002,35919697.83808,20851549.09376,21841815681,10557366162
"rev","cf","DEU",2007,2002,2148845896.512,1797583290.72,3.32381e+12,2.00659e+12
"rev","cf","DJI",2007,1997,9118637.223584,3046521.739744,847918929.1,502675561.7
"rev","cf","DMA",2007,2002,3343747.634752,29600038.79168,418759930,326998081.3
"rev","cf","DNK",2007,2002,6340344717.056,11841936495.424,3.11418e+11,1.73881e+11
"rev","cf","DOM",2007,2002,112903914.19776,128498341.24064,41314666869,26570402719
"rev","cf","DZA",2007,2002,1050990934.5376,809296336.8672,1.35804e+11,57053038888
"rev","cf","ECU",2007,2002,2435090446.208,2389168061.728,45311174221.6027,24613351051.7151
"rev","cf","EGY",2007,2002,450557479.3216,569175143.152,1.30478e+11,87850680573
"rev","cf","ERI",2007,2002,7039874.825984,64320538.38336,1317983740,675480057
"rev","cf","ESP",2007,2002,6350726893.504,8520220323.776,1.44143e+12,6.86296e+11
"rev","cf","EST",2007,2002,526575454.944,576149151.0208,21993654861,7318191229
"rev","cf","FIN",2007,2002,950458006.1536,940417674.0896,2.46127e+11,1.35184e+11
"rev","cf","FJI",2007,2002,117382722.34976,220724224,3379863774,1842691481
"rev","cf","FRA",2007,2002,5020328832.736,6006916428.8,2.58239e+12,1.45203e+12
"rev","cf","FSM",2007,2002,131778677.09888,225660440.096,255890836.4,241543395.8
"rev","cf","GAB",2007,2002,147748138.80512,225615813.8752,11570860872,4931503836
"rev","cf","GBR",2007,2002,4416737553.312,5806445784.832,2.82553e+12,1.60162e+12
"rev","cf","GEO",2007,2002,90659435.2048,8352099.296352,10172260738,3395778661
"rev","cf","GHA",2007,2002,891346170.3104,868544051.2,24757642258,6166197192
"rev","cf","GIN",2007,2002,301840758.4416,310382958.2336,4209332040,2949637039
"rev","cf","GLP",2007,2002,137052433.23072,224210695.8336,7861856229.67417,5341130872.52034
"rev","cf","GMB",2007,2002,125731390.78528,54276633.6,798869805.1,578235309.8
"rev","cf","GNB",2007,1997,6910082.018784,38923043.48576,690721769.2,268551010.9
"rev","cf","GNQ",2007,2002,11980113.564832,46944969.69792,12575148296,2146760314
"rev","cf","GRC",2007,2002,833418631.2256,867562694.096,3.05432e+11,1.4605e+11
"rev","cf","GRD",2007,2002,16827030.74528,23519429.81248,763824454.9,544381961.6
"rev","cf","GRL",2007,2002,1023958410.0704,576086240.9792,2121759848,1169136691
"rev","cf","GTM",2007,2002,40420880.08,117479805.6656,34113106486,20776640958
"rev","cf","GUF",2007,2002,68790237.47456,97430844.50624,241860504704.6,96496610221.46
"rev","cf","GUM",2007,2002,7175537.329856,4509796.07344,129618971.400298,105451453.487951
"rev","cf","GUY",2007,2002,186128953.6064,209993744.2624,1740335069,722460911.6
"rev","cf","HKG",2007,2002,1036957080.6784,842257186.9376,1695483465770,1260893777700
"rev","cf","HND",2007,2002,71985379.59648,75695912.7344,12315697003,7776438041
"rev","cf","HRV",2007,2002,278164387.1328,139508872.20704,59335976948,26524896398
"rev","cf","HTI",2007,2002,21395038.4816,22249824.96352,5971284338,3214632479
"rev","cf","IDN",2007,2002,13582156477.12,13240862647.712,4.32217e+11,1.95661e+11
"rev","cf","IND",2007,2002,13114508110.144,9256705219.776,1.2387e+12,5.22798e+11
"rev","cf","IRL",2007,2002,1658820999.808,2211701746.464,2.59955e+11,1.23599e+11
"rev","cf","IRN",2007,2002,1847538292.096,1370286793.6352,2.86058e+11,1.16421e+11
"rev","cf","IRQ",2007,2002,36154386.70144,80395636.35936,56989916308,18969591211
"rev","cf","ISL",2007,2002,10003733800.928,18056721411.008,20428232684,8907207933
"rev","cf","ISR",2007,2002,19895545.7344,38625826.90624,1.67112e+11,1.12974e+11
"rev","cf","ITA",2007,2002,2393730505.824,2660199147.872,2.12718e+12,1.22518e+12
"rev","cf","JAM",2007,2002,136850819.1008,96724427.24896,12702332855,9718989517
"rev","cf","JOR",2007,2002,1268051.9873728,936618.6666144,17110610000,9584232160
"rev","cf","JPN",2007,2002,37077038680.416,32644044659.744,4.35633e+12,3.98082e+12
"rev","cf","KEN",2007,2002,31642701.66624,42520845.34208,27236739896,13147736954
"rev","cf","KHM",2007,2002,173799032.6464,243298064.2624,8639164917,4284028138
"rev","cf","KIR",2007,2002,93893686.64928,48818587.15104,123962353.7,74174176.07
"rev","cf","KOR",2007,2002,23594010918.688,16142065841.664,1.04924e+12,5.75929e+11
"rev","cf","KWT",2007,2002,24009839.24864,40545248.96352,1.14722e+11,38138801497
