"rgn_id","sciname","value"
110,"Caretta caretta",0.6
110,"Prionace glauca",0.2
110," Carcharhinus perezi",0.2
52,"Prionace glauca",0.2
52,"Dermochelys coriacea",0.8
52,"Eretmochelys imbricata",0.8
52,"Caretta caretta",0.6
52,"Rhincodon typus",0.4
52,"Chelonia mydas",0.6
204,"Caretta caretta",0.6
204,"Lepidochelys olivacea",0.4
204,"Rhincodon typus",0.4
204,"Balaenoptera acutorostrata",0
204,"Orcaella brevirostris",0.4
204,"Balaenoptera musculus",0.6
204,"Chelonia mydas",0.6
204,"Megaptera novaeangliae",0
204,"Isurus oxyrinchus",0.4
204,"Prionace glauca",0.2
124,"Eretmochelys imbricata",0.8
124,"Galeocerdo cuvier",0.2
124," Carcharhinus perezi",0.2
124,"Isurus oxyrinchus",0.4
124,"Chelonia mydas",0.6
124,"Rhincodon typus",0.4
124,"Dermochelys coriacea",0.8
124,"Megaptera novaeangliae",0
124,"Prionace glauca",0.2
124,"Carcharodon carcharias",0.4
59,"Eubalaena glacialis",1
59,"Cetorhinus maximus",0.4
59,"Balaenoptera physalus",0.6
59,"Balaenoptera acutorostrata",0
164,"Chelonia mydas",0.6
164,"Galeocerdo cuvier",0.2
164,"Rhincodon typus",0.4
164,"Eretmochelys imbricata",0.8
164,"Caretta caretta",0.6
164,"Prionace glauca",0.2
164," Carcharhinus perezi",0.2
164,"Isurus oxyrinchus",0.4
99,"Lepidochelys olivacea",0.4
99,"Prionace glauca",0.2
99,"Isurus oxyrinchus",0.4
99,"Megaptera novaeangliae",0
99,"Rhincodon typus",0.4
99,"Balaenoptera musculus",0.6
99,"Galeocerdo cuvier",0.2
99,"Dermochelys coriacea",0.8
108,"Isurus oxyrinchus",0.4
108,"Prionace glauca",0.2
108,"Lamna nasus",0.4
108,"Balaenoptera borealis",0.6
108,"Galeocerdo cuvier",0.2
108,"Megaptera novaeangliae",0
108,"Balaenoptera acutorostrata",0
108,"Balaenoptera musculus",0.6
108,"Eubalaena glacialis",0.6
108,"Balaenoptera physalus",0.6
108,"Chelonia mydas",0.6
108," Carcharhinus perezi",0.2
245,"Eretmochelys imbricata",0.8
245,"Megaptera novaeangliae",0
245,"Balaenoptera acutorostrata",0
245,"Dermochelys coriacea",0.8
245,"Isurus oxyrinchus",0.4
245,"Rhincodon typus",0.4
245,"Chelonia mydas",0.6
245,"Prionace glauca",0.2
232,"Carcharodon carcharias",0.4
232,"Cetorhinus maximus",0.4
171,"Megachasma pelagios",
171,"Eretmochelys imbricata",0.8
171,"Cetorhinus maximus",0.4
171,"Lepidochelys olivacea",0.4
171,"Megaptera novaeangliae",0
171,"Galeocerdo cuvier",0.2
171,"Balaenoptera acutorostrata",0
171,"Balaenoptera physalus",0.6
171," Carcharhinus perezi",0.2
171,"Carcharodon carcharias",0.4
171,"Alopias vulpinus",0.4
171,"Lamna nasus",0.4
171,"Dermochelys coriacea",0.8
171,"Prionace glauca",0.2
171,"Isurus paucus",0.4
171,"Chelonia mydas",0.6
171,"Rhincodon typus",0.4
171,"Isurus oxyrinchus",0.4
171,"Balaenoptera borealis",0.6
171,"Balaenoptera musculus",0.6
171,"Caretta caretta",0.6
38,"Carcharhinus amblyrhynchos",0.2
38,"Eretmochelys imbricata",0.8
38,"Alopias vulpinus",0.4
38,"Chelonia mydas",0.6
37,"Cheilinus undulatus",0.6
117,"Megaptera novaeangliae",0
247,"Lepidochelys olivacea",0.4
247,"Isurus oxyrinchus",0.4
247,"Orcaella brevirostris",0.4
247,"Rhincodon typus",0.4
71,"Alopias vulpinus",0.4
24,"Eretmochelys imbricata",0.8
24,"Lepidochelys olivacea",0.4
24,"Isurus oxyrinchus",0.4
24,"Rhincodon typus",0.4
24,"Cheilinus undulatus",0.6
24,"Orcaella brevirostris",0.4
197,"Galeocerdo cuvier",0.2
197,"Balaenoptera musculus",0.6
197,"Prionace glauca",0.2
197,"Isurus oxyrinchus",0.4
197,"Rhincodon typus",0.4
197,"Alopias vulpinus",0.4
197,"Lepidochelys olivacea",0.4
197,"Megaptera novaeangliae",0
58,"Eubalaena glacialis",1
56,"Balaenoptera borealis",0.6
56,"Prionace glauca",0.2
56,"Balaenoptera acutorostrata",0
56,"Alopias vulpinus",0.4
56,"Isurus oxyrinchus",0.4
56,"Megaptera novaeangliae",0
56,"Balaenoptera musculus",0.6
56,"Rhincodon typus",0.4
56,"Lepidochelys olivacea",0.4
113,"Caretta caretta",0.6
113,"Prionace glauca",0.2
113,"Rhincodon typus",0.4
113,"Isurus oxyrinchus",0.4
113,"Megaptera novaeangliae",0
113,"Galeocerdo cuvier",0.2
113,"Chelonia mydas",1
224,"Balaenoptera physalus",0.6
224,"Carcharodon carcharias",0.4
224,"Isurus oxyrinchus",0.4
224,"Balaenoptera borealis",0.6
224,"Lepidochelys olivacea",0.4
224,"Rhincodon typus",0.4
224,"Balaenoptera musculus",0.6
224,"Alopias vulpinus",0.4
224,"Prionace glauca",0.2
224,"Cetorhinus maximus",0.4
224,"Megaptera novaeangliae",0
224,"Balaenoptera acutorostrata",0
224,"Lamna nasus",0.4
209,"Balaenoptera acutorostrata",0
209,"Eretmochelys imbricata",0.8
209,"Alopias vulpinus",0.4
209,"Eschrichtius robustus",0
209,"Cheilinus undulatus",0.6
209,"Dermochelys coriacea",0.8
209,"Chelonia mydas",0.6
209,"Balaenoptera physalus",0.6
209,"Isurus oxyrinchus",0.4
209,"Carcharhinus melanopterus",0.2
209,"Prionace glauca",0.2
209,"Balaenoptera musculus",0.6
209,"Rhincodon typus",0.4
209,"Caretta caretta",0.6
209,"Cetorhinus maximus",0.4
2,"Chelonia mydas",0.6
2,"Cheilinus undulatus",0.6
2,"Triaenodon obesus",0.2
1,"Triaenodon obesus",0.2
1,"Cheilinus undulatus",0.6
1,"Chelonia mydas",0.6
1,"Balaenoptera musculus",0.6
1,"Megaptera novaeangliae",0
132,"Isurus oxyrinchus",0.4
132,"Alopias vulpinus",0.4
132,"Prionace glauca",0.2
132,"Megaptera novaeangliae",0
132,"Rhincodon typus",0.4
132,"Galeocerdo cuvier",0.2
132,"Chelonia mydas",0.6
132,"Lepidochelys olivacea",0.4
132,"Balaenoptera musculus",0.6
132,"Eretmochelys imbricata",0.8
132,"Dermochelys coriacea",0.8
132,"Caretta caretta",0.6
132," Carcharhinus perezi",0.2
28,"Balaenoptera musculus",0.6
28,"Megaptera novaeangliae",0
28,"Cheilinus undulatus",0.6
28,"Prionace glauca",0.2
28,"Chelonia mydas",0.6
28,"Eretmochelys imbricata",0.8
28,"Triaenodon obesus",0.2
100,"Balaenoptera physalus",0.6
100,"Galeocerdo cuvier",0.2
100,"Balaenoptera borealis",0.6
100,"Isurus oxyrinchus",0.4
100,"Megaptera novaeangliae",0
100,"Lepidochelys olivacea",0.4
100,"Rhincodon typus",0.4
100,"Prionace glauca",0.2
199,"Dermochelys coriacea",0.8
199,"Megaptera novaeangliae",0
199,"Rhincodon typus",0.4
153,"Isurus oxyrinchus",0.4
153,"Galeocerdo cuvier",0.2
153,"Balaenoptera musculus",0.6
153,"Prionace glauca",0.2
153,"Cheilinus undulatus",0.6
153,"Triaenodon obesus",0.2
153,"Megaptera novaeangliae",0
153,"Chelonia mydas",0.6
153,"Rhincodon typus",0.4
130,"Galeocerdo cuvier",0.2
130,"Balaenoptera musculus",0.6
130,"Eretmochelys imbricata",0.8
130,"Lepidochelys olivacea",0.4
130,"Alopias vulpinus",0.4
130,"Prionace glauca",0.2
130,"Triaenodon obesus",0.2
130," Carcharhinus perezi",0.2
130,"Chelonia mydas",0.6
130,"Rhincodon typus",0.4
130,"Isurus oxyrinchus",0.4
130,"Dermochelys coriacea",0.8
130,"Megaptera novaeangliae",0
130,"Caretta caretta",0.6
195,"Isurus oxyrinchus",0.4
195,"Prionace glauca",0.2
195,"Balaenoptera musculus",0.6
195,"Megaptera novaeangliae",0
195,"Dermochelys coriacea",0.8
195,"Galeocerdo cuvier",0.2
195,"Alopias vulpinus",0.4
195,"Lepidochelys olivacea",0.4
195,"Rhincodon typus",0.4
187,"Isurus oxyrinchus",0.4
187,"Alopias vulpinus",0.4
187,"Prionace glauca",0.2
187,"Carcharodon carcharias",0.4
187,"Cetorhinus maximus",0.4
91,"Balaenoptera musculus",0.6
91,"Balaenoptera physalus",0.6
91,"Megaptera novaeangliae",0
91,"Balaenoptera borealis",0.6
91,"Chelonia mydas",0.6
91,"Eretmochelys imbricata",0.8
112,"Balaenoptera borealis",0.6
112,"Eretmochelys imbricata",0.8
112,"Lepidochelys olivacea",0.4
112,"Balaenoptera acutorostrata",0
112,"Megaptera novaeangliae",0
112,"Isurus oxyrinchus",0.4
112,"Chelonia mydas",0.6
112," Carcharhinus perezi",0.2
112,"Isurus paucus",0.4
112,"Dermochelys coriacea",0.8
112,"Galeocerdo cuvier",0.2
112,"Caretta caretta",0.6
112,"Alopias vulpinus",0.4
112,"Rhincodon typus",0.4
244,"Balaenoptera acutorostrata",0
244,"Chelonia mydas",0.6
244,"Megaptera novaeangliae",0
244,"Isurus oxyrinchus",0.4
244,"Dermochelys coriacea",0.8
244,"Rhincodon typus",0.4
244,"Prionace glauca",0.2
244,"Eretmochelys imbricata",0.8
81,"Cetorhinus maximus",0.4
81,"Isurus oxyrinchus",0.4
81,"Alopias vulpinus",0.4
81,"Balaenoptera physalus",0.6
81,"Caretta caretta",0.6
81,"Carcharodon carcharias",0.4
81,"Chelonia mydas",0.6
199,"Balaenoptera borealis",0.6
199,"Balaenoptera physalus",0.6
175,"Megaptera novaeangliae",0
175,"Balaenoptera acutorostrata",0
175,"Lamna nasus",0.4
175,"Balaenoptera physalus",0.6
175,"Cetorhinus maximus",0.4
175,"Prionace glauca",0.2
255,"Cheilinus undulatus",0.6
46,"Galeocerdo cuvier",0.2
46,"Rhincodon typus",0.4
46,"Prionace glauca",0.2
46,"Cheilinus undulatus",0.6
46,"Megaptera novaeangliae",0
46,"Balaenoptera musculus",0.6
46,"Triaenodon obesus",0.2
46,"Carcharhinus melanopterus",0.2
46,"Alopias vulpinus",0.4
123,"Balaenoptera acutorostrata",0
123,"Chelonia mydas",0.6
123,"Rhincodon typus",0.4
123,"Megaptera novaeangliae",0
123,"Galeocerdo cuvier",0.2
123,"Prionace glauca",0.2
123," Carcharhinus perezi",0.2
123,"Dermochelys coriacea",0.8
123,"Isurus oxyrinchus",0.4
115,"Eretmochelys imbricata",0.8
115,"Chelonia mydas",0.6
115," Carcharhinus perezi",0.2
115,"Prionace glauca",0.2
115,"Galeocerdo cuvier",0.2
115,"Balaenoptera borealis",0.6
115,"Lepidochelys olivacea",0.4
115,"Balaenoptera acutorostrata",0
115,"Megaptera novaeangliae",0
115,"Isurus oxyrinchus",0.4
115,"Dermochelys coriacea",0.8
115,"Alopias vulpinus",0.4
115,"Caretta caretta",0.6
231,"Balaenoptera musculus",0.6
231,"Megaptera novaeangliae",0
137,"Chelonia mydas",0.6
137,"Dermochelys coriacea",0.8
137,"Rhincodon typus",0.4
137,"Lepidochelys olivacea",0.4
137,"Cetorhinus maximus",0.4
137,"Galeocerdo cuvier",0.2
137,"Alopias vulpinus",0.4
137,"Eretmochelys imbricata",0.8
137,"Balaenoptera musculus",0.6
137,"Prionace glauca",0.2
137,"Isurus oxyrinchus",0.4
137,"Balaenoptera acutorostrata",0
137,"Megaptera novaeangliae",0
214,"Alopias vulpinus",0.4
214,"Rhincodon typus",0.4
214,"Triaenodon obesus",0.2
214,"Balaenoptera physalus",0.6
214,"Cheilinus undulatus",0.6
214,"Galeocerdo cuvier",0.2
214,"Prionace glauca",0.2
214,"Isurus oxyrinchus",0.4
214,"Cetorhinus maximus",0.4
214,"Chelonia mydas",0.6
214,"Eretmochelys imbricata",0.8
214,"Caretta caretta",0.6
214,"Carcharodon carcharias",0.4
134,"Eretmochelys imbricata",0.8
134,"Rhincodon typus",0.4
134,"Alopias vulpinus",0.4
134,"Megaptera novaeangliae",0
134,"Lepidochelys olivacea",0.4
134,"Prionace glauca",0.2
134,"Balaenoptera musculus",0.6
134,"Dermochelys coriacea",0.8
134,"Isurus oxyrinchus",0.4
104,"Megaptera novaeangliae",0
104,"Isurus oxyrinchus",0.4
104,"Rhincodon typus",0.4
104,"Prionace glauca",0.2
104,"Balaenoptera musculus",0.6
104,"Lepidochelys olivacea",0.4
104,"Eretmochelys imbricata",0.8
104,"Chelonia mydas",0.6
104,"Galeocerdo cuvier",0.2
45,"Galeocerdo cuvier",0.2
45,"Cheilinus undulatus",0.6
45,"Rhincodon typus",0.4
45,"Caretta caretta",0.6
45,"Carcharhinus melanopterus",0.2
45,"Dermochelys coriacea",0.8
45,"Eretmochelys imbricata",0.8
45,"Triaenodon obesus",0.2
45,"Balaenoptera musculus",0.6
45,"Lepidochelys olivacea",0.4
45,"Prionace glauca",0.2
45,"Isurus oxyrinchus",0.4
45,"Chelonia mydas",0.6
95,"Balaenoptera musculus",0.6
95,"Balaenoptera physalus",0.6
95,"Megaptera novaeangliae",0
95,"Prionace glauca",0.2
95,"Balaenoptera borealis",0.6
141,"Balaenoptera physalus",0.6
141,"Balaenoptera acutorostrata",0
141,"Balaenoptera musculus",0.6
141,"Balaenoptera borealis",0.6
141,"Eubalaena glacialis",1
141,"Megaptera novaeangliae",0
18,"Rhincodon typus",0.4
18,"Eretmochelys imbricata",0.8
18,"Prionace glauca",0.2
18,"Isurus oxyrinchus",0.4
18,"Balaenoptera physalus",0.6
18,"Triaenodon obesus",0.2
18,"Megaptera novaeangliae",0
18,"Cheilinus undulatus",0.6
18,"Dermochelys coriacea",0.8
18,"Galeocerdo cuvier",0.2
18,"Chelonia mydas",0.6
179,"Megaptera novaeangliae",0
179,"Alopias vulpinus",0.4
179,"Eubalaena glacialis",1
179,"Balaenoptera acutorostrata",0
179,"Balaenoptera physalus",0.6
179,"Cetorhinus maximus",0.4
179,"Balaenoptera musculus",0.6
179,"Isurus oxyrinchus",0.4
179,"Carcharodon carcharias",0.4
179,"Caretta caretta",0.6
179,"Lamna nasus",0.4
169,"Chelonia mydas",0.6
169,"Prionace glauca",0.2
169,"Lepidochelys olivacea",0.4
169," Carcharhinus perezi",0.2
169,"Balaenoptera acutorostrata",0
169,"Galeocerdo cuvier",0.2
169,"Alopias vulpinus",0.4
169,"Dermochelys coriacea",0.8
169,"Rhincodon typus",0.4
169,"Isurus oxyrinchus",0.4
147,"Galeocerdo cuvier",0.2
147,"Alopias vulpinus",0.4
147,"Triaenodon obesus",0.2
147,"Chelonia mydas",0.6
147,"Carcharhinus amblyrhynchos",0.2
147,"Balaenoptera physalus",0.6
147,"Prionace glauca",0.2
147,"Rhincodon typus",0.4
147,"Isurus oxyrinchus",0.4
147,"Megaptera novaeangliae",0
147,"Cheilinus undulatus",0.6
198,"Lepidochelys olivacea",0.4
198,"Balaenoptera musculus",0.6
198,"Alopias vulpinus",0.4
198,"Rhincodon typus",0.4
198,"Isurus oxyrinchus",0.4
198,"Galeocerdo cuvier",0.2
198,"Prionace glauca",0.2
198,"Megaptera novaeangliae",0
65,"Megaptera novaeangliae",0
65,"Lepidochelys olivacea",0.4
65,"Prionace glauca",0.2
65,"Galeocerdo cuvier",0.2
65,"Rhincodon typus",0.4
65,"Isurus oxyrinchus",0.4
65,"Balaenoptera acutorostrata",0
74,"Alopias vulpinus",0.4
176,"Lamna nasus",0.4
176,"Cetorhinus maximus",0.4
176,"Balaenoptera physalus",0.6
176,"Eubalaena glacialis",1
106,"Dermochelys coriacea",0.8
106,"Galeocerdo cuvier",0.2
106,"Lepidochelys olivacea",0.4
106,"Alopias vulpinus",0.4
106,"Isurus paucus",0.4
106,"Balaenoptera musculus",0.6
106,"Rhincodon typus",0.4
106,"Isurus oxyrinchus",0.4
106,"Megaptera novaeangliae",0
106,"Prionace glauca",0.2
60,"Balaenoptera musculus",0.6
60,"Isurus oxyrinchus",0.4
60,"Carcharodon carcharias",0.4
60,"Balaenoptera borealis",0.6
60,"Balaenoptera physalus",0.6
60,"Alopias vulpinus",0.4
60,"Lamna nasus",0.4
60,"Cetorhinus maximus",0.4
80,"Balaenoptera musculus",0.6
80,"Cetorhinus maximus",0.4
80,"Alopias vulpinus",0.4
80,"Balaenoptera physalus",0.6
80,"Caretta caretta",0.6
80,"Isurus oxyrinchus",0.4
80,"Balaenoptera acutorostrata",0
80,"Prionace glauca",0.2
80,"Carcharodon carcharias",0.4
145,"Balaenoptera borealis",0.6
145,"Eubalaena glacialis",0.6
145,"Balaena mysticetus",0
145,"Balaenoptera acutorostrata",0
145,"Lamna nasus",0.4
145,"Balaenoptera physalus",0.6
145,"Ursus maritimus",0.4
145,"Megaptera novaeangliae",0
145,"Balaenoptera musculus",0.6
125,"Prionace glauca",0.2
125,"Galeocerdo cuvier",0.2
125,"Chelonia mydas",0.6
125,"Megaptera novaeangliae",0
125,"Isurus oxyrinchus",0.4
125,"Eretmochelys imbricata",0.8
125,"Caretta caretta",0.6
125," Carcharhinus perezi",0.2
125,"Balaenoptera musculus",0.6
125,"Rhincodon typus",0.4
125,"Dermochelys coriacea",0.8
140,"Prionace glauca",0.2
140,"Caretta caretta",0.6
140,"Galeocerdo cuvier",0.2
140,"Balaenoptera acutorostrata",0
140,"Megaptera novaeangliae",0
140,"Rhincodon typus",0.4
140,"Isurus oxyrinchus",0.4
140,"Dermochelys coriacea",0.8
140,"Eretmochelys imbricata",0.8
140,"Lepidochelys olivacea",0.4
13,"Eretmochelys imbricata",0.8
13,"Galeocerdo cuvier",0.2
13,"Triaenodon obesus",0.2
13,"Prionace glauca",0.2
13,"Megaptera novaeangliae",0
13,"Chelonia mydas",0.6
13,"Cheilinus undulatus",0.6
136,"Balaenoptera musculus",0.6
136,"Galeocerdo cuvier",0.2
136,"Dermochelys coriacea",0.8
136,"Prionace glauca",0.2
136,"Alopias vulpinus",0.4
136,"Lepidochelys olivacea",0.4
136,"Caretta caretta",0.6
136,"Rhincodon typus",0.4
136,"Megaptera novaeangliae",0
136," Carcharhinus perezi",0.2
136,"Isurus oxyrinchus",0.4
194,"Isurus oxyrinchus",0.4
194,"Rhincodon typus",0.4
194,"Chelonia mydas",0.6
194,"Lepidochelys olivacea",0.4
194,"Prionace glauca",0.2
194,"Lamna nasus",0.4
194,"Galeocerdo cuvier",0.2
194,"Alopias vulpinus",0.4
193,"Isurus oxyrinchus",0.4
193,"Isurus paucus",0.4
193,"Galeocerdo cuvier",0.2
193,"Prionace glauca",0.2
193,"Chelonia mydas",0.6
193,"Alopias vulpinus",0.4
193,"Rhincodon typus",0.4
193,"Lepidochelys olivacea",0.4
167,"Prionace glauca",0.2
167,"Isurus oxyrinchus",0.4
167,"Dermochelys coriacea",0.8
167,"Alopias vulpinus",0.4
167,"Chelonia mydas",0.6
167,"Rhincodon typus",0.4
167,"Galeocerdo cuvier",0.2
167,"Lepidochelys olivacea",0.4
167," Carcharhinus perezi",0.2
114,"Balaenoptera borealis",0.6
114,"Dermochelys coriacea",0.8
114,"Caretta caretta",0.6
114,"Rhincodon typus",0.4
114,"Isurus oxyrinchus",0.4
114,"Chelonia mydas",0.6
114,"Galeocerdo cuvier",0.2
114," Carcharhinus perezi",0.2
114,"Megaptera novaeangliae",0
133,"Lepidochelys olivacea",0.4
133,"Megaptera novaeangliae",0
133,"Rhincodon typus",0.4
133,"Galeocerdo cuvier",0.2
133," Carcharhinus perezi",0.2
133,"Dermochelys coriacea",0.8
133,"Caretta caretta",0.6
133,"Eretmochelys imbricata",0.8
133,"Isurus oxyrinchus",0.4
133,"Prionace glauca",0.2
143,"Megaptera novaeangliae",0
143,"Eschrichtius robustus",1
143,"Balaenoptera borealis",0.6
143,"Cetorhinus maximus",0.4
143,"Galeocerdo cuvier",0.2
143,"Balaenoptera acutorostrata",0
143,"Balaenoptera musculus",0.6
143,"Eubalaena glacialis",0.6
143,"Balaenoptera physalus",0.6
203,"Carcharhinus melanopterus",0.2
203,"Triaenodon obesus",0.2
203,"Alopias vulpinus",0.4
203,"Glyphis gangeticus",0.8
203,"Isurus oxyrinchus",0.4
203,"Chelonia mydas",0.6
203,"Lutrogale perspicillata",0.4
203,"Prionace glauca",0.2
203,"Megaptera novaeangliae",0
203,"Rhincodon typus",0.4
203,"Orcaella brevirostris",0.4
203,"Dermochelys coriacea",0.8
203,"Balaenoptera musculus",0.6
203,"Lepidochelys olivacea",0.4
203,"Cheilinus undulatus",0.6
203,"Eretmochelys imbricata",0.8
216,"Caretta caretta",0.6
216,"Galeocerdo cuvier",0.2
216,"Prionace glauca",0.2
216,"Isurus oxyrinchus",0.4
216,"Alopias vulpinus",0.4
216,"Lepidochelys olivacea",0.4
216,"Cheilinus undulatus",0.6
216,"Balaenoptera acutorostrata",0
216,"Dermochelys coriacea",0.8
216,"Carcharhinus amblyrhynchos",0.2
216,"Rhincodon typus",0.4
216,"Megachasma pelagios",
216,"Megaptera novaeangliae",0
216,"Chelonia mydas",0.6
216,"Eretmochelys imbricata",0.8
216,"Orcaella brevirostris",0.4
216,"Balaenoptera musculus",0.6
191,"Balaenoptera musculus",0.6
191,"Megaptera novaeangliae",0
191,"Eretmochelys imbricata",0.8
191,"Chelonia mydas",0.6
191,"Lepidochelys olivacea",0.4
191,"Prionace glauca",0.2
191,"Rhincodon typus",0.4
191,"Isurus oxyrinchus",0.4
192,"Balaenoptera musculus",0.6
192,"Prionace glauca",0.2
192,"Rhincodon typus",0.4
181,"Balaenoptera borealis",0.6
181,"Balaenoptera musculus",0.6
181,"Balaenoptera physalus",0.6
181,"Isurus oxyrinchus",0.4
181,"Eubalaena glacialis",1
181,"Balaenoptera acutorostrata",0
181,"Megaptera novaeangliae",0
181,"Lamna nasus",0.4
181,"Alopias vulpinus",0.4
79,"Balaenoptera physalus",0.6
79,"Chelonia mydas",1
79,"Cetorhinus maximus",0.4
79,"Carcharodon carcharias",0.4
79,"Cheilinus undulatus",0.6
79,"Balaenoptera acutorostrata",0
79,"Caretta caretta",0.6
79,"Rhincodon typus",0.4
79,"Isurus oxyrinchus",0.4
79,"Dermochelys coriacea",1
184,"Alopias vulpinus",0.4
184,"Prionace glauca",0.2
184,"Cetorhinus maximus",0.4
184,"Caretta caretta",0.6
184,"Carcharodon carcharias",0.4
184,"Balaenoptera acutorostrata",0
184,"Dermochelys coriacea",0.8
184,"Balaenoptera physalus",0.6
184,"Isurus oxyrinchus",0.4
166,"Lepidochelys olivacea",0.4
166,"Caretta caretta",0.6
166,"Eretmochelys imbricata",0.8
166,"Alopias vulpinus",0.4
166," Carcharhinus perezi",0.2
