"cntry_key","sector","value"
"ABW","cf",10288207336.6
"ABW","og",10321800655.5
"ABW","tour",10326680330.5
"AGO","cf",6670024587
"AGO","og",18954402780
"AGO","tour",61796534508
"AIA","tour",15855648172.4012
"Alaska","aqf",85618503940.8672
"Alaska","tour",101322994822.899
"ALB","aqf",7464446950
"ALB","cf",4449373456
"ALB","mar",10704660840
"ALB","og",7464446950
"ALB","tour",10704660840
"ANT","aqf",49152912338.2132
"ANT","cf",44998754281
"ANT","mmw",35298806560
"ANT","og",49152912338.2132
"ANT","tour",56110694953.52
"ARE","aqf",1.47824e+11
"ARE","cf",1.09816e+11
"ARE","mar",2.22106e+11
"ARE","og",1.47824e+11
"ARE","tour",2.5815e+11
"ARG","aqf",1.53129e+11
"ARG","cf",1.0204e+11
"ARG","mar",2.14066e+11
"ARG","mmw",2.98948e+11
"ARG","og",1.53129e+11
"ARG","tour",2.60769e+11
"ASM","mmw",232957698.223333
"ASM","og",212279158.58
"ATA","mmw",NA
"ATA","og",NA
"ATG","aqf",849234753.9
"ATG","cf",806505874.3
"ATG","mmw",620037014.2
"ATG","og",905113766.5
"ATG","tour",1295824296
"AUS","aqf",6.11386e+11
"AUS","cf",3.95013e+11
"AUS","mar",3.95013e+11
"AUS","mmw",4.6646e+11
"AUS","og",6.11386e+11
"AUS","tour",8.50326e+11
"Azores","mmw",237895536749.333
"BEL","aqf",3.61683e+11
"BEL","cf",2.52795e+11
"BEL","og",3.61683e+11
"BEL","tour",4.59619e+11
"BEN","cf",2268301645
"BEN","mmw",2455092688
"BEN","og",4050869968
"BEN","tour",5506275948
"BGD","aqf",47571130071
"BGD","cf",47571130071
"BGD","mar",68415421373
"BGD","mmw",44091754148
"BGD","og",56560744012
"BGD","tour",68415421373
"BGR","aqf",25283228366
"BGR","cf",15979194511
"BGR","mar",33209188739
"BGR","og",25283228366
"BGR","tour",42113656147
"BHR","cf",8491183201
"BHR","mar",8491183201
"BHR","mmw",6183941092
"BHR","og",11235671061
"BHR","tour",18473097689
"BHS","cf",6957996000
"BHS","mar",7094413000
"BHS","mmw",5353524000
"BHS","og",7094413000
"BHS","tour",8318996000
"BIH","cf",6651226179
"BIH","mar",12400102623
"BIH","og",10022840635
"BIH","tour",15280615815
"BLZ","aqf",1056303706
"BLZ","cf",932676403.2
"BLZ","mar",932676403.2
"BLZ","mmw",688872472.7
"BLZ","og",1056303706
"BLZ","tour",1276751656
"BMU","cf",2932827000
"BMU","mmw",3130748000
"BMU","og",4484703000
"BMU","tour",5895048000
"BRA","aqf",6.6376e+11
"BRA","cf",5.04221e+11
"BRA","mar",5.04221e+11
"BRA","mmw",8.43827e+11
"BRA","og",6.6376e+11
"BRA","tour",1.36598e+12
"BRB","aqf",2.824e+09
"BRB","cf",2476105824
"BRB","og",2.824e+09
"BRB","tour",3409200000
"BRN","aqf",75958080319.3
