"rgn_id","w_fis"
1,1
2,1
3,1
4,1
5,0.864722708
6,0.998596603
7,1
8,0.999057784
9,1
10,1
11,1
12,1
13,0.999932
14,0.918623044
15,0.798480852
16,0.811896985
17,0.999904329
18,0.999728445
19,0.999764897
20,0.401358139
21,0.947976337
24,0.945018506
25,0.345943176
26,1
28,1
29,0.985439282
31,1
32,0.980456705
36,1
37,0.983165856
38,1
39,1
40,0.947750948
41,0.981511674
42,0.956897909
43,1
44,1
45,1
46,1
47,1
48,0.999482268
49,1
50,0.855670005
51,0.996676951
52,0.999922532
53,0.99951833
54,0.999328267
55,1
56,1
57,1
58,1
59,1
60,1
61,0.930513065
62,0.99958351
63,1
64,1
65,0.999824612
66,0.999798562
67,0.990327305
68,0.802546689
69,1
70,1
71,0.961021159
72,1
73,0.998560235
74,1
75,0.984811603
76,0.803407766
77,1
78,1
79,0.778133576
80,0.704959501
81,0.828325511
82,0.844645687
84,0.998178038
85,1
86,1
88,1
89,1
90,1
91,1
92,1
93,1
94,1
95,1
96,1
97,1
98,1
99,1
100,1
101,0.998780474
102,0.996242381
103,1
104,1
105,1
106,1
107,1
108,1
110,1
111,0.999980218
112,0.839402809
113,1
114,1
115,0.894460934
116,1
117,1
118,1
119,1
120,1
121,1
122,1
123,1
124,1
125,1
126,1
127,1
129,0.975560665
130,0.908329978
131,0.539870787
132,0.842269304
133,0.32859167
134,0.935429192
135,0.893406953
136,0.616055163
137,0.599732692
138,0.990620369
139,0.876244622
140,0.992160555
141,0.806542391
143,0.996596182
144,1
145,1
146,1
147,0.869117623
149,1
150,1
151,1
152,1
153,1
154,1
155,1
156,1
158,1
159,1
161,1
162,0.754424306
163,0.960062811
164,0.470441899
166,0.989532307
167,0.997443671
168,0.99704029
169,1
171,0.833499159
172,0.999761007
173,1
174,0.882011206
175,0.979904827
176,0.93154816
177,0.722521991
178,1
179,0.64741151
180,0.883257649
181,0.87303321
182,0.633086985
183,0.949252162
184,0.55282184
185,1
186,0.967578147
187,0.908774925
188,0.702888681
189,1
190,1
191,0.969269815
192,1
193,1
194,1
195,1
196,1
197,1
198,1
199,1
200,1
202,0.982135947
203,0.961271217
204,0.717810425
205,0.961112226
206,0.858745662
207,0.638225027
208,0.911756544
209,0.376522412
210,0.853286793
212,0.999844782
214,0.145926531
215,1
216,0.778572548
218,0.862432219
219,1
220,1
222,0.984317519
223,0.616933345
224,0.807648873
231,0.999898222
232,0.850291194
247,0.984479529
250,1
