"cntry_key","sector","value"
"ABW","cf",1769564.668928
"ABW","og",0
"ABW","tour",1941871921.18
"AGO","cf",2195425966.048
"AGO","og",70427763028.728
"AGO","tour",4.402e+09
"AIA","tour",1.5e+08
"Alaska","aqf",16103.6345966862
"Alaska","tour",9782504445.08384
"ALB","aqf",7840
"ALB","cf",21758501.21088
"ALB","mar",7595398.2
"ALB","og",16360895.931212
"ALB","tour",2.699e+09
"ANT","aqf",93730.4964539104
"ANT","cf",9738516.593792
"ANT","mmw",0
"ANT","og",0
"ANT","tour",1724137931.03
"ARE","aqf",4586400
"ARE","cf",655829602.5568
"ARE","mar",2902792.4
"ARE","og",56666765197.308
"ARE","tour",5.2706e+10
"ARG","aqf",87808
"ARG","cf",7308482376.832
"ARG","mar",2099356.5
"ARG","mmw",62566162.6
"ARG","og",285078709.3644
"ARG","tour",4.5995e+10
"ASM","mmw",0
"ASM","og",0
"ATA","mmw",37437248.98
"ATA","og",0
"ATG","aqf",7840
"ATG","cf",12266013.880512
"ATG","mmw",48272.36
"ATG","og",0
"ATG","tour",8.84e+08
"AUS","aqf",3838464
"AUS","cf",2353583101.408
"AUS","mar",1244323757.5264
"AUS","mmw",174768087.4
"AUS","og",11696447380.268
"AUS","tour",1.50707e+11
"Azores","mmw",7795511.18
"BEL","aqf",4119136
"BEL","cf",238108944.976
"BEL","og",33920878.30012
"BEL","tour",2.5249e+10
"BEN","cf",28660368.95904
"BEN","mmw",0
"BEN","og",0
"BEN","tour",4.81e+08
"BGD","aqf",11541.5352260701
"BGD","cf",1486814038.2816
"BGD","mar",914897909.1
"BGD","mmw",1783.54
"BGD","og",0
"BGD","tour",4.813e+09
"BGR","aqf",23520
"BGR","cf",53318430.2896
"BGR","mar",1380390.3
"BGR","og",8844320.83346
"BGR","tour",6.949e+09
"BHR","cf",92335942.12192
"BHR","mar",11247.634070023
"BHR","mmw",452926.83
"BHR","og",0
"BHR","tour",3.594e+09
"BHS","cf",242721024.896
"BHS","mar",59466
"BHS","mmw",4048079.27
"BHS","og",0
"BHS","tour",3.785e+09
"BIH","cf",37262.67086528
"BIH","mar",3243123
"BIH","og",0
"BIH","tour",1.541e+09
"BLZ","aqf",186592
"BLZ","cf",93089505.4544
"BLZ","mar",54922712.9325
"BLZ","mmw",197154.47
"BLZ","og",0
"BLZ","tour",5.2e+08
"BMU","cf",4847444.7952
"BMU","mmw",32418.7
"BMU","og",0
"BMU","tour",9.65e+08
"BRA","aqf",11143776
"BRA","cf",3250326243.36
"BRA","mar",323625356.4
"BRA","mmw",28817229.88
"BRA","og",49355074846.644
"BRA","tour",2.05607e+11
"BRB","aqf",7840
"BRB","cf",15144340.862336
"BRB","og",0
"BRB","tour",1.836e+09
"BRN","aqf",149171.891891837
"BRN","cf",14705861.45056
"BRN","mar",7841350.578771
"BRN","og",4573764417.908
"BRN","tour",489520572.103
"CAN","aqf",23520
"CAN","cf",9861465220.544
"CAN","mar",1589835079.5815
"CAN","mmw",152810975.6
"CAN","og",566984717.7064
"CAN","tour",7.9575e+10
"CAN","wte",2115002.914416
"Canary Islands","mmw",57446646.34
"CHL","aqf",3390.27027026688
"CHL","cf",42506378386.08
"CHL","mar",8167483911.06
"CHL","mmw",2493725.61
"CHL","og",0
"CHL","tour",21755505099.5087
"CHN","aqf",10734528
"CHN","cf",44920579114.656
"CHN","mar",29067410131.8
"CHN","mmw",13465569.11
"CHN","og",56442842440.432
"CHN","tour",8.4267e+11
"CIV","aqf",1568
"CIV","cf",333829821.5392
"CIV","mar",768583.596264
"CIV","og",741580332.5728
"CIV","tour",1.109e+09
"CMR","aqf",189049.645390816
"CMR","cf",291239099.9392
"CMR","og",973051398.102
"CMR","tour",1.38e+09
"COD","aqf",613088
"COD","cf",81554466.46144
"COD","og",277174343.0036
"COD","tour",4.1e+08
"COG","aqf",86240
"COG","og",3950132798.948
"COG","tour",4.14e+08
"COK","aqf",122304
"COK","mar",3678233.43876
"COK","mmw",517518.29
"COK","og",0
"COL","aqf",13328000
"COL","cf",961051635.0848
"COL","mar",271520504.67
"COL","mmw",2599085.37
"COL","og",0
"COL","tour",1.9648e+10
"COM","og",0
"COM","tour",4e+07
"CPV","cf",117854243.53248
"CPV","og",0
"CPV","tour",8.03e+08
"CRI","aqf",236768
"CRI","cf",146323253.83424
"CRI","mar",29174115
"CRI","mmw",21505118.9
"CRI","og",0
"CRI","tour",5.522e+09
"CUB","aqf",216384
"CUB","cf",67732983.38464
"CUB","mar",14976210
"CUB","og",0
"CUB","tour",8.095e+09
"CYM","cf",476088.3281504
"CYM","og",0
"CYM","tour",8.29e+08
"CYP","aqf",9408
"CYP","cf",35919697.83808
"CYP","mar",50496628.07466
"CYP","mmw",5516.26
"CYP","og",0
"CYP","tour",4.465e+09
"DEU","aqf",1121588.65248282
"DEU","cf",2148845896.512
"DEU","mar",15387557.04
"DEU","mmw",0
"DEU","og",1404667871.18
"DEU","tour",1.53864e+11
"DJI","aqf",11143776
"DJI","cf",9118637.223584
"DJI","og",0
"DMA","cf",3343747.634752
"DMA","mmw",1814024.39
"DMA","og",0
"DMA","tour",1.5e+08
"DNK","aqf",939232
"DNK","cf",6340344717.056
"DNK","mar",78530981.07353
"DNK","mmw",3800.81
"DNK","og",9616392144.24
"DNK","tour",2.0401e+10
"DOM","aqf",282240
"DOM","cf",112903914.19776
"DOM","mar",9947949.52611
"DOM","mmw",9072154.47
"DOM","og",0
"DOM","tour",8.855e+09
"DZA","aqf",6595.16298632576
"DZA","cf",1050990934.5376
"DZA","mar",412965.299724
"DZA","og",0
"DZA","tour",1.4077e+10
"Easter Island","aqf",2.06583712841109
"Easter Island","tour",22494900.4912683
"ECU","aqf",55602.8368794304
"ECU","cf",2435090446.208
"ECU","mar",1203785488.962
"ECU","mmw",55136615.85
"ECU","og",0
"ECU","tour",3913383984.69804
"EGY","aqf",10976
"EGY","cf",450557479.3216
"EGY","mar",1775627901.72
"EGY","mmw",3525211.38
"EGY","og",5026044109.464
"EGY","tour",3.7571e+10
"ERI","aqf",39200
"ERI","cf",7039874.825984
"ERI","mmw",0
"ERI","og",0
"ESP","aqf",73438848
"ESP","cf",6350726893.504
"ESP","mar",809057815.4035
"ESP","mmw",8288054.88
"ESP","og",0
"ESP","tour",2.05426e+11
"EST","aqf",23520
"EST","cf",526575454.944
"EST","og",22980272.791
"EST","tour",2.91e+09
"FIN","aqf",70560
"FIN","cf",950458006.1536
"FIN","mar",116037747.53
"FIN","og",26361396.62576
"FIN","tour",1.6258e+10
"FJI","aqf",741664
"FJI","cf",117382722.34976
"FJI","mar",356955.836022
"FJI","mmw",0
"FJI","og",0
"FJI","tour",1.393e+09
"FLK","mar",45240.48371079
"FLK","mmw",24898.37
"FLK","og",0
"FRA","aqf",402976
"FRA","cf",5020328832.736
"FRA","mar",1525661828.356
"FRA","mmw",1659322.15
"FRA","og",994172713.0412
"FRA","tour",2.53639e+11
"FRA","wte",51518297.86516
"FSM","aqf",313600
"FSM","cf",131778677.09888
"FSM","mmw",0
"GAB","aqf",23520
"GAB","cf",147748138.80512
"GAB","mmw",23882.11
"GAB","og",4154268093.108
"GAB","tour",3.88e+08
"GBR","aqf",24840256
"GBR","cf",4416737553.312
"GBR","mar",2176050519.6041
