"rgn_id","level","label"
1,"r2","Australia and New Zealand"
2,"r2","Australia and New Zealand"
3,"r2","Australia and New Zealand"
4,"r2","Australia and New Zealand"
5,"r2","Melanesia"
6,"r2","Melanesia"
7,"r2","Melanesia"
8,"r2","Micronesia"
9,"r2","Micronesia"
10,"r2","Micronesia"
11,"r2","Micronesia"
12,"r2","Micronesia"
13,"r2","Micronesia"
14,"r2","Eastern Asia"
15,"r2","South-Eastern Asia"
16,"r2","Australia and New Zealand"
17,"r2","Melanesia"
18,"r2","Melanesia"
19,"r2","Polynesia"
20,"r2","Eastern Asia"
21,"r2","Eastern Asia"
24,"r2","South-Eastern Asia"
25,"r2","South-Eastern Asia"
26,"r2","South-Eastern Asia"
28,"r2","Eastern Africa"
29,"r2","Eastern Africa"
30,"r2","Eastern Africa"
31,"r2","Eastern Africa"
32,"r2","Eastern Africa"
33,"r2","Eastern Africa"
34,"r2","Eastern Africa"
35,"r2","Eastern Africa"
36,"r2","Eastern Africa"
37,"r2","Eastern Africa"
38,"r2","Southern Asia"
39,"r2","Southern Asia"
40,"r2","Southern Asia"
41,"r2","Eastern Africa"
42,"r2","Eastern Africa"
43,"r2","Eastern Africa"
44,"r2","Eastern Africa"
45,"r2","Eastern Africa"
46,"r2","Eastern Africa"
47,"r2","Western Asia"
48,"r2","Western Asia"
49,"r2","Northern Africa"
50,"r2","Western Asia"
51,"r2","Western Asia"
52,"r2","Western Asia"
53,"r2","Southern Asia"
54,"r2","Western Asia"
55,"r2","Southern Europe"
56,"r2","Western Africa"
57,"r2","Southern Europe"
58,"r2","Southern Europe"
59,"r2","Western Europe"
60,"r2","Southern Europe"
61,"r2","Northern Africa"
62,"r2","Northern Africa"
63,"r2","Northern Africa"
64,"r2","Western Africa"
65,"r2","Western Africa"
66,"r2","Western Africa"
67,"r2","Northern Africa"
68,"r2","Southern Europe"
69,"r2","Northern Europe"
70,"r2","Northern Europe"
71,"r2","Eastern Europe"
72,"r2","Eastern Europe"
73,"r2","Eastern Europe"
74,"r2","Western Asia"
75,"r2","Eastern Europe"
76,"r2","Western Asia"
77,"r2","Western Asia"
78,"r2","Western Asia"
79,"r2","Western Asia"
80,"r2","Southern Europe"
81,"r2","Western Asia"
82,"r2","Southern Europe"
84,"r2","Northern Africa"
85,"r2","Northern Europe"
86,"r2","Northern Europe"
88,"r2","Northern Europe"
89,"r2","Southern Islands"
90,"r2","Southern Islands"
91,"r2","Southern Islands"
92,"r2","Southern Islands"
93,"r2","Southern Islands"
94,"r2","Southern Islands"
95,"r2","Northern Europe"
96,"r2","Western Africa"
97,"r2","Western Africa"
98,"r2","Western Africa"
99,"r2","Western Africa"
100,"r2","Middle Africa"
101,"r2","Southern Africa"
102,"r2","Southern Africa"
103,"r2","Middle Africa"
104,"r2","Middle Africa"
105,"r2","Southern Islands"
106,"r2","Western Africa"
107,"r2","Central America"
108,"r2","Caribbean"
110,"r2","Caribbean"
111,"r2","Caribbean"
112,"r2","Caribbean"
