"rgn_id","level","label"
113,"r2","Caribbean"
114,"r2","Caribbean"
115,"r2","Caribbean"
116,"r2","Caribbean"
117,"r2","Caribbean"
118,"r2","Caribbean"
119,"r2","Caribbean"
120,"r2","Caribbean"
121,"r2","Caribbean"
122,"r2","Caribbean"
123,"r2","Caribbean"
124,"r2","Caribbean"
125,"r2","Caribbean"
126,"r2","Caribbean"
127,"r2","Caribbean"
129,"r2","Central America"
130,"r2","Central America"
131,"r2","Central America"
132,"r2","South America"
133,"r2","Central America"
134,"r2","Central America"
135,"r2","Central America"
136,"r2","Central America"
137,"r2","South America"
138,"r2","South America"
139,"r2","South America"
140,"r2","Caribbean"
141,"r2","Northern Europe"
143,"r2","Northern Europe"
144,"r2","Northern Europe"
145,"r2","Northern Europe"
146,"r2","Polynesia"
147,"r2","Polynesia"
148,"r2","Micronesia"
149,"r2","Micronesia"
150,"r2","Micronesia"
151,"r2","Polynesia"
152,"r2","Polynesia"
153,"r2","Polynesia"
154,"r2","Polynesia"
155,"r2","Polynesia"
156,"r2","Polynesia"
157,"r2","Micronesia"
158,"r2","Micronesia"
159,"r2","Micronesia"
161,"r2","Polynesia"
162,"r2","Australia and New Zealand"
163,"r2","Northern America"
164,"r2","Central America"
166,"r2","Caribbean"
167,"r2","South America"
168,"r2","South America"
169,"r2","South America"
171,"r2","South America"
172,"r2","South America"
173,"r2","South America"
174,"r2","Northern Europe"
175,"r2","Northern Europe"
176,"r2","Western Europe"
177,"r2","Western Europe"
178,"r2","Eastern Europe"
179,"r2","Western Europe"
180,"r2","Northern Europe"
181,"r2","Northern Europe"
182,"r2","Southern Europe"
183,"r2","Southern Europe"
184,"r2","Southern Europe"
185,"r2","Western Europe"
186,"r2","Southern Europe"
187,"r2","Southern Europe"
188,"r2","Southern Europe"
189,"r2","Northern Europe"
190,"r2","Western Asia"
191,"r2","Southern Asia"
192,"r2","Western Asia"
193,"r2","Western Africa"
194,"r2","Western Africa"
195,"r2","Western Africa"
196,"r2","Western Africa"
197,"r2","Middle Africa"
198,"r2","Middle Africa"
199,"r2","Middle Africa"
200,"r2","Middle Africa"
202,"r2","Eastern Africa"
203,"r2","Southern Asia"
204,"r2","Southern Asia"
205,"r2","South-Eastern Asia"
206,"r2","South-Eastern Asia"
207,"r2","South-Eastern Asia"
208,"r2","South-Eastern Asia"
209,"r2","Eastern Asia"
210,"r2","Eastern Asia"
212,"r2","Micronesia"
214,"r2","Northern Africa"
215,"r2","Western Asia"
216,"r2","South-Eastern Asia"
218,"r2","Northern America"
219,"r2","Northern America"
220,"r2","Caribbean"
221,"r2","Caribbean"
222,"r2","Northern Europe"
223,"r2","Northern Europe"
224,"r2","South America"
227,"r2","Northern Europe"
228,"r2","Northern Europe"
231,"r2","South-Eastern Asia"
232,"r2","Southern Europe"
237,"r2","South-Eastern Asia"
244,"r2","Caribbean"
245,"r2","Caribbean"
247,"r2","South-Eastern Asia"
248,"r2","Caribbean"
249,"r2","Caribbean"
250,"r2","Caribbean"
1,"r1","Oceania"
2,"r1","Oceania"
3,"r1","Oceania"
4,"r1","Oceania"
5,"r1","Oceania"
6,"r1","Oceania"
7,"r1","Oceania"
8,"r1","Oceania"
9,"r1","Oceania"
10,"r1","Oceania"
11,"r1","Oceania"
12,"r1","Oceania"
13,"r1","Oceania"
14,"r1","Asia"
15,"r1","Asia"
16,"r1","Oceania"
17,"r1","Oceania"
18,"r1","Oceania"
19,"r1","Oceania"
20,"r1","Asia"
21,"r1","Asia"
24,"r1","Asia"
25,"r1","Asia"
26,"r1","Asia"
28,"r1","Africa"
29,"r1","Africa"
30,"r1","Africa"
31,"r1","Africa"
32,"r1","Africa"
33,"r1","Africa"
34,"r1","Africa"
35,"r1","Africa"
36,"r1","Africa"
37,"r1","Africa"
38,"r1","Asia"
39,"r1","Asia"
40,"r1","Asia"
41,"r1","Africa"
42,"r1","Africa"
43,"r1","Africa"
44,"r1","Africa"
45,"r1","Africa"
46,"r1","Africa"
47,"r1","Asia"
48,"r1","Asia"
49,"r1","Africa"
50,"r1","Asia"
51,"r1","Asia"
52,"r1","Asia"
53,"r1","Asia"
54,"r1","Asia"
55,"r1","Europe"
56,"r1","Africa"
57,"r1","Europe"
58,"r1","Europe"
59,"r1","Europe"
60,"r1","Europe"
61,"r1","Africa"
62,"r1","Africa"
63,"r1","Africa"
64,"r1","Africa"
65,"r1","Africa"
66,"r1","Africa"
67,"r1","Africa"
68,"r1","Europe"
69,"r1","Europe"
70,"r1","Europe"
71,"r1","Europe"
72,"r1","Europe"
73,"r1","Europe"
74,"r1","Asia"
75,"r1","Europe"
76,"r1","Asia"
77,"r1","Asia"
78,"r1","Asia"
79,"r1","Asia"
80,"r1","Europe"
81,"r1","Asia"
82,"r1","Europe"
84,"r1","Africa"
85,"r1","Europe"
86,"r1","Europe"
88,"r1","Europe"
89,"r1","Southern Islands"
90,"r1","Southern Islands"
91,"r1","Southern Islands"
92,"r1","Southern Islands"
93,"r1","Southern Islands"
94,"r1","Southern Islands"
95,"r1","Europe"
96,"r1","Africa"
97,"r1","Africa"
98,"r1","Africa"
99,"r1","Africa"
100,"r1","Africa"
101,"r1","Africa"
102,"r1","Africa"
103,"r1","Africa"
104,"r1","Africa"
105,"r1","Southern Islands"
106,"r1","Africa"
107,"r1","Latin America and the Caribbean"
108,"r1","Latin America and the Caribbean"
110,"r1","Latin America and the Caribbean"
111,"r1","Latin America and the Caribbean"
112,"r1","Latin America and the Caribbean"
113,"r1","Latin America and the Caribbean"
114,"r1","Latin America and the Caribbean"
115,"r1","Latin America and the Caribbean"
116,"r1","Latin America and the Caribbean"
117,"r1","Latin America and the Caribbean"
118,"r1","Latin America and the Caribbean"
119,"r1","Latin America and the Caribbean"
120,"r1","Latin America and the Caribbean"
121,"r1","Latin America and the Caribbean"
122,"r1","Latin America and the Caribbean"
123,"r1","Latin America and the Caribbean"
124,"r1","Latin America and the Caribbean"
125,"r1","Latin America and the Caribbean"
126,"r1","Latin America and the Caribbean"
127,"r1","Latin America and the Caribbean"
129,"r1","Latin America and the Caribbean"
130,"r1","Latin America and the Caribbean"
131,"r1","Latin America and the Caribbean"
132,"r1","Latin America and the Caribbean"
133,"r1","Latin America and the Caribbean"
134,"r1","Latin America and the Caribbean"
135,"r1","Latin America and the Caribbean"
136,"r1","Latin America and the Caribbean"
137,"r1","Latin America and the Caribbean"
138,"r1","Latin America and the Caribbean"
139,"r1","Latin America and the Caribbean"
140,"r1","Latin America and the Caribbean"
141,"r1","Europe"
143,"r1","Europe"
144,"r1","Europe"
145,"r1","Europe"
146,"r1","Oceania"
147,"r1","Oceania"
148,"r1","Oceania"
149,"r1","Oceania"
150,"r1","Oceania"
151,"r1","Oceania"
152,"r1","Oceania"
153,"r1","Oceania"
154,"r1","Oceania"
155,"r1","Oceania"
156,"r1","Oceania"
157,"r1","Oceania"
158,"r1","Oceania"
159,"r1","Oceania"
161,"r1","Oceania"
162,"r1","Oceania"
163,"r1","Americas"
164,"r1","Latin America and the Caribbean"
166,"r1","Latin America and the Caribbean"
167,"r1","Latin America and the Caribbean"
168,"r1","Latin America and the Caribbean"
169,"r1","Latin America and the Caribbean"
171,"r1","Latin America and the Caribbean"
172,"r1","Latin America and the Caribbean"
173,"r1","Latin America and the Caribbean"
174,"r1","Europe"
175,"r1","Europe"
176,"r1","Europe"
177,"r1","Europe"
178,"r1","Europe"
179,"r1","Europe"
180,"r1","Europe"
181,"r1","Europe"
182,"r1","Europe"
183,"r1","Europe"
184,"r1","Europe"
185,"r1","Europe"
186,"r1","Europe"
187,"r1","Europe"
188,"r1","Europe"
189,"r1","Europe"
190,"r1","Asia"
191,"r1","Asia"
192,"r1","Asia"
193,"r1","Africa"
194,"r1","Africa"
195,"r1","Africa"
196,"r1","Africa"
197,"r1","Africa"
198,"r1","Africa"
199,"r1","Africa"
200,"r1","Africa"
202,"r1","Africa"
203,"r1","Asia"
204,"r1","Asia"
205,"r1","Asia"
206,"r1","Asia"
207,"r1","Asia"
208,"r1","Asia"
209,"r1","Asia"
210,"r1","Asia"
212,"r1","Oceania"
214,"r1","Africa"
215,"r1","Asia"
216,"r1","Asia"
218,"r1","Americas"
219,"r1","Americas"
220,"r1","Latin America and the Caribbean"
221,"r1","Latin America and the Caribbean"
222,"r1","Europe"
223,"r1","Europe"
224,"r1","Latin America and the Caribbean"
227,"r1","Europe"
228,"r1","Europe"
231,"r1","Asia"
232,"r1","Europe"
237,"r1","Asia"
244,"r1","Latin America and the Caribbean"
245,"r1","Latin America and the Caribbean"
247,"r1","Asia"
248,"r1","Latin America and the Caribbean"
249,"r1","Latin America and the Caribbean"
250,"r1","Latin America and the Caribbean"
1,"r0","World"
2,"r0","World"
3,"r0","World"
4,"r0","World"
5,"r0","World"
6,"r0","World"
7,"r0","World"
8,"r0","World"
9,"r0","World"
10,"r0","World"
11,"r0","World"
12,"r0","World"
13,"r0","World"
14,"r0","World"
15,"r0","World"
16,"r0","World"
17,"r0","World"
18,"r0","World"
19,"r0","World"
20,"r0","World"
21,"r0","World"
24,"r0","World"
25,"r0","World"
26,"r0","World"
28,"r0","World"
29,"r0","World"
30,"r0","World"
31,"r0","World"
32,"r0","World"
33,"r0","World"
34,"r0","World"
35,"r0","World"
36,"r0","World"
37,"r0","World"
38,"r0","World"
39,"r0","World"
40,"r0","World"
41,"r0","World"
42,"r0","World"
43,"r0","World"
44,"r0","World"
45,"r0","World"
46,"r0","World"
47,"r0","World"
48,"r0","World"
49,"r0","World"
50,"r0","World"
51,"r0","World"
52,"r0","World"
53,"r0","World"
54,"r0","World"
55,"r0","World"
56,"r0","World"
57,"r0","World"
58,"r0","World"
59,"r0","World"
60,"r0","World"
61,"r0","World"
62,"r0","World"
63,"r0","World"
64,"r0","World"
65,"r0","World"
66,"r0","World"
67,"r0","World"
68,"r0","World"
69,"r0","World"
70,"r0","World"
71,"r0","World"
72,"r0","World"
73,"r0","World"
74,"r0","World"
75,"r0","World"
76,"r0","World"
77,"r0","World"
78,"r0","World"
79,"r0","World"
80,"r0","World"
81,"r0","World"
82,"r0","World"
84,"r0","World"
85,"r0","World"
86,"r0","World"
88,"r0","World"
89,"r0","World"
90,"r0","World"
91,"r0","World"
92,"r0","World"
93,"r0","World"
94,"r0","World"
95,"r0","World"
96,"r0","World"
97,"r0","World"
98,"r0","World"
99,"r0","World"
100,"r0","World"
101,"r0","World"
102,"r0","World"
103,"r0","World"
104,"r0","World"
105,"r0","World"
106,"r0","World"
107,"r0","World"
108,"r0","World"
110,"r0","World"
111,"r0","World"
112,"r0","World"
113,"r0","World"
114,"r0","World"
115,"r0","World"
116,"r0","World"
117,"r0","World"
118,"r0","World"
119,"r0","World"
120,"r0","World"
121,"r0","World"
122,"r0","World"
123,"r0","World"
124,"r0","World"
125,"r0","World"
126,"r0","World"
127,"r0","World"
129,"r0","World"
130,"r0","World"
131,"r0","World"
132,"r0","World"
133,"r0","World"
134,"r0","World"
135,"r0","World"
136,"r0","World"
137,"r0","World"
138,"r0","World"
139,"r0","World"
140,"r0","World"
141,"r0","World"
143,"r0","World"
144,"r0","World"
145,"r0","World"
146,"r0","World"
147,"r0","World"
148,"r0","World"
149,"r0","World"
150,"r0","World"
151,"r0","World"
152,"r0","World"
153,"r0","World"
154,"r0","World"
155,"r0","World"
156,"r0","World"
157,"r0","World"
158,"r0","World"
159,"r0","World"
161,"r0","World"
162,"r0","World"
163,"r0","World"
164,"r0","World"
166,"r0","World"
167,"r0","World"
168,"r0","World"
169,"r0","World"
171,"r0","World"
172,"r0","World"
173,"r0","World"
174,"r0","World"
175,"r0","World"
176,"r0","World"
177,"r0","World"
178,"r0","World"
179,"r0","World"
180,"r0","World"
181,"r0","World"
182,"r0","World"
183,"r0","World"
184,"r0","World"
185,"r0","World"
186,"r0","World"
187,"r0","World"
188,"r0","World"
189,"r0","World"
190,"r0","World"
191,"r0","World"
192,"r0","World"
193,"r0","World"
194,"r0","World"
195,"r0","World"
196,"r0","World"
197,"r0","World"
198,"r0","World"
199,"r0","World"
200,"r0","World"
202,"r0","World"
203,"r0","World"
204,"r0","World"
205,"r0","World"
206,"r0","World"
207,"r0","World"
208,"r0","World"
209,"r0","World"
210,"r0","World"
212,"r0","World"
214,"r0","World"
215,"r0","World"
216,"r0","World"
218,"r0","World"
219,"r0","World"
220,"r0","World"
221,"r0","World"
222,"r0","World"
223,"r0","World"
224,"r0","World"
227,"r0","World"
228,"r0","World"
231,"r0","World"
232,"r0","World"
237,"r0","World"
244,"r0","World"
245,"r0","World"
247,"r0","World"
248,"r0","World"
249,"r0","World"
250,"r0","World"
