"cntry_key","sector","value"
"ABW","cf",10323696146
"ABW","og",10314044641.4
"ABW","tour",10308744494
"AGO","cf",61796534508
"AGO","og",65161070140
"AGO","tour",NA
"AIA","tour",NA
"Alaska","aqf",100862165261.435
"Alaska","tour",NA
"ALB","aqf",12118583126
"ALB","cf",10704660840
"ALB","mar",11858216877
"ALB","og",12118583126
"ALB","tour",NA
"ANT","aqf",70433751925
"ANT","cf",65773031636.2238
"ANT","mmw",70433751925
"ANT","og",69058940974.0752
"ANT","tour",72374494804.5835
"ARE","aqf",2.70335e+11
"ARE","cf",2.5815e+11
"ARE","mar",3.60245e+11
"ARE","og",2.70335e+11
"ARE","tour",NA
"ARG","aqf",3.07155e+11
"ARG","cf",2.60769e+11
"ARG","mar",4.46044e+11
"ARG","mmw",2.14066e+11
"ARG","og",3.07155e+11
"ARG","tour",NA
"ASM","mmw",788809473.563282
"ASM","og",293848590.407653
"ATA","mmw",NA
"ATA","og",NA
"ATG","aqf",1354616665
"ATG","cf",1295824296
"ATG","mmw",1354616665
"ATG","og",1214286802
"ATG","tour",NA
"AUS","aqf",9.21972e+11
"AUS","cf",8.50326e+11
"AUS","mar",8.50326e+11
"AUS","mmw",1.05282e+12
"AUS","og",9.21972e+11
"AUS","tour",NA
"Azores","mmw",466302747698.9
"BEL","aqf",4.73405e+11
"BEL","cf",4.59619e+11
"BEL","og",4.73405e+11
"BEL","tour",NA
"BEN","cf",5506275948
"BEN","mmw",6633561835
"BEN","og",6585134688
"BEN","tour",NA
"BGD","aqf",68415421373
"BGD","cf",68415421373
"BGD","mar",1.11879e+11
"BGD","mmw",79554350678
"BGD","og",89359767442
"BGD","tour",NA
"BGR","aqf",48568714012
"BGR","cf",42113656147
"BGR","mar",53514380731
"BGR","og",48568714012
"BGR","tour",NA
"BHR","cf",18473097689
"BHR","mar",18473097689
"BHR","mmw",21902892584
"BHR","og",19318822541
"BHR","tour",NA
"BHS","cf",8318996000
"BHS","mar",7717078000
"BHS","mmw",8246650000
"BHS","og",7717078000
"BHS","tour",NA
"BIH","cf",15280615815
"BIH","mar",18088238053
"BIH","og",17082889410
"BIH","tour",NA
"BLZ","aqf",1.349e+09
"BLZ","cf",1276751656
"BLZ","mar",1276751656
"BLZ","mmw",1213104430
"BLZ","og",1.349e+09
"BLZ","tour",NA
"BMU","cf",5895048000
"BMU","mmw",6109928000
"BMU","og",5806378000
"BMU","tour",NA
"BRA","aqf",1.62166e+12
"BRA","cf",1.36598e+12
"BRA","mar",1.36598e+12
"BRA","mmw",1.08892e+12
"BRA","og",1.62166e+12
"BRA","tour",NA
"BRB","aqf",3595210913
"BRB","cf",3409200000
"BRB","og",3595210913
"BRB","tour",NA
"BRN","aqf",116166394894
"BRN","cf",132427825400
"BRN","mar",132427825400
"BRN","og",168253739418
"BRN","tour",186769445450
"CAN","aqf",1.33758e+12
"CAN","cf",1.42407e+12
"CAN","mar",1.42407e+12
"CAN","mmw",1.50268e+12
"CAN","og",1.33758e+12
"CAN","tour",NA
"CAN","wte",1.27861e+12
"Canary Islands","mmw",466302747698.9
"CHL","aqf",154252504978.664
"CHL","cf",172689441433.643
"CHL","mar",172689441433.643
"CHL","mmw",154252504978.664
"CHL","og",172412727552.085
"CHL","tour",NA
"CHN","aqf",5226618049798
"CHN","cf",3723718715594
"CHN","mar",6187615518238
"CHN","mmw",4761837302459
"CHN","og",5226618049798
"CHN","tour",NA
"CIV","aqf",23041633639
"CIV","cf",19795705245
"CIV","mar",19795705245
"CIV","og",23041633639
"CIV","tour",NA
"CMR","aqf",23735537026
"CMR","cf",20431779034
"CMR","og",22188223918
"CMR","tour",NA
"COD","aqf",11204008249
"COD","cf",10013852849
"COD","og",11204008249
"COD","tour",NA
"COG","aqf",9593536719
"COG","og",9593536719
"COG","tour",NA
"COK","aqf",293848590.407653
"COK","mar",1044913078.17
"COK","mmw",788809473.563282
"COK","og",293848590.407653
"COL","aqf",2.3436e+11
"COL","cf",2.0752e+11
"COL","mar",2.0752e+11
"COL","mmw",1.62774e+11
"COL","og",2.3436e+11
"COL","tour",NA
"COM","og",535336461.8
"COM","tour",NA
"CPV","cf",1331208452
"CPV","og",1600829246
"CPV","tour",NA
"CRI","aqf",29397499977
"CRI","cf",26321999643
"CRI","mar",40869768515
"CRI","mmw",22526464348
"CRI","og",29397499977
"CRI","tour",NA
"CUB","aqf",62076880000.001
"CUB","cf",58603500000
"CUB","mar",73977446428.5703
"CUB","og",62076880000.001
"CUB","tour",NA
"CYM","cf",10323696146
"CYM","og",10314044641.4
"CYM","tour",NA
"CYP","aqf",13319544758
"CYP","cf",21841815681
"CYP","mar",21841815681
"CYP","mmw",25321517504
"CYP","og",23542650736
"CYP","tour",NA
"DEU","aqf",3.62369e+12
"DEU","cf",3.32381e+12
"DEU","mar",3.28447e+12
"DEU","mmw",3.62369e+12
"DEU","og",3.29864e+12
"DEU","tour",NA
"DJI","aqf",1049054417
"DJI","cf",847918929.1
"DJI","og",1049054417
"DMA","cf",418759930
"DMA","mmw",462166696.3
"DMA","og",481257770.4
"DMA","tour",NA
"DNK","aqf",3.10545e+11
"DNK","cf",3.11418e+11
"DNK","mar",3.11418e+11
"DNK","mmw",3.43881e+11
"DNK","og",3.10545e+11
"DNK","tour",NA
"DOM","aqf",46788255295
"DOM","cf",41314666869
"DOM","mar",41314666869
"DOM","mmw",45805370532
"DOM","og",46788255295
"DOM","tour",NA
"DZA","aqf",1.35804e+11
"DZA","cf",1.35804e+11
"DZA","mar",1.35804e+11
"DZA","og",1.3812e+11
"DZA","tour",NA
"Easter Island","aqf",159495021.336106
"Easter Island","tour",NA
"ECU","aqf",53979330701.2009
"ECU","cf",45311174221.6027
"ECU","mar",45311174221.6027
"ECU","mmw",41528680484.0427
"ECU","og",51801912898.6229
"ECU","tour",NA
"EGY","aqf",1.88984e+11
"EGY","cf",1.30478e+11
"EGY","mar",1.30478e+11
"EGY","mmw",1.62818e+11
"EGY","og",1.88984e+11
"EGY","tour",NA
"ERI","aqf",1856715447
"ERI","cf",1317983740
"ERI","mmw",1380162602
"ERI","og",1856715447
"ESP","aqf",1.45596e+12
"ESP","cf",1.44143e+12
"ESP","mar",1.44143e+12
"ESP","mmw",1.59342e+12
"ESP","og",1.45596e+12
"ESP","tour",NA
"EST","aqf",19117640930
"EST","cf",21993654861
"EST","og",19117640930
"EST","tour",NA
"FIN","aqf",2.39383e+11
"FIN","cf",2.46127e+11
"FIN","mar",2.63011e+11
"FIN","og",2.39383e+11
"FIN","tour",NA
"FJI","aqf",2878524079
"FJI","cf",3379863774
"FJI","mar",3379863774
"FJI","mmw",3589854454
"FJI","og",2878524079
"FJI","tour",NA
"FLK","mar",384476128113.833
"FLK","mmw",382848450631.333
"FLK","og",319570546063.667
"FRA","aqf",2.61969e+12
"FRA","cf",2.58239e+12
"FRA","mar",2.58239e+12
"FRA","mmw",2.83179e+12
"FRA","og",2.61969e+12
"FRA","tour",NA
"FRA","wte",2.83179e+12
"FSM","aqf",277510922.8
"FSM","cf",255890836.4
"FSM","mmw",261339642.4
"GAB","aqf",10946387019
"GAB","cf",11570860872
"GAB","mmw",14534823245
"GAB","og",10946387019
"GAB","tour",NA
"GBR","aqf",2.18386e+12
"GBR","cf",2.82553e+12
"GBR","mar",2.82553e+12
"GBR","mmw",2.64894e+12
"GBR","og",2.18386e+12
"GBR","tour",NA
"GEO","cf",10172260738
"GEO","mmw",12799337250
"GEO","og",10766836277
"GEO","tour",NA
"GHA","aqf",28528046011
"GHA","cf",24757642258
"GHA","og",25978537279
"GHA","tour",NA
"GIB","mmw",466302747698.9
"GIB","og",427491102775.6
"GIN","aqf",4164652171
"GIN","cf",4209332040
"GIN","og",4164652171
"GIN","tour",NA
"GLP","aqf",8440213840.09183
"GLP","cf",7861856229.67417
"GLP","mar",9303674722.91377
"GLP","og",8267721855.10303
"GLP","tour",NA
"GMB","aqf",900629373
"GMB","cf",798869805.1
"GMB","mmw",965771303
"GMB","og",900629373
"GMB","tour",NA
"GNB","aqf",832530156.8
"GNB","cf",690721769.2
"GNB","og",832530156.8
"GNQ","aqf",18425039290
"GNQ","cf",12575148296
"GNQ","og",12222195530
"GRC","aqf",3.21016e+11
"GRC","cf",3.05432e+11
"GRC","mar",3.05432e+11
"GRC","mmw",3.41594e+11
"GRC","og",3.21016e+11
"GRC","tour",NA
"GRD","cf",763824454.9
