"cntry_key","sector","value"
"AIA","ph",9729.49496972935
"AIA","tour",23712.5125895878
"AIA","tran",22450.8442674947
"ARG","sb",5370.53799968839
"AUS","ph",19013.6969150642
"AUS","sb",17960.9152421652
"AUS","tour",56584.2166911502
"AUS","tran",55357.1575632122
"BEL","cf",16661.3498263888
"BHR","cf",25898.5529625179
"BHR","sb",12063.5043847934
"BHR","tour",15347.1575353899
"BHR","tran",6385.23443064458
"BHS","ph",6975.80573361823
"BHS","tour",49592.2169916312
"BMU","tour",71594.6180555557
"BRA","cf",2604.53531205485
"BRA","ph",1044.00460876291
"BRA","tour",3591.41553569044
"BRA","tran",4157.65780804843
"CAN","cf",18890.2396612358
"CAN","ph",15095.1508524751
"CAN","sb",18812.6933649395
"CAN","tour",50923.739093661
"CHN","cf",2358.33479400374
"CHN","ph",1635.48274461361
"CHN","tour",60528.2778835026
"CHN","tran",1961.45482076878
"CIV","cf",1764.80128622463
"CIV","ph",1114.22877298122
"CIV","tour",6798.21881677349
"CIV","tran",7173.02406071937
"CRI","cf",4916.63988770922
"CRI","ph",3383.06846509972
"CRI","sb",2767.20617571447
"CRI","tour",13031.176097033
"CRI","tran",5182.2494115585
"CYP","tour",57392.7061075499
"CYP","tran",32392.1260127315
"DEU","cf",21386.1553485577
"DEU","ph",27080.7764645654
"DEU","sb",23282.8010928597
"DEU","tour",73963.1758035078
"DEU","tran",81183.1263354701
"DNK","sb",58413.9512108262
"DNK","tour",169770.396523327
"DNK","tran",170878.277466168
"EGY","ph",990.753260772792
"EGY","tour",2073.04199740418
"EGY","tran",3288.84557305577
"ERI","ph",950.154535451168
"ERI","tour",2297.5337362697
"ERI","tran",5741.35865648927
"FIN","sb",21142.7631432514
"FIN","tour",74668.6976940883
"FIN","tran",65543.3248753561
"GBR","cf",42291.8558582621
"GBR","ph",28471.1204594017
"GBR","sb",30289.6690259972
"GBR","tour",79305.2703770478
"GBR","tran",90884.9269943019
"GHA","cf",509.262171905605
"GHA","ph",200.002056241375
"GHA","sb",509.262171905605
"GHA","tour",632.428834920595
"GHA","tran",2107.71392213653
"GUY","cf",2474.53616759036
"GUY","sb",2251.82862023682
"GUY","tour",4515.08272611178
"GUY","tran",3989.23998884327
"IDN","cf",1876.31703781606
"IDN","ph",777.128996672454
"IDN","sb",1755.25250122418
"IDN","tour",2845.20475816862
"IDN","tran",3309.51049456909
"IND","cf",307.699285001836
"IND","tour",2162.83897117332
"ISL","sb",20764.7917223112
"ITA","ph",13284.2436787749
"ITA","sb",11871.4707420763
"ITA","tour",46358.9096721421
"ITA","tran",55500.7762419872
"JOR","ph",3758.53448851497
"JOR","sb",2445.20990529292
"JOR","tour",5774.87678201789
"JOR","tran",24055.893596421
"JPN","ph",51440.9833511396
"JPN","tour",47312.4499198718
"KHM","tour",2193.27738617899
"KNA","tour",16247.2991508636
"KOR","cf",16207.1216724537
"KOR","ph",8012.90606637287
"KOR","sb",9002.78222934473
"KOR","tour",34045.0074285523
"KOR","tran",32077.3911870104
"LKA","tour",1007.32995709802
"LTU","cf",808.222322382479
"LTU","ph",2500.31039246127
"LTU","sb",2334.29042022792
"LTU","tour",8495.7264957265
"LTU","tran",8313.38979172232
"LVA","cf",1584.61228938524
"LVA","ph",2831.93804531694
"LVA","sb",2717.64388994614
"LVA","tour",7580.70499604923
"LVA","tran",6751.04924824163
"MDG","ph",354.532899340334
"MDG","sb",454.840853003694
"MDG","tour",1573.86558076255
"MEX","cf",6311.20974114138
"MEX","ph",1630.16590433583
"MEX","tour",8742.6027477297
"MEX","tran",23848.6355947293
"MMR","cf",3716.60907451922
"MMR","ph",7460.14386907942
"MMR","sb",1858.30453725961
"MMR","tour",7545.62230123753
"MMR","tran",34177.8609664351
"MUS","cf",2300.89393028845
"MUS","ph",7643.58598758012
"MUS","tour",12351.9574026776
"MYS","tour",6054.32285406651
"NIC","ph",952.125657997237
"NIC","tour",3868.19431924412
"NOR","tour",26743.4506321225
"NOR","tran",79823.2060185185
"PAK","cf",2456.28682976095
"PAK","ph",657.827828344797
"PAK","sb",456.121330587273
"PAK","tour",1844.481117705
"PAK","tran",4726.09412907875
"PER","cf",4384.69224370104
"PER","ph",3367.20697560541
"PER","sb",2733.01675041178
"PER","tour",5244.31712267406
"PER","tran",5595.92865946626
"PHL","ph",1852.9941308872
"PHL","sb",1708.02554921207
"PHL","tour",9280.65947182159
"PHL","tran",9054.14426972045
"POL","cf",2296.50461571848
"POL","ph",5806.52203247418
"POL","sb",4427.27356826478
"POL","tour",15927.7131605012
"POL","tran",22274.89191039
"PRI","tour",53478.9802573005
"PRT","cf",14525.4149695067
"PRT","ph",11694.5418224716
"PRT","tour",22210.9023743545
"PRT","tran",27199.8085826211
"ROU","cf",1157.58833925949
"ROU","ph",3189.92784288195
"ROU","sb",2547.97728448851
"ROU","tour",5290.28572452034
"ROU","tran",5293.93505302929
"RUS","tour",8381.73960280894
"RUS","tran",4672.32867727253
"SGP","ph",6719.37391493055
"SGP","sb",8536.66839164887
"SGP","tour",29126.5594395478
"SGP","tran",7043.88827679842
"SHN","cf",38607.9602363782
"SHN","tour",4697.91640583266
"SHN","tran",67541.0726607016
"SLV","ph",1310.74545661948
"SLV","tour",12207.9026094529
"THA","ph",1934.76246021412
"THA","sb",2559.57674640536
"THA","tour",12139.2761404358
"THA","tran",15819.3601081174
"Trindade","cf",0
"Trindade","ph",0
"Trindade","tour",0
"Trindade","tran",0
"TTO","cf",5846.3200843572
"TTO","ph",6917.60845129985
"TTO","sb",3151.24650830217
"TTO","tour",7643.30341741231
"TTO","tran",10366.4627292557
"TWN","tour",22931.6813151042
"USA","ph",53255.8871972935
"USA","sb",33565.349002849
"USA","tour",68875.4298544337
"USA","tran",105286.327568555
"VCT","ph",10509.6084290421
"VCT","tour",16563.5548127003
"VEN","ph",1562.14022296786
"VEN","tour",8130.09756582753
"VEN","tran",4010.23269175124
"VIR","tour",53478.9802573005
"WSM","tour",20016.7841463008
