"species_code","species"
889,"Amberjacks nei"
890,"Aquatic invertebrates nei"
891,"Blood cockle"
892,"Cobia"
893,"Cupped oysters nei"
65,"Fleshy prawn"
67,"Giant tiger prawn"
894,"Groupers nei"
68,"Indo-Pacific swamp crab"
895,"Japanese carpet shell"
896,"Japanese sea cucumber"
897,"Japanese seabass"
898,"Jellyfishes nei"
69,"Kuruma prawn"
899,"Large yellow croaker"
70,"Lefteye flounders nei"
71,"Marine crabs nei"
900,"Marine fishes nei"
901,"Marine molluscs nei"
902,"Pearl oyster shells nei"
903,"Pen shells nei"
72,"Penaeus shrimps nei"
904,"Pompano"
905,"Porgies, seabreams nei"
906,"Red drum"
73,"Righteye flounders nei"
907,"Scallops nei"
908,"Sea mussels nei"
909,"Sea snails"
910,"Sea urchins nei"
911,"Swimming crabs, etc. nei"
912,"Tiger pufferfish"
74,"Turbot"
66,"Whiteleg shrimp"
913,"Areolate grouper"
914,"Barramundi(=Giant seaperch)"
915,"Goldlined seabream"
916,"Greasy grouper"
917,"Hong Kong grouper"
918,"Mangrove red snapper"
919,"Marine fishes nei"
920,"Pacific cupped oyster"
921,"Russell's snapper"
922,"Snubnose pompano"
427,"Cobia"
428,"Cupped oysters nei"
426,"Marine fishes nei"
429,"Tarpon"
430,"Whiteleg shrimp"
1033,"Whiteleg shrimp"
819,"Blacklip pearl oyster"
801,"Giant tiger prawn"
817,"Giant tiger prawn"
802,"Milkfish"
818,"Milkfish"
822,"Natantian decapods nei"
820,"Pacific cupped oyster"
821,"Spotted rose snapper"
22,"Whiteleg shrimp"
674,"Atlantic bluefin tuna"
675,"Common dentex"
676,"European flat oyster"
677,"European seabass"
678,"Gilthead seabream"
679,"Marine fishes nei"
680,"Marine molluscs nei"
681,"Meagre"
682,"Mediterranean mussel"
683,"Sharpsnout seabream"
23,"Largemouth black bass"
432,"Mangrove cupped oyster"
431,"Southern white shrimp"
433,"Tropical spiny lobsters nei"
24,"Whiteleg shrimp"
594,"Atlantic bluefin tuna"
595,"European seabass"
596,"Gilthead seabream"
75,"Indian white prawn"
597,"Japanese seabream"
598,"Marbled spinefoot"
599,"Meagre"
600,"Red porgy"
601,"Sharpsnout seabream"
602,"Shi drum"
182,"Atlantic cod"
183,"Atlantic salmon"
184,"Blue mussel"
178,"European eel"
185,"European eel"
186,"European flounder"
179,"European whitefish"
187,"Marine fishes nei"
180,"Rainbow trout"
188,"Rainbow trout"
181,"Sea trout"
189,"Turbot"
435,"American cupped oyster"
434,"Common snook"
436,"European seabass"
437,"Gilthead seabream"
25,"Gudgeons, sleepers nei"
26,"Largemouth black bass"
27,"Mullets nei"
438,"Penaeus shrimps nei"
28,"Whiteleg shrimp"
1034,"Blue shrimp"
1036,"Pacific cupped oyster"
1037,"Red drum"
1038,"Scallops nei"
1035,"Whiteleg shrimp"
3,"European seabass"
4,"Flathead grey mullet"
5,"Gilthead seabream"
6,"Groupers nei"
7,"Jacks, crevalles nei"
8,"Marine fishes nei"
9,"Meagre"
10,"Penaeus shrimps nei"
11,"White seabream"
847,"Black ark"
43,"Blue shrimp"
848,"Cupped oysters nei"
849,"Grand ark"
846,"Marine fishes nei"
44,"Whiteleg shrimp"
242,"Rainbow trout"
417,"Blue mussel"
418,"Pacific cupped oyster"
270,"Atlantic salmon"
271,"Rainbow trout"
1074,"Anadara clams nei"
803,"Blue shrimp"
1072,"Flathead grey mullet"
804,"Giant tiger prawn"
1075,"Green mussel"
1076,"Pearl oyster shells nei"
1073,"Spinefeet(=Rabbitfishes) nei"
243,"Atlantic salmon"
244,"European whitefish"
245,"Rainbow trout"
246,"Sea trout"
248,"Atlantic salmon"
249,"Blue mussel"
644,"Blue mussel"
250,"Clams, etc. nei"
645,"Clams, etc. nei"
251,"Coho(=Silver) salmon"
252,"Common edible cockle"
646,"Common edible cockle"
470,"European eel"
253,"European flat oyster"
647,"European flat oyster"
254,"European seabass"
643,"European seabass"
648,"European seabass"
255,"Finfishes nei"
256,"Gilthead seabream"
649,"Gilthead seabream"
257,"Great Atlantic scallop"
258,"Grooved carpet shell"
650,"Grooved carpet shell"
259,"Japanese carpet shell"
651,"Japanese carpet shell"
247,"Kuruma prawn"
260,"Marine fishes nei"
652,"Marine fishes nei"
261,"Marine molluscs nei"
653,"Meagre"
262,"Mediterranean mussel"
654,"Mediterranean mussel"
263,"Pacific cupped oyster"
655,"Pacific cupped oyster"
264,"Periwinkles nei"
265,"Rainbow trout"
266,"Sea trout"
267,"Senegalese sole"
268,"Tuberculate abalone"
269,"Turbot"
656,"White seabream"
838,"Barramundi(=Giant seaperch)"
840,"Barramundi(=Giant seaperch)"
841,"Blacklip pearl oyster"
839,"Blue shrimp"
842,"Blue shrimp"
843,"Marine fishes nei"
844,"Pearl oyster shells nei"
845,"Sea mussels nei"
160,"Gasar cupped oyster"
161,"Penaeus shrimps nei"
171,"Bastard halibut"
172,"Blue mussel"
173,"Clams, etc. nei"
174,"Common edible cockle"
169,"European seabass"
175,"Pacific cupped oyster"
170,"Rainbow trout"
176,"Rainbow trout"
177,"Turbot"
661,"Atlantic bluefin tuna"
662,"Common pandora"
472,"European eel"
663,"European eel"
664,"European flat oyster"
657,"European seabass"
665,"European seabass"
658,"Flathead grey mullet"
666,"Flathead grey mullet"
659,"Gilthead seabream"
667,"Gilthead seabream"
668,"Kuruma prawn"
669,"Marine fishes nei"
670,"Mediterranean mussel"
671,"Red porgy"
672,"Venus clams nei"
660,"White seabream"
673,"White seabream"
805,"Banana prawn"
806,"Milkfish"
807,"Mullets nei"
808,"Whiteleg shrimp"
823,"Anadara clams nei"
29,"Penaeus shrimps nei"
824,"Sea mussels nei"
30,"Whiteleg shrimp"
54,"Flathead grey mullet"
55,"Lebranche mullet"
56,"Penaeus shrimps nei"
57,"Whitemouth croaker"
31,"Penaeus shrimps nei"
309,"Abalones nei"
474,"Arctic char"
310,"Atlantic cod"
311,"Atlantic halibut"
308,"Atlantic salmon"
312,"Atlantic salmon"
313,"Atlantic wolffish"
314,"Blue mussel"
315,"European seabass"
316,"Haddock"
317,"Rainbow trout"
475,"Rainbow trout"
318,"Spotted wolffish"
319,"Turbot"
87,"Giant tiger prawn"
533,"Green mussel"
534,"Indian backwater oyster"
88,"Indian white prawn"
493,"Marine fishes nei"
89,"Penaeus shrimps nei"
535,"Rooster venus"
90,"Whiteleg shrimp"
492,"Akiami paste shrimp"
76,"Banana prawn"
77,"Barramundi(=Giant seaperch)"
1079,"Barramundi(=Giant seaperch)"
78,"Blue shrimp"
79,"Giant tiger prawn"
80,"Groupers nei"
1080,"Groupers nei"
81,"Indo-Pacific swamp crab"
1081,"Marine fishes nei"
1082,"Marine molluscs nei"
82,"Metapenaeus shrimps nei"
83,"Milkfish"
1083,"Milkfish"
84,"Mullets nei"
1084,"Pearl oyster shells nei"
1085,"Penguin wing oyster"
85,"Portunus swimcrabs nei"
1086,"Sea cucumbers nei"
1087,"Tropical spiny lobsters nei"
86,"Whiteleg shrimp"
91,"Indian white prawn"
92,"Whiteleg shrimp"
473,"Abalones nei"
298,"Atlantic salmon"
299,"Blue mussel"
300,"European flat oyster"
301,"Great Atlantic scallop"
302,"Japanese carpet shell"
303,"Marine molluscs nei"
304,"Pacific cupped oyster"
305,"Rainbow trout"
306,"Stony sea urchin"
307,"Turbot"
93,"Barramundi(=Giant seaperch)"
684,"Cupped oysters nei"
94,"European seabass"
685,"European seabass"
95,"Gilthead seabream"
686,"Gilthead seabream"
96,"Marine fishes nei"
687,"Marine fishes nei"
97,"Red drum"
688,"Red drum"
689,"Striped bass, hybrid"
709,"Atlantic bluefin tuna"
690,"Common prawn"
710,"Common sole"
691,"Common two-banded seabream"
692,"Cupped oysters nei"
711,"Cupped oysters nei"
693,"European eel"
712,"European eel"
694,"European flat oyster"
695,"European seabass"
713,"European seabass"
696,"Flathead grey mullet"
714,"Flathead grey mullet"
697,"Giant tiger prawn"
698,"Gilthead seabream"
715,"Gilthead seabream"
699,"Green tiger prawn"
700,"Grooved carpet shell"
716,"Grooved carpet shell"
701,"Japanese carpet shell"
717,"Japanese carpet shell"
476,"Kuruma prawn"
718,"Kuruma prawn"
702,"Marine fishes nei"
719,"Marine fishes nei"
703,"Meagre"
720,"Meagre"
704,"Mediterranean mussel"
721,"Mediterranean mussel"
705,"Mullets nei"
706,"Pacific cupped oyster"
707,"Porgies, seabreams nei"
722,"Porgies, seabreams nei"
723,"Sharpsnout seabream"
724,"Shi drum"
708,"Turbot"
725,"Venus clams nei"
726,"White seabream"
442,"Mangrove cupped oyster"
32,"Whiteleg shrimp"
923,"Aquatic invertebrates nei"
924,"Bastard halibut"
925,"Blackhead seabream"
926,"Clams, etc. nei"
927,"Coho(=Silver) salmon"
928,"Crimson seabream"
929,"Filefishes nei"
930,"Flathead grey mullet"
931,"Gazami crab"
932,"Japanese amberjack"
933,"Japanese jack mackerel"
934,"Kuruma prawn"
935,"Marine crustaceans nei"
936,"Marine fishes nei"
937,"Octopuses, etc. nei"
938,"Pacific cupped oyster"
939,"Pearl oyster shells nei"
940,"Sea squirts nei"
941,"Spiny lobsters nei"
942,"Tiger pufferfish"
943,"White trevally"
944,"Yesso scallop"
536,"Penaeus shrimps nei"
1095,"Milkfish"
977,"Japanese sea cucumber"
978,"Marine molluscs nei"
979,"Yesso scallop"
945,"Abalones nei"
946,"Aquatic invertebrates nei"
947,"Bastard halibut"
948,"Blackhead seabream"
949,"Blood cockle"
950,"Dotted gizzard shad"
951,"Filefishes, leatherjackets nei"
952,"Flathead grey mullet"
953,"Fleshy prawn"
954,"Globose clam"
955,"Groupers nei"
956,"Horned turban"
957,"Inflated ark"
958,"Japanese amberjack"
959,"Japanese carpet shell"
960,"Japanese hard clam"
961,"Japanese jack mackerel"
962,"Japanese seabass"
963,"Korean mussel"
964,"Korean rockfish"
965,"Kuruma prawn"
966,"Mackerels nei"
967,"Marine crustaceans nei"
968,"Marine fishes nei"
969,"Marine molluscs nei"
970,"Okhotsk atka mackerel"
971,"Pacific cupped oyster"
972,"Porgies, seabreams nei"
973,"Scorpionfishes nei"
974,"Sea squirts nei"
975,"Whiteleg shrimp"
976,"Yesso scallop"
537,"Gilthead seabream"
538,"Goldsilk seabream"
539,"Marine fishes nei"
540,"Orange-spotted grouper"
541,"Sobaity seabream"
727,"European seabass"
728,"Gilthead seabream"
543,"Brine shrimp"
12,"Giant tiger prawn"
542,"Indo-Pacific swamp crab"
544,"Sea cucumbers nei"
102,"Banana prawn"
503,"Barramundi(=Giant seaperch)"
1096,"Barramundi(=Giant seaperch)"
509,"Blood cockle"
1102,"Blood cockle"
510,"Cupped oysters nei"
1103,"Cupped oysters nei"
103,"Giant tiger prawn"
504,"Greasy grouper"
1097,"Greasy grouper"
511,"Green mussel"
1104,"Green mussel"
505,"Indo-Pacific swamp crab"
1098,"Indo-Pacific swamp crab"
506,"John's snapper"
1099,"John's snapper"
507,"Mangrove red snapper"
512,"Mangrove red snapper"
1100,"Mangrove red snapper"
508,"Marine fishes nei"
1101,"Marine fishes nei"
104,"Whiteleg shrimp"
737,"Atlantic bluefin tuna"
738,"European eel"
739,"European seabass"
740,"Gilthead seabream"
741,"Marine fishes nei"
742,"Turbot"
548,"European seabass"
549,"Giant tiger prawn"
550,"Hooded oyster"
551,"Indo-Pacific swamp crab"
552,"Marine fishes nei"
553,"Red drum"
554,"Cobia"
555,"Goldlined seabream"
556,"Mangrove red snapper"
557,"Marine fishes nei"
558,"Red drum"
37,"Abalones nei"
444,"American cupped oyster"
38,"Bastard halibuts nei"
33,"Brine shrimps nei"
34,"Callinectes swimcrabs nei"
445,"Clams, etc. nei"
827,"Clams, etc. nei"
447,"Common snook"
825,"Cortez oyster"
448,"Crevalle jack"
828,"Flathead grey mullet"
35,"Largemouth black bass"
449,"Marine fishes nei"
450,"Mojarras(=Silver-biddies) nei"
829,"Pacific bluefin tuna"
830,"Pacific calico scallop"
451,"Pacific cupped oyster"
831,"Pacific cupped oyster"
39,"Red abalone"
452,"Red drum"
832,"Sea mussels nei"
833,"Snappers nei"
36,"Whiteleg shrimp"
446,"Whiteleg shrimp"
453,"Whiteleg shrimp"
826,"Whiteleg shrimp"
834,"Whiteleg shrimp"
835,"Yellowfin tuna"
1078,"Clams, etc. nei"
1077,"Milkfish"
729,"Clams, etc. nei"
730,"European eel"
731,"European flat oyster"
732,"European seabass"
733,"Gilthead seabream"
734,"Marine fishes nei"
735,"Mediterranean mussel"
162,"Pacific cupped oyster"
736,"Penaeus shrimps nei"
163,"Yesso scallop"
545,"Giant tiger prawn"
546,"Indian white prawn"
547,"Japanese meagre"
498,"Aquatic invertebrates nei"
499,"Barramundi(=Giant seaperch)"
101,"Giant tiger prawn"
500,"Groupers nei"
501,"Indo-Pacific swamp crab"
502,"Orange mud crab"
389,"Blue mussel"
390,"European flat oyster"
391,"Mediterranean mussel"
392,"Pacific cupped oyster"
393,"Perlemoen abalone"
810,"Milkfish"
321,"Aquatic invertebrates nei"
322,"Blue mussel"
323,"Cupped oysters nei"
324,"European flat oyster"
325,"Rainbow trout"
326,"Soles nei"
320,"Turbot"
1105,"Blue shrimp"
1106,"Pacific cupped oyster"
1057,"Abalones nei"
1058,"Chinook(=Spring=King) salmon"
1059,"New Zealand mussel"
1060,"Pacific cupped oyster"
836,"Blue shrimp"
40,"Whiteleg shrimp"
164,"Mullets nei"
165,"Snappers nei"
809,"Whiteleg shrimp"
327,"Arctic char"
328,"Atlantic cod"
329,"Atlantic halibut"
330,"Atlantic salmon"
331,"Blue mussel"
332,"Chars nei"
333,"European flat oyster"
334,"Finfishes nei"
335,"Great Atlantic scallop"
336,"Marine crustaceans nei"
337,"Marine molluscs nei"
338,"Pacific cupped oyster"
339,"Rainbow trout"
340,"Scallops nei"
560,"European seabass"
561,"Gilthead seabream"
105,"Green tiger prawn"
106,"Indian white prawn"
559,"Mullets nei"
562,"Porgies, seabreams nei"
563,"Yellowfin seabream"
564,"Yellowfin tuna"
565,"Penaeus shrimps nei"
1122,"Bear paw clam"
1123,"Crocus giant clam"
1124,"Elongate giant clam"
1125,"Fluted giant clam"
1126,"Giant clam"
1127,"Milkfish"
1128,"Smooth giant clam"
837,"Blue shrimp"
454,"Cobia"
41,"Whiteleg shrimp"
811,"Barramundi(=Giant seaperch)"
812,"Giant tiger prawn"
813,"Indo-Pacific swamp crab"
1129,"Mangrove cupped oyster"
814,"Milkfish"
1130,"Pearl oyster shells nei"
1039,"Brine shrimp"
1040,"False abalone"
1041,"Flatfishes nei"
1042,"Marine fishes nei"
1043,"Pacific cupped oyster"
1044,"Peruvian calico scallop"
58,"Whiteleg shrimp"
107,"Banana prawn"
1108,"Banana prawn"
108,"Barramundi(=Giant seaperch)"
1109,"Flathead lobster"
109,"Giant tiger prawn"
1110,"Giant tiger prawn"
1111,"Green mussel"
110,"Groupers, seabasses nei"
1112,"Groupers, seabasses nei"
111,"Indo-Pacific swamp crab"
1113,"Indo-Pacific swamp crab"
1114,"Jacks, crevalles nei"
112,"Marine fishes nei"
1115,"Marine fishes nei"
113,"Metapenaeus shrimps nei"
114,"Milkfish"
1116,"Milkfish"
1117,"Penaeus shrimps nei"
115,"Percoids nei"
1107,"Scats"
1118,"Slipper cupped oyster"
1119,"Snappers nei"
116,"Spinefeet(=Rabbitfishes) nei"
1120,"Spinefeet(=Rabbitfishes) nei"
1121,"Tropical spiny lobsters nei"
117,"Whiteleg shrimp"
346,"[Solea spp]"
347,"Atlantic bluefin tuna"
348,"Atlantic ditch shrimp"
477,"Atlantic salmon"
349,"Blackspot(=red) seabream"
341,"Brill"
350,"Common cuttlefish"
351,"Common edible cockle"
352,"Common sole"
478,"European eel"
342,"European flat oyster"
353,"European seabass"
479,"European seabass"
354,"Flat and cupped oysters nei"
355,"Gilthead seabream"
480,"Gilthead seabream"
356,"Golden carpet shell"
357,"Grooved carpet shell"
343,"Kuruma prawn"
358,"Marine fishes nei"
359,"Marine molluscs nei"
360,"Meagre"
344,"Mullets nei"
361,"Octopuses nei"
345,"Pacific cupped oyster"
362,"Peppery furrow"
363,"Pullet carpet shell"
364,"Sargo breams nei"
365,"Sea mussels nei"
481,"Seabasses nei"
366,"Solen razor clams nei"
482,"Turbot"
367,"White seabream"
455,"Bluegill"
456,"Mangrove cupped oyster"
42,"Penaeus shrimps nei"
566,"White-spotted spinefoot"
567,"Yellowfin seabream"
569,"Ballan wrasse"
570,"Cobia"
571,"Drums nei"
572,"Mangrove red snapper"
568,"Marine fishes nei"
573,"Pargo breams nei"
574,"Red drum"
368,"Atlantic cod"
369,"Atlantic salmon"
980,"Cupped oysters nei"
747,"Flatfishes nei"
981,"Japanese sea cucumber"
748,"Marine fishes nei"
749,"Mediterranean mussel"
750,"Mullets nei"
370,"Sea mussels nei"
751,"Sea mussels nei"
982,"Sea mussels nei"
371,"Sea trout"
752,"Sea trout"
983,"Sea urchins nei"
753,"Sturgeons nei"
984,"Yesso scallop"
443,"Whiteleg shrimp"
857,"Bear paw clam"
858,"Elongate giant clam"
859,"Fluted giant clam"
860,"Giant clam"
861,"Smooth giant clam"
576,"Barramundi(=Giant seaperch)"
575,"Bluespot mullet"
577,"Croakers, drums nei"
578,"Flathead grey mullet"
579,"Giant tiger prawn"
580,"Gilthead seabream"
581,"Goldlined seabream"
582,"Groupers nei"
119,"Indian white prawn"
118,"Sand fish"
583,"Sobaity seabream"
584,"Spinefeet(=Rabbitfishes) nei"
166,"Cupped oysters nei"
167,"Gasar cupped oyster"
168,"Pacific cupped oyster"
13,"Giant tiger prawn"
1131,"Banana prawn"
1139,"Banana prawn"
1132,"Barramundi(=Giant seaperch)"
1140,"Barramundi(=Giant seaperch)"
1141,"Brown-marbled grouper"
1142,"Cobia"
1143,"Flathead grey mullet"
1133,"Fourfinger threadfin"
1134,"Giant tiger prawn"
1144,"Giant tiger prawn"
1145,"Golden trevally"
1146,"Green mussel"
1147,"Groupers nei"
1148,"Humpback grouper"
1149,"Indo-Pacific swamp crab"
1135,"Indonesian snakehead"
1150,"John's snapper"
1151,"Kuruma prawn"
1152,"Malabar grouper"
1153,"Mangrove red snapper"
1136,"Marble goby"
1137,"Marine fishes nei"
1154,"Marine fishes nei"
1155,"Milkfish"
1156,"Mud spiny lobster"
1157,"Orange-spotted grouper"
1158,"Pacific cupped oyster"
1159,"Papuan black snapper"
120,"Penaeus shrimps nei"
1160,"Penaeus shrimps nei"
1161,"Snappers nei"
1162,"Snubnose pompano"
1163,"Spinefeet(=Rabbitfishes) nei"
1164,"Spotted coralgrouper"
1165,"Streaked spinefoot"
1138,"Whiteleg shrimp"
754,"European seabass"
755,"Gilthead seabream"
756,"Marine fishes nei"
757,"Mediterranean mussel"
758,"Sharpsnout seabream"
759,"Warty venus"
1166,"Giant tiger prawn"
394,"Carpet shells nei"
395,"European flat oyster"
396,"Giant tiger prawn"
18,"Indian white prawn"
397,"Kuruma prawn"
398,"Marine fishes nei"
399,"Mediterranean mussel"
400,"Mullets nei"
401,"Pacific cupped oyster"
19,"Perlemoen abalone"
402,"Red bait"
403,"Sea mussels nei"
404,"Smooth mactra"
405,"Turbot"
17,"Whiteleg shrimp"
618,"Atlantic bluefin tuna"
203,"Atlantic salmon"
204,"Banded carpet shell"
205,"Big-scale sand smelt"
206,"Blackspot(=red) seabream"
466,"Brown meagre"
207,"Caramote prawn"
619,"Common dentex"
190,"Common edible cockle"
208,"Common edible cockle"
611,"Common edible cockle"
620,"Common edible cockle"
191,"Common prawn"
209,"Common sole"
621,"Common sole"
192,"Cupped oysters nei"
210,"Cupped oysters nei"
211,"Donax clams"
193,"European eel"
212,"European eel"
194,"European flat oyster"
213,"European flat oyster"
622,"European flat oyster"
157,"European seabass"
214,"European seabass"
467,"European seabass"
623,"European seabass"
624,"Flathead grey mullet"
625,"Gastropods nei"
158,"Gilthead seabream"
195,"Gilthead seabream"
215,"Gilthead seabream"
626,"Gilthead seabream"
216,"Great Atlantic scallop"
627,"Greater amberjack"
196,"Grooved carpet shell"
217,"Grooved carpet shell"
612,"Grooved carpet shell"
628,"Grooved carpet shell"
218,"Groundfishes nei"
197,"Japanese carpet shell"
219,"Japanese carpet shell"
613,"Japanese carpet shell"
629,"Japanese carpet shell"
220,"Kuruma prawn"
630,"Kuruma prawn"
221,"Mackerels nei"
222,"Marine fishes nei"
223,"Marine molluscs nei"
631,"Marine molluscs nei"
198,"Meagre"
224,"Meagre"
614,"Meagre"
632,"Meagre"
225,"Mullets nei"
468,"Mullets nei"
159,"Octopuses nei"
226,"Octopuses nei"
199,"Pacific cupped oyster"
227,"Pacific cupped oyster"
615,"Pacific cupped oyster"
633,"Pacific cupped oyster"
200,"Palaemonid shrimps nei"
228,"Palaemonid shrimps nei"
229,"Palinurid spiny lobsters nei"
616,"Pod razor shell"
230,"Pollack"
201,"Pullet carpet shell"
231,"Pullet carpet shell"
232,"Queen scallop"
233,"Rainbow trout"
634,"Rainbow trout"
234,"Sea mussels nei"
617,"Sea mussels nei"
635,"Sea mussels nei"
636,"Seabasses nei"
202,"Senegalese sole"
235,"Senegalese sole"
637,"Senegalese sole"
469,"Soles nei"
638,"Soles nei"
236,"Spinous spider crab"
237,"Spotted seabass"
639,"Striped bass, hybrid"
238,"Striped venus"
239,"Turbot"
640,"Turbot"
240,"Variegated scallop"
641,"Variegated scallop"
642,"Warty venus"
241,"White seabream"
494,"Barramundi(=Giant seaperch)"
100,"Giant tiger prawn"
495,"Indian backwater oyster"
496,"Indo-Pacific swamp crab"
497,"Milkfish"
45,"Whiteleg shrimp"
372,"Atlantic salmon"
373,"Blue mussel"
374,"European flat oyster"
375,"Rainbow trout"
128,"Abalones nei"
994,"Abalones nei"
985,"Amberjacks nei"
995,"Amberjacks nei"
129,"Barramundi(=Giant seaperch)"
996,"Barramundi(=Giant seaperch)"
130,"Blackhead seabream"
997,"Blackhead seabream"
998,"Blood cockle"
131,"Blue swimming crab"
986,"Clams, etc. nei"
999,"Clams, etc. nei"
132,"Cobia"
1000,"Cobia"
1001,"Croakers, drums nei"
1002,"Daggertooth pike conger"
987,"Diphos sanguin"
1003,"Diphos sanguin"
133,"Flathead grey mullet"
1004,"Flathead grey mullet"
134,"Fourfinger threadfin"
135,"Giant tiger prawn"
136,"Greasyback shrimp"
1005,"Greater amberjack"
137,"Groupers nei"
1006,"Groupers nei"
138,"Indo-Pacific swamp crab"
988,"Japanese carpet shell"
1007,"Japanese carpet shell"
139,"Japanese eel"
989,"Japanese hard clam"
1008,"Japanese hard clam"
140,"Japanese seabream"
1009,"Japanese seabream"
990,"Japanese spiny lobster"
1010,"Japanese spiny lobster"
141,"Kuruma prawn"
1011,"Kuruma prawn"
142,"Marine crabs nei"
1012,"Marine crabs nei"
143,"Marine fishes nei"
1013,"Marine fishes nei"
991,"Marine molluscs nei"
1014,"Marine molluscs nei"
1015,"Mi-iuy (brown) croaker"
144,"Milkfish"
1016,"Milkfish"
145,"Natantian decapods nei"
992,"Pacific cupped oyster"
1017,"Pacific cupped oyster"
146,"Porgies, seabreams nei"
1018,"Porgies, seabreams nei"
147,"Redtail prawn"
148,"Snappers, jobfishes nei"
1019,"Snappers, jobfishes nei"
1020,"Trumpet emperor"
993,"Two-spot red snapper"
149,"Whiteleg shrimp"
1021,"Yellowback seabream"
14,"Giant tiger prawn"
15,"Indo-Pacific swamp crab"
16,"Milkfish"
121,"Abalones nei"
1167,"Banana prawn"
513,"Barramundi(=Giant seaperch)"
1168,"Barramundi(=Giant seaperch)"
515,"Blood cockle"
1174,"Blood cockle"
516,"Cupped oysters nei"
1175,"Cupped oysters nei"
1169,"Fourfinger threadfin"
122,"Giant tiger prawn"
517,"Green mussel"
1176,"Green mussel"
514,"Groupers nei"
1170,"Groupers nei"
1177,"Horse mussels nei"
1171,"Indo-Pacific swamp crab"
1172,"Marine fishes nei"
123,"Metapenaeus shrimps nei"
124,"Penaeus shrimps nei"
1173,"Squaretail mullet"
125,"Whiteleg shrimp"
126,"Milkfish"
127,"Penaeus shrimps nei"
851,"Bear paw clam"
852,"Elongate giant clam"
853,"Fluted giant clam"
854,"Giant clam"
850,"Milkfish"
855,"Smooth giant clam"
768,"Atlantic bluefin tuna"
760,"Bluefish"
