"rgn_id","status"
95,0
10,0
245,0.000692359
19,0.003339777
153,0
119,0
111,0.000151075
8,0.020625376
141,1
31,0
155,0
212,0.00135128
101,0.148773702
152,0
164,0.536690264
9,0
5,0.158824681
186,0.057960804
188,0.06021714
29,0.009713465
6,0.001862778
147,0.462126439
143,0.606080475
110,0
68,0.150388406
247,0.036635001
13,0.004281827
167,0.006146949
168,0.004669383
232,0.019471031
7,0
231,0.00024614
190,0
70,0
52,0.000102715
32,0.002092955
81,0.124130285
71,0.044248009
140,0.002476111
18,0.000329705
24,0.094540756
65,0.00080308
37,0.008923153
136,0.324166093
187,0.152498541
54,0.001032457
130,0.056752073
82,0.040345671
51,0.000507108
173,0
17,0.00025835
48,0.001470606
43,0
131,0.148173382
174,0.131909048
166,0.000842188
191,0.065276018
133,0.083971638
129,0.054157473
50,0.183272409
181,0.674314843
67,0.001777392
223,1
162,1
116,0
208,0.02088013
134,0.003019816
175,0.08751856
224,1
137,1
66,0.000661667
75,0.002728467
222,0.029004561
218,0.857711875
202,0.001321793
61,0.021660075
42,0.011203885
176,0.120500441
132,0.040539939
115,0.002854652
79,0.006452709
183,0.041806932
73,0.027351599
41,0.001636927
80,0.301190049
112,0.016149147
177,0.274235825
102,0.008450444
40,0.001948262
138,0.246975489
53,0.000130253
139,0.030362639
179,0.682680011
205,0.075981321
84,0.000284547
21,0.141494198
172,0.000669945
62,0.001040345
214,0.212714706
16,0.122938264
135,0.182020662
182,0.613093545
196,0
14,0.301893235
206,0.297327918
25,0.888566094
204,0.127766179
184,0.191489815
76,0.093690999
180,0.146148799
207,0.322940237
20,0.541268557
171,0.041331581
15,0.128336597
163,0.09820839
210,0.237233715
203,0.022304632
216,0.15571288
209,1
