"cntry_key","sector","value"
"ABW","cf",1858792.72656
"ABW","og",0
"ABW","tour",1723152709.36
"AGO","cf",1288075413.3856
"AGO","og",25127403665.952
"AGO","tour",97232131.3826
"AIA","tour",139901477.833
"Alaska","aqf",12721.7987597976
"Alaska","tour",9900578413.03701
"ALB","aqf",7242.49422632512
"ALB","cf",10599968.891456
"ALB","mar",5923460.56782
"ALB","og",0
"ALB","tour",1068512115.02
"ANT","aqf",133986.14318703
"ANT","cf",51246212.26144
"ANT","mmw",0
"ANT","og",0
"ANT","tour",1608866995.07
"ARE","aqf",21727.482678944
"ARE","cf",413552910.7584
"ARE","mar",10297164
"ARE","og",28469587538
"ARE","tour",14348170230.1
"ARG","aqf",54318.7066975168
"ARG","cf",5890782403.744
"ARG","mar",394956
"ARG","mmw",60349593.5
"ARG","og",103413914.11624
"ARG","tour",2527222832.25
"ASM","mmw",0
"ASM","og",0
"ATA","mmw",16869918.7
"ATA","og",0
"ATG","aqf",3715.6398104336
"ATG","cf",32351318.10624
"ATG","mmw",0
"ATG","og",0
"ATG","tour",810837438.424
"AUS","aqf",2580138.5681344
"AUS","cf",2610880563.2
"AUS","mar",700348245.0152
"AUS","mmw",182518228.7
"AUS","og",6199741956.968
"AUS","tour",16090346256.3
"Azores","mmw",3424796.75
"BEL","aqf",222706.697460352
"BEL","cf",524747431.152
"BEL","og",0
"BEL","tour",4995118854.41
"BEN","cf",116257826.08832
"BEN","mmw",0
"BEN","og",0
"BEN","tour",15815791.724
"BGD","aqf",11403.6363636406
"BGD","cf",2202843857.312
"BGD","mar",504178299.618
"BGD","mmw",0
"BGD","og",0
"BGD","tour",913439415.508
"BGR","aqf",31360
"BGR","cf",63118652.11456
"BGR","mar",362520
"BGR","og",0
"BGR","tour",736293323.966
"BHR","cf",41311117.19168
"BHR","mar",22473.454546535
"BHR","mmw",0
"BHR","og",0
"BHR","tour",3105418719.21
"BHS","cf",233299393.9584
"BHS","mar",87990.6
"BHS","mmw",3018292.68
"BHS","og",0
"BHS","tour",3485714285.71
"BIH","cf",28224
"BIH","mar",2886963
"BIH","og",0
"BIH","tour",164203457.27
"BLZ","aqf",162956.120092864
"BLZ","cf",48062336
"BLZ","mar",59359999.9947
"BLZ","mmw",491869.92
"BLZ","og",0
"BLZ","tour",331041628.485
"BMU","cf",1964260.869088
"BMU","mmw",20325.2
"BMU","og",0
"BMU","tour",1240394088.67
"BRA","aqf",4823501.15473184
"BRA","cf",2727607196.608
"BRA","mar",246184441.062
"BRA","mmw",10348170.73
"BRA","og",30260532075.676
"BRA","tour",6690893174.84
"BRB","aqf",36212.4711316256
"BRB","cf",21169710.54688
"BRB","og",0
"BRB","tour",2092610837.44
"BRN","aqf",36689.6551723744
"BRN","cf",18647226.18752
"BRN","mar",1337890.8483696
"BRN","og",3448419769.536
"BRN","tour",531975707.135
"CAN","aqf",88720.5542725376
"CAN","cf",9644530043.456
"CAN","mar",1030606089.4693
"CAN","mmw",198694105.7
"CAN","og",916323131.388
"CAN","tour",20708548840.2
"CAN","wte",2706659.586036
"Canary Islands","mmw",63206300.81
"CHL","aqf",3862.06896551392
"CHL","cf",30466337595.456
"CHL","mar",3234250876.32
"CHL","mmw",690040.65
"CHL","og",0
"CHL","tour",7075404796.32
"CHN","aqf",5937034.6420336
"CHN","cf",48841577681.344
"CHN","mar",27193684731.48
"CHN","mmw",0
"CHN","og",37858861635.224
"CHN","tour",15613569807.5
"CIV","aqf",1695.13513513344
"CIV","cf",206529167.5104
"CIV","mar",1702437.09168
"CIV","og",369908783.9776
"CIV","tour",76656896.8335
"CMR","aqf",16487.9074658144
"CMR","cf",446903472.4896
"CMR","og",883551906.6668
"CMR","tour",45379207.4536
"COD","aqf",412822.170899936
"COD","cf",64240484.84896
"COD","og",280787738.3192
"COD","tour",285904.936037
"COG","aqf",200704
"COG","og",2426318638.716
"COG","tour",6222762.83178
"COK","aqf",141120
"COK","mar",1873894.5
"COK","mmw",481976.63
"COK","og",0
"COL","aqf",13166854.5034589
"COL","cf",753918613.6832
"COL","mar",215854564.761
"COL","mmw",0
"COL","og",0
"COL","tour",1092906730.82
"COM","og",0
"COM","tour",29556650.2463
"CPV","cf",50466222.54688
"CPV","og",0
"CPV","tour",538916256.158
"CRI","aqf",756840.646651712
"CRI","cf",266555438.5312
"CRI","mar",54632400
"CRI","mmw",221544.72
"CRI","og",0
"CRI","tour",3261234895.61
"CUB","aqf",195547.344110496
"CUB","cf",120803737.6
"CUB","mar",25948800
"CUB","og",0
"CUB","tour",6459905675.64
"CYM","cf",1254293.4782336
"CYM","og",0
"CYM","tour",649261083.744
"CYP","aqf",0
"CYP","cf",20851549.09376
"CYP","mar",28961195.12079
"CYP","mmw",0
"CYP","og",0
"CYP","tour",4502231306.66
"DEU","aqf",789573.45971616
"DEU","cf",1797583290.72
"DEU","mar",31486146.09
"DEU","mmw",0
"DEU","og",1434184755.1864
"DEU","tour",17294397414.4
"DJI","aqf",4177152
"DJI","cf",3046521.739744
"DJI","og",0
"DMA","cf",29600038.79168
"DMA","mmw",985772.36
"DMA","og",0
"DMA","tour",107389162.562
"DNK","aqf",1960000
"DNK","cf",11841936495.424
"DNK","mar",34121330.79076
"DNK","mmw",0
"DNK","og",10425847004.104
"DNK","tour",18539901028
"DOM","aqf",153903.002309526
"DOM","cf",128498341.24064
"DOM","mar",18850885.8177
"DOM","mmw",5284552.85
"DOM","og",0
"DOM","tour",5638361755.53
"DZA","aqf",3801.21212120832
"DZA","cf",809296336.8672
"DZA","mar",1046894.545416
"DZA","og",0
"DZA","tour",222617897.678
"Easter Island","aqf",2.06583712841109
"Easter Island","tour",15966855.1654893
"ECU","aqf",52018.9573459136
"ECU","cf",2389168061.728
"ECU","mar",699711839.646
"ECU","mmw",21356707.32
"ECU","og",473602720.486
"ECU","tour",550249507.041
"EGY","aqf",50697.4595843072
"EGY","cf",569175143.152
"EGY","mar",1141941430.584
"EGY","mmw",431910.57
"EGY","og",6234032791.896
"EGY","tour",3951376547.02
"ERI","aqf",290723.404256096
"ERI","cf",64320538.38336
"ERI","mmw",0
"ERI","og",0
"ESP","aqf",28430976
"ESP","cf",8520220323.776
"ESP","mar",630786679.6924
"ESP","mmw",1956300.81
"ESP","og",0
"ESP","tour",42680429723.4
"EST","aqf",53312
"EST","cf",576149151.0208
"EST","og",0
"EST","tour",1439744025.8
"FIN","aqf",25088
"FIN","cf",940417674.0896
"FIN","mar",103930212.79
"FIN","og",0
"FIN","tour",3176453140.16
"FJI","aqf",1341672.05542675
"FJI","cf",220724224
"FJI","mar",1325327.636301
"FJI","mmw",0
"FJI","og",0
"FJI","tour",1238423645.32
"FLK","mar",212480.03
"FLK","mmw",0
"FLK","og",0
"FRA","aqf",1041152
"FRA","cf",6006916428.8
"FRA","mar",1117478553.3003
"FRA","mmw",520325.2
"FRA","og",0
"FRA","tour",45257734686.1
"FRA","wte",47475426.54232
"FSM","aqf",38023.0946882304
"FSM","cf",225660440.096
"FSM","mmw",0
"GAB","aqf",76832
"GAB","cf",225615813.8752
"GAB","mmw",0
"GAB","og",3709704346.74
"GAB","tour",31929095.4017
"GBR","aqf",914364.896073664
"GBR","cf",5806445784.832
"GBR","mar",1393500605.0614
"GBR","mmw",8364837.4
"GBR","og",97328680621.872
"GBR","tour",120190148807
"GEO","cf",8352099.296352
"GEO","mmw",0
"GEO","og",0
"GEO","tour",1.657e+09
"GHA","aqf",0
"GHA","cf",868544051.2
"GHA","og",114174832.8574
"GHA","tour",152912358.072
"GIB","mmw",2743902.44
"GIB","og",0
"GIN","aqf",61152
"GIN","cf",310382958.2336
"GIN","og",0
"GIN","tour",10989723.2449
"GLP","aqf",0
"GLP","cf",224210695.8336
"GLP","mar",24856.8938989122
"GLP","og",0
"GLP","tour",1760591133
"GMB","aqf",11411904
"GMB","cf",54276633.6
"GMB","mmw",106707.32
"GMB","og",0
"GMB","tour",55630322.8905
"GNB","aqf",7242.49422632512
"GNB","cf",38923043.48576
"GNB","og",0
"GNQ","aqf",5573.45971564256
"GNQ","cf",46944969.69792
"GNQ","og",4903469969.972
"GRC","aqf",702521.939953568
"GRC","cf",867562694.096
"GRC","mar",675674898.4924
"GRC","mmw",265243.9
"GRC","og",0
"GRC","tour",36736826479.5
"GRD","cf",23519429.81248
"GRD","mmw",274390.24
"GRD","og",0
"GRD","tour",179310344.828
"GRL","aqf",152096
"GRL","cf",576086240.9792
"GRL","mmw",2794715.45
"GRL","og",0
"GTM","aqf",205408
"GTM","cf",117479805.6656
"GTM","mar",44262516.3699
"GTM","mmw",0
"GTM","og",0
"GTM","tour",472596250.86
"GUF","aqf",7840
