"rgn_name","rgn_id","product","year","tonnes","usd","usd_ix0","usd_coef","tonnes_mdl","tonnes_orig","tonnes_ix0","tonnes_coef","usd_mdl","usd_orig","tonnes_max","tonnes_peak","tonnes_rel","usd_max","usd_peak","usd_rel","tonnes_rel_orig","usd_rel_orig"
"New Caledonia",5,"fish_oil",1977,0,,,,,0,1,,,,0,0,1,1,0.65,1,1,
"New Caledonia",5,"fish_oil",1978,0,,,,,0,1,,,,0,0,1,1,0.65,1,1,
"New Caledonia",5,"fish_oil",1979,0,,,,,0,1,,,,0,0,1,1,0.65,1,1,
"New Caledonia",5,"fish_oil",1980,0,,,,,0,1,,,,0,0,1,1,0.65,1,1,
"New Caledonia",5,"fish_oil",1981,0,,,,,0,1,,,,0,0,1,1,0.65,1,1,
"New Caledonia",5,"fish_oil",1982,0,,,,,0,1,,,,0,0,1,1,0.65,1,1,
"New Caledonia",5,"fish_oil",1983,0,,,,,0,1,,,,0,0,1,1,0.65,1,1,
"New Caledonia",5,"fish_oil",1984,0,,,,,0,1,,,,0,0,1,1,0.65,1,1,
"New Caledonia",5,"fish_oil",1985,0,,,,,0,1,,,,0,0,1,1,0.65,1,1,
"New Caledonia",5,"fish_oil",1986,0,,,,,0,1,,,,0,0,1,1,0.65,1,1,
"New Caledonia",5,"fish_oil",1987,0,,,,,0,1,,,,0,0,1,1,0.65,1,1,
"New Caledonia",5,"fish_oil",1988,0,,,,,0,1,,,,0,0,1,1,0.65,1,1,
"New Caledonia",5,"fish_oil",1989,0,,,,,0,1,,,,0,0,1,1,0.65,1,1,
"New Caledonia",5,"fish_oil",1990,0,,,,,0,1,,,,0,0,1,1,0.65,1,1,
"New Caledonia",5,"fish_oil",1991,0,,,,,0,1,,,,0,0,1,1,0.65,1,1,
"New Caledonia",5,"fish_oil",1992,0,,,,,0,1,,,,0,0,1,1,0.65,1,1,
"New Caledonia",5,"fish_oil",1993,0,,,,,0,1,,,,0,0,1,1,0.65,1,1,
"New Caledonia",5,"fish_oil",1994,0,,,,,0,1,,,,0,0,1,1,0.65,1,1,
"New Caledonia",5,"fish_oil",1995,0,,,,,0,1,,,,0,0,1,1,0.65,1,1,
"New Caledonia",5,"fish_oil",1996,0,,,,,0,1,,,,0,0,1,1,0.65,1,1,
"New Caledonia",5,"fish_oil",1997,0,,,,,0,1,,,,0,0,1,1,0.65,1,1,
"New Caledonia",5,"fish_oil",1998,0,,,,,0,1,,,,0,0,1,1,0.65,1,1,
"New Caledonia",5,"fish_oil",1999,0,,,,,0,1,,,,0,0,1,1,0.65,1,1,
"New Caledonia",5,"fish_oil",2000,0,,,,,0,1,,,,0,0,1,1,0.65,1,1,
"New Caledonia",5,"fish_oil",2001,0,,,,,0,1,,,,0,0,1,1,0.65,1,1,
"New Caledonia",5,"fish_oil",2002,0,,,,,0,1,,,,0,0,1,1,0.65,1,1,
"New Caledonia",5,"fish_oil",2003,0,,,,,0,1,,,,0,0,1,1,0.65,1,1,
"New Caledonia",5,"fish_oil",2004,0,,,,,0,1,,,,0,0,1,1,0.65,1,1,
"New Caledonia",5,"fish_oil",2005,0,,,,,0,1,,,,0,0,1,1,0.65,1,1,
"New Caledonia",5,"fish_oil",2006,0,,,,,0,1,,,,0,0,1,1,0.65,1,1,
"New Caledonia",5,"fish_oil",2007,0,,,,,0,1,,,,0,0,1,1,0.65,1,1,
"New Caledonia",5,"fish_oil",2008,0,,,,,0,1,,,,0,0,1,1,0.65,1,1,
"New Caledonia",5,"fish_oil",2009,0,,,,,0,1,,,,0,0,1,1,0.65,1,1,
"New Caledonia",5,"fish_oil",2010,0,,,,,0,1,,,,0,0,1,1,0.65,1,1,
"New Caledonia",5,"fish_oil",2011,0,1,,,,0,1,,,1,0,0,1,1,0.65,1,1,1
"New Caledonia",5,"ornamentals",1984,3,23,,,,3,,,,23,7,4.55,0.659340659340659,182,118.3,0.194420963651733,0.659340659340659,0.194420963651733
"New Caledonia",5,"ornamentals",1985,0,0,,,,0,,,,0,7,4.55,0,182,118.3,0,0,0
"New Caledonia",5,"ornamentals",1986,3,45,,,,3,,,,45,7,4.55,0.659340659340659,182,118.3,0.380388841927303,0.659340659340659,0.380388841927303
"New Caledonia",5,"ornamentals",1987,5,62,,,,5,,,,62,7,4.55,1,182,118.3,0.524091293322063,1,0.524091293322063
"New Caledonia",5,"ornamentals",1988,0,0,,,,0,,,,0,7,4.55,0,182,118.3,0,0,0
"New Caledonia",5,"ornamentals",1989,0,0,,,,0,,,,0,7,4.55,0,182,118.3,0,0,0
"New Caledonia",5,"ornamentals",1990,0,0,,,,0,,,,0,7,4.55,0,182,118.3,0,0,0
"New Caledonia",5,"ornamentals",1991,0,0,,,,0,,,,0,7,4.55,0,182,118.3,0,0,0
"New Caledonia",5,"ornamentals",1992,0,0,,,,0,,,,0,7,4.55,0,182,118.3,0,0,0
"New Caledonia",5,"ornamentals",1993,0,0,,,,0,,,,0,7,4.55,0,182,118.3,0,0,0
"New Caledonia",5,"ornamentals",1994,0,0,,,,0,,,,0,7,4.55,0,182,118.3,0,0,0
"New Caledonia",5,"ornamentals",1995,0,0,,,,0,,,,0,7,4.55,0,182,118.3,0,0,0
"New Caledonia",5,"ornamentals",1996,0,0,,,,0,,,,0,7,4.55,0,182,118.3,0,0,0
"New Caledonia",5,"ornamentals",1997,4,131,,,,4,,,,131,7,4.55,0.879120879120879,182,118.3,1,0.879120879120879,1
"New Caledonia",5,"ornamentals",1998,5,111,,,,5,,,,111,7,4.55,1,182,118.3,0.938292476754015,1,0.938292476754015
"New Caledonia",5,"ornamentals",1999,1,20,,,,1,,,,20,7,4.55,0.21978021978022,182,118.3,0.169061707523246,0.21978021978022,0.169061707523246
"New Caledonia",5,"ornamentals",2000,7,96,,,,7,,,,96,7,4.55,1,182,118.3,0.811496196111581,1,0.811496196111581
"New Caledonia",5,"ornamentals",2001,7,112,,,,7,,,,112,7,4.55,1,182,118.3,0.946745562130178,1,0.946745562130178
"New Caledonia",5,"ornamentals",2002,4,87,,,,4,,,,87,7,4.55,0.879120879120879,182,118.3,0.73541842772612,0.879120879120879,0.73541842772612
"New Caledonia",5,"ornamentals",2003,5,105,,,,5,,,,105,7,4.55,1,182,118.3,0.887573964497041,1,0.887573964497041
"New Caledonia",5,"ornamentals",2004,5,120,,,,5,,,,120,7,4.55,1,182,118.3,1,1,1
"New Caledonia",5,"ornamentals",2005,4,106,,,,4,,,,106,7,4.55,0.879120879120879,182,118.3,0.896027049873204,0.879120879120879,0.896027049873204
"New Caledonia",5,"ornamentals",2006,3,101,,,,3,,,,101,7,4.55,0.659340659340659,182,118.3,0.853761622992392,0.659340659340659,0.853761622992392
"New Caledonia",5,"ornamentals",2007,4,113,,,,4,,,,113,7,4.55,0.879120879120879,182,118.3,0.95519864750634,0.879120879120879,0.95519864750634
"New Caledonia",5,"ornamentals",2008,4,141,,,,4,,,,141,7,4.55,0.879120879120879,182,118.3,1,0.879120879120879,1
"New Caledonia",5,"ornamentals",2009,3,132,,,,3,,,,132,7,4.55,0.659340659340659,182,118.3,1,0.659340659340659,1
"New Caledonia",5,"ornamentals",2010,6,182,,,,6,,,,182,7,4.55,1,182,118.3,1,1,1
"New Caledonia",5,"ornamentals",2011,6,124,,,,6,,,,124,7,4.55,1,182,118.3,1,1,1
"New Caledonia",5,"seaweeds",2006,0,0,,,,0,,,,0,0,0,1,0,0,1,1,1
"New Caledonia",5,"seaweeds",2007,0,0,,,,0,,,,0,0,0,1,0,0,1,1,1
"New Caledonia",5,"seaweeds",2008,0,0,,,,0,,,,0,0,0,1,0,0,1,1,1
"New Caledonia",5,"seaweeds",2009,0,0,,,,0,,,,0,0,0,1,0,0,1,1,1
"New Caledonia",5,"seaweeds",2010,0,0,,,,0,,,,0,0,0,1,0,0,1,1,1
"New Caledonia",5,"seaweeds",2011,0,0,,,,0,,,,0,0,0,1,0,0,1,1,1
"New Caledonia",5,"shells",1999,98,351,,,,98,,,,351,343,222.95,0.43956043956044,1496,972.4,0.36096256684492,0.43956043956044,0.36096256684492
"New Caledonia",5,"shells",2000,96,333,,,,96,,,,333,343,222.95,0.43058981834492,1496,972.4,0.342451665981078,0.43058981834492,0.342451665981078
"New Caledonia",5,"shells",2001,343,542,,,,343,,,,542,343,222.95,1,1496,972.4,0.55738379267791,1,0.55738379267791
"New Caledonia",5,"shells",2002,78,238,,,,78,,,,238,343,222.95,0.349854227405248,1496,972.4,0.244755244755245,0.349854227405248,0.244755244755245
"New Caledonia",5,"shells",2003,100,365,,,,100,,,,365,343,222.95,0.448531060775959,1496,972.4,0.375359934183464,0.448531060775959,0.375359934183464
"New Caledonia",5,"shells",2004,120,484,,,,120,,,,484,343,222.95,0.53823727293115,1496,972.4,0.497737556561086,0.53823727293115,0.497737556561086
