"rgn_id","status"
95,0
10,0
245,0.000470217
19,0.003386898
153,0
119,0
111,0.000206824
8,0.02991045
141,1
31,0
155,0
212,0.001585797
101,0.166476175
152,0
9,0
164,0.543622817
5,0.181854335
186,0.0588983
29,0.01126536
6,0.001271725
188,0.064356102
147,0.428635952
143,0.61328874
110,5.12e-05
68,0.157090532
247,0.03516099
13,0.004482438
167,0.007303414
168,0.003824362
232,0.019316676
7,0
231,0.000240919
190,0
70,0
52,8.69e-05
32,0.001957544
81,0.113465957
71,0.046969447
140,0.002393974
18,0.000312164
24,0.092106625
65,0.000829047
37,0.008074014
136,0.299225378
187,0.165070283
54,0.000695808
130,0.060027679
82,0.039805945
51,0.000519429
173,0
48,0.00143857
17,0.000255009
131,0.155543397
43,0
191,0.060718255
166,0.000995962
174,0.137160788
133,0.087029388
50,0.186800096
129,0.054447054
181,0.700033809
67,0.001806073
223,1
162,1
116,0
208,0.022608274
134,0.002733657
175,0.09296972
224,1
137,0.970886983
66,0.000515168
75,0.003126366
222,0.030380908
218,0.840741939
202,0.00106538
61,0.019511364
42,0.010318392
176,0.091546756
132,0.049617904
115,0.002635338
79,0.006262518
183,0.040045692
41,0.001464019
80,0.29926422
73,0.021925026
112,0.016271338
177,0.273700745
102,0.008298303
40,0.001915046
53,0.000131875
138,0.195939559
139,0.02872265
205,0.088674292
179,0.696097461
84,0.000250954
21,0.142334163
172,0.000645549
62,0.001005526
214,0.236687727
16,0.120361306
135,0.194268785
182,0.610839962
196,0
14,0.288144129
206,0.298059335
25,0.986054681
204,0.123708342
76,0.092984249
184,0.195634203
180,0.146475257
207,0.305726978
20,0.532531416
171,0.040262042
15,0.127687525
163,0.100926939
210,0.260133814
203,0.029679385
216,0.141504144
209,1
