"rgn_id","trend"
6,0
7,0
13,0
14,0.04
16,0.03
17,0
18,0
24,0.04
25,-0.01
29,-0.01
32,0
41,0
43,0
48,0
50,0.06
51,0
52,0
61,0.01
62,0
65,0
66,0
70,0
75,0
79,0
80,0
81,0.04
82,0
84,0
101,0.05
102,0
115,0
116,0
119,0
129,-0.02
132,-0.03
134,0
135,-0.01
136,0.07
137,0.32
138,0.13
139,-0.02
141,0
147,-0.03
153,0
155,0
163,0
164,-0.23
171,0
175,0.02
176,0.03
177,0.02
179,-0.05
180,0.01
181,-0.21
182,0.01
183,0
184,-0.03
187,-0.06
188,0.01
196,0
203,0
206,0.09
207,0.04
208,-0.03
209,0
210,-0.03
216,0.05
218,0.03
223,0
224,0
5,-0.12
8,0.01
9,0
10,0
15,0
19,0
20,-0.06
21,0
31,-0.14
37,0
40,0
42,-0.01
53,0
54,-0.01
67,0
68,0.01
71,0.02
73,0.03
76,0
95,-0.03
110,0
111,0
112,0
130,-0.05
131,0.03
133,-0.09
140,0
143,-0.17
152,0
162,0
166,0
167,0
168,0
172,0
173,0
174,-0.02
186,0.02
190,0
191,0.02
202,0
204,0.04
205,0.04
212,0
214,-0.15
222,0.01
231,0
232,0
245,0
247,0
