"rgn_id","species","sust_coeff"
183,"[Solea spp]",0.444010417
14,"Abalones nei",0.433333333
20,"Abalones nei",0.55
25,"Abalones nei",0.55
135,"Abalones nei",0.666666667
143,"Abalones nei",0.633333333
162,"Abalones nei",0.5
163,"Abalones nei",0.5
181,"Abalones nei",0.55
209,"Abalones nei",0.55
216,"Akiami paste shrimp",0.366666667
14,"Amberjacks nei",0.444010417
209,"Amberjacks nei",0.444010417
115,"American cupped oyster",0.887878788
135,"American cupped oyster",0.887878788
163,"American cupped oyster",0.887878788
218,"American cupped oyster",0.887878788
18,"Anadara clams nei",0.811764706
136,"Anadara clams nei",0.811764706
16,"Aquatic invertebrates nei",0.542156863
20,"Aquatic invertebrates nei",0.542156863
177,"Aquatic invertebrates nei",0.542156863
205,"Aquatic invertebrates nei",0.542156863
209,"Aquatic invertebrates nei",0.542156863
210,"Aquatic invertebrates nei",0.542156863
143,"Arctic char",0.533333333
223,"Arctic char",0.533333333
209,"Areolate grouper",0.444010417
61,"Atlantic bluefin tuna",0.316666667
68,"Atlantic bluefin tuna",0.316666667
76,"Atlantic bluefin tuna",0.316666667
80,"Atlantic bluefin tuna",0.316666667
81,"Atlantic bluefin tuna",0.316666667
182,"Atlantic bluefin tuna",0.316666667
183,"Atlantic bluefin tuna",0.316666667
184,"Atlantic bluefin tuna",0.316666667
187,"Atlantic bluefin tuna",0.316666667
218,"Atlantic bluefin tuna",0.4
73,"Atlantic cod",0.283333333
143,"Atlantic cod",0.566666667
175,"Atlantic cod",0.283333333
180,"Atlantic cod",0.283333333
218,"Atlantic cod",0.233333333
223,"Atlantic cod",0.166666667
183,"Atlantic ditch shrimp",0.366666667
143,"Atlantic halibut",0.533333333
180,"Atlantic halibut",0.533333333
223,"Atlantic halibut",0.533333333
16,"Atlantic salmon",0.233333333
73,"Atlantic salmon",0.433333333
76,"Atlantic salmon",0.533333333
141,"Atlantic salmon",0.433333333
143,"Atlantic salmon",0.6
163,"Atlantic salmon",0.366666667
174,"Atlantic salmon",0.5
175,"Atlantic salmon",0.5
179,"Atlantic salmon",0.366666667
180,"Atlantic salmon",0.378947368
181,"Atlantic salmon",0.433333333
182,"Atlantic salmon",0.166666667
183,"Atlantic salmon",0.4
218,"Atlantic salmon",0.378947368
222,"Atlantic salmon",0.533333333
223,"Atlantic salmon",0.233333333
224,"Atlantic salmon",0.133333333
143,"Atlantic wolffish",0.533333333
16,"Australian mussel",0.811764706
32,"Ballan wrasse",0.444010417
75,"Baltic prawn",0.466666667
13,"Banana prawn",0.275
15,"Banana prawn",0.2
25,"Banana prawn",0.2
206,"Banana prawn",0.3
207,"Banana prawn",0.333333333
208,"Banana prawn",0.275
216,"Banana prawn",0.266666667
182,"Banded carpet shell",0.811764706
14,"Barramundi(=Giant seaperch)",0.444010417
15,"Barramundi(=Giant seaperch)",0.444010417
16,"Barramundi(=Giant seaperch)",0.444010417
17,"Barramundi(=Giant seaperch)",0.444010417
24,"Barramundi(=Giant seaperch)",0.444010417
25,"Barramundi(=Giant seaperch)",0.444010417
40,"Barramundi(=Giant seaperch)",0.444010417
50,"Barramundi(=Giant seaperch)",0.444010417
52,"Barramundi(=Giant seaperch)",0.444010417
79,"Barramundi(=Giant seaperch)",0.444010417
147,"Barramundi(=Giant seaperch)",0.444010417
205,"Barramundi(=Giant seaperch)",0.444010417
206,"Barramundi(=Giant seaperch)",0.444010417
208,"Barramundi(=Giant seaperch)",0.444010417
209,"Barramundi(=Giant seaperch)",0.444010417
216,"Barramundi(=Giant seaperch)",0.444010417
247,"Barramundi(=Giant seaperch)",0.444010417
20,"Bastard halibut",0.444010417
176,"Bastard halibut",0.444010417
210,"Bastard halibut",0.444010417
224,"Bastard halibut",0.444010417
135,"Bastard halibuts nei",0.444010417
8,"Bear paw clam",0.811764706
152,"Bear paw clam",0.811764706
155,"Bear paw clam",0.811764706
182,"Big-scale sand smelt",0.444010417
134,"Black ark",0.811764706
163,"Black seabass",0.444010417
14,"Blackhead seabream",0.444010417
20,"Blackhead seabream",0.444010417
210,"Blackhead seabream",0.444010417
16,"Blacklip abalone",0.811764706
147,"Blacklip pearl oyster",0.811764706
153,"Blacklip pearl oyster",0.811764706
182,"Blackspot(=red) seabream",0.444010417
183,"Blackspot(=red) seabream",0.444010417
14,"Blood cockle",0.666666667
20,"Blood cockle",0.666666667
24,"Blood cockle",0.666666667
25,"Blood cockle",0.666666667
206,"Blood cockle",0.666666667
209,"Blood cockle",0.666666667
163,"Blue crab",0.416666667
95,"Blue mussel",0.902380952
101,"Blue mussel",0.766666667
143,"Blue mussel",0.933333333
163,"Blue mussel",0.933333333
172,"Blue mussel",0.833333333
175,"Blue mussel",0.933333333
176,"Blue mussel",0.933333333
177,"Blue mussel",0.933333333
179,"Blue mussel",0.933333333
180,"Blue mussel",0.902380952
181,"Blue mussel",0.933333333
218,"Blue mussel",0.933333333
222,"Blue mussel",0.766666667
223,"Blue mussel",0.933333333
5,"Blue shrimp",0.372222222
6,"Blue shrimp",0.372222222
18,"Blue shrimp",0.372222222
129,"Blue shrimp",0.372222222
131,"Blue shrimp",0.372222222
134,"Blue shrimp",0.372222222
137,"Blue shrimp",0.372222222
139,"Blue shrimp",0.372222222
147,"Blue shrimp",0.372222222
216,"Blue shrimp",0.372222222
247,"Blue shrimp",0.372222222
14,"Blue swimming crab",0.416666667
61,"Bluefish",0.444010417
116,"Bluegill",0.444010417
50,"Bluespot mullet",0.444010417
183,"Brill",0.566666667
16,"Brine shrimp",0.366666667
42,"Brine shrimp",0.366666667
110,"Brine shrimp",0.366666667
138,"Brine shrimp",0.366666667
135,"Brine shrimps nei",0.366666667
208,"Brown-marbled grouper",0.333333333
182,"Brown meagre",0.444010417
16,"Brown tiger prawn",0.366666667
163,"Butter clam",0.811764706
218,"Butter clam",0.811764706
135,"Callinectes swimcrabs nei",0.416666667
84,"Caramote prawn",0.366666667
182,"Caramote prawn",0.366666667
61,"Carpet shells nei",0.8
102,"Carpet shells nei",0.8
223,"Chars nei",0.444010417
224,"Chilean flat oyster",0.811764706
224,"Chilean mussel",0.811764706
16,"Chinook(=Spring=King) salmon",0.444010417
162,"Chinook(=Spring=King) salmon",0.444010417
163,"Chinook(=Spring=King) salmon",0.444010417
218,"Chinook(=Spring=King) salmon",0.444010417
224,"Chinook(=Spring=King) salmon",0.444010417
224,"Cholga mussel",0.811764706
224,"Choro mussel",0.811764706
9,"Clams, etc. nei",0.811764706
14,"Clams, etc. nei",0.811764706
62,"Clams, etc. nei",0.811764706
135,"Clams, etc. nei",0.811764706
163,"Clams, etc. nei",0.811764706
176,"Clams, etc. nei",0.811764706
179,"Clams, etc. nei",0.811764706
210,"Clams, etc. nei",0.811764706
14,"Cobia",0.444010417
29,"Cobia",0.444010417
32,"Cobia",0.444010417
129,"Cobia",0.444010417
132,"Cobia",0.444010417
140,"Cobia",0.444010417
164,"Cobia",0.444010417
207,"Cobia",0.444010417
208,"Cobia",0.444010417
209,"Cobia",0.444010417
245,"Cobia",0.444010417
163,"Cockles nei",0.811764706
163,"Coho(=Silver) salmon",0.444010417
179,"Coho(=Silver) salmon",0.444010417
210,"Coho(=Silver) salmon",0.444010417
218,"Coho(=Silver) salmon",0.444010417
224,"Coho(=Silver) salmon",0.444010417
61,"Common cuttlefish",0.6
