"rgn_id","species","sust_coeff"
183,"Common cuttlefish",0.6
182,"Common dentex",0.444010417
187,"Common dentex",0.444010417
232,"Common dentex",0.444010417
176,"Common edible cockle",0.733333333
179,"Common edible cockle",0.733333333
180,"Common edible cockle",0.733333333
182,"Common edible cockle",0.733333333
183,"Common edible cockle",0.733333333
80,"Common pandora",0.444010417
182,"Common prawn",0.366666667
184,"Common prawn",0.366666667
115,"Common snook",0.444010417
135,"Common snook",0.444010417
61,"Common sole",0.533333333
84,"Common sole",0.533333333
182,"Common sole",0.533333333
183,"Common sole",0.533333333
184,"Common sole",0.533333333
76,"Common two-banded seabream",0.444010417
184,"Common two-banded seabream",0.444010417
135,"Cortez oyster",0.811764706
135,"Crevalle jack",0.444010417
210,"Crimson seabream",0.444010417
14,"Croakers, drums nei",0.444010417
50,"Croakers, drums nei",0.444010417
8,"Crocus giant clam",0.811764706
16,"Cupped oysters nei",0.9
25,"Cupped oysters nei",0.833333333
66,"Cupped oysters nei",0.733333333
73,"Cupped oysters nei",0.888095238
79,"Cupped oysters nei",0.888095238
132,"Cupped oysters nei",0.9
134,"Cupped oysters nei",0.888095238
163,"Cupped oysters nei",1
171,"Cupped oysters nei",0.9
177,"Cupped oysters nei",0.9
180,"Cupped oysters nei",0.888095238
182,"Cupped oysters nei",0.9
184,"Cupped oysters nei",1
206,"Cupped oysters nei",0.833333333
209,"Cupped oysters nei",0.888095238
14,"Daggertooth pike conger",0.444010417
14,"Diphos sanguin",0.811764706
182,"Donax clams",0.811764706
20,"Dotted gizzard shad",0.444010417
32,"Drums nei",0.444010417
16,"Eastern king prawn",0.366666667
16,"Eastern school shrimp",0.366666667
8,"Elongate giant clam",0.811764706
152,"Elongate giant clam",0.811764706
155,"Elongate giant clam",0.811764706
61,"European eel",0.444444444
62,"European eel",0.433333333
68,"European eel",0.444444444
80,"European eel",0.433333333
84,"European eel",0.444444444
175,"European eel",0.433333333
179,"European eel",0.433333333
182,"European eel",0.433333333
183,"European eel",0.533333333
184,"European eel",0.433333333
186,"European eel",0.444444444
61,"European flat oyster",0.823076923
62,"European flat oyster",0.766666667
80,"European flat oyster",0.833333333
101,"European flat oyster",0.823076923
102,"European flat oyster",0.833333333
163,"European flat oyster",0.833333333
177,"European flat oyster",0.833333333
179,"European flat oyster",0.833333333
180,"European flat oyster",0.823076923
181,"European flat oyster",0.833333333
182,"European flat oyster",0.833333333
183,"European flat oyster",0.733333333
184,"European flat oyster",0.833333333
187,"European flat oyster",0.823076923
222,"European flat oyster",0.866666667
223,"European flat oyster",0.833333333
232,"European flat oyster",0.823076923
75,"European flounder",0.444010417
175,"European flounder",0.444010417
37,"European seabass",0.452222222
48,"European seabass",0.452222222
54,"European seabass",0.452222222
61,"European seabass",0.452222222
62,"European seabass",0.433333333
67,"European seabass",0.452222222
68,"European seabass",0.452222222
76,"European seabass",0.452222222
79,"European seabass",0.452222222
80,"European seabass",0.3
81,"European seabass",0.452222222
82,"European seabass",0.452222222
84,"European seabass",0.452222222
115,"European seabass",0.452222222
143,"European seabass",0.65
176,"European seabass",0.566666667
179,"European seabass",0.5
180,"European seabass",0.452222222
182,"European seabass",0.433333333
183,"European seabass",0.433333333
184,"European seabass",0.433333333
186,"European seabass",0.452222222
187,"European seabass",0.452222222
188,"European seabass",0.452222222
214,"European seabass",0.433333333
232,"European seabass",0.452222222
174,"European whitefish",0.444010417
175,"European whitefish",0.444010417
138,"False abalone",0.733333333
210,"Filefishes nei",0.444010417
20,"Filefishes, leatherjackets nei",0.444010417
179,"Finfishes nei",0.444010417
223,"Finfishes nei",0.444010417
183,"Flat and cupped oysters nei",0.833333333
16,"Flat oysters nei",0.866666667
163,"Flat oysters nei",0.866666667
73,"Flatfishes nei",0.433333333
75,"Flatfishes nei",0.5
138,"Flatfishes nei",0.466666667
14,"Flathead grey mullet",0.366666667
18,"Flathead grey mullet",0.412820513
20,"Flathead grey mullet",0.412820513
50,"Flathead grey mullet",0.433333333
61,"Flathead grey mullet",0.412820513
80,"Flathead grey mullet",0.366666667
135,"Flathead grey mullet",0.433333333
167,"Flathead grey mullet",0.412820513
182,"Flathead grey mullet",0.433333333
184,"Flathead grey mullet",0.433333333
208,"Flathead grey mullet",0.412820513
210,"Flathead grey mullet",0.433333333
214,"Flathead grey mullet",0.433333333
15,"Flathead lobster",0.416666667
20,"Fleshy prawn",0.366666667
209,"Fleshy prawn",0.366666667
110,"Florida pompano",0.444010417
8,"Fluted giant clam",0.811764706
152,"Fluted giant clam",0.811764706
155,"Fluted giant clam",0.811764706
14,"Fourfinger threadfin",0.444010417
25,"Fourfinger threadfin",0.444010417
208,"Fourfinger threadfin",0.444010417
65,"Gasar cupped oyster",0.733333333
66,"Gasar cupped oyster",0.733333333
182,"Gastropods nei",0.811764706
210,"Gazami crab",0.416666667
8,"Giant clam",0.811764706
152,"Giant clam",0.811764706
155,"Giant clam",0.811764706
7,"Giant tiger prawn",0.366666667
14,"Giant tiger prawn",0.1
15,"Giant tiger prawn",0.1
16,"Giant tiger prawn",0.233333333
17,"Giant tiger prawn",0.366666667
18,"Giant tiger prawn",0.366666667
25,"Giant tiger prawn",0.1
31,"Giant tiger prawn",0.366666667
37,"Giant tiger prawn",0.366666667
40,"Giant tiger prawn",0.1
41,"Giant tiger prawn",0.366666667
42,"Giant tiger prawn",0.233333333
50,"Giant tiger prawn",0.166666667
102,"Giant tiger prawn",0.5
153,"Giant tiger prawn",0.366666667
184,"Giant tiger prawn",0.3
202,"Giant tiger prawn",0.366666667
203,"Giant tiger prawn",0.166666667
204,"Giant tiger prawn",0.366666667
205,"Giant tiger prawn",0.166666667
206,"Giant tiger prawn",0.166666667
207,"Giant tiger prawn",0.1
208,"Giant tiger prawn",0.366666667
209,"Giant tiger prawn",0.366666667
216,"Giant tiger prawn",0.166666667
247,"Giant tiger prawn",0.366666667
48,"Gilthead seabream",0.286111111
50,"Gilthead seabream",0.286111111
51,"Gilthead seabream",0.286111111
52,"Gilthead seabream",0.286111111
54,"Gilthead seabream",0.286111111
61,"Gilthead seabream",0.286111111
62,"Gilthead seabream",0.433333333
67,"Gilthead seabream",0.286111111
68,"Gilthead seabream",0.286111111
76,"Gilthead seabream",0.533333333
79,"Gilthead seabream",0.286111111
80,"Gilthead seabream",0.166666667
81,"Gilthead seabream",0.286111111
82,"Gilthead seabream",0.286111111
84,"Gilthead seabream",0.286111111
115,"Gilthead seabream",0.286111111
179,"Gilthead seabream",0.233333333
182,"Gilthead seabream",0.166666667
183,"Gilthead seabream",0.4
184,"Gilthead seabream",0.233333333
186,"Gilthead seabream",0.286111111
187,"Gilthead seabream",0.286111111
188,"Gilthead seabream",0.286111111
214,"Gilthead seabream",0.233333333
232,"Gilthead seabream",0.286111111
20,"Globose clam",0.811764706
75,"Gobies nei",0.533333333
183,"Golden carpet shell",0.811764706
208,"Golden trevally",0.444010417
29,"Goldlined seabream",0.444010417
50,"Goldlined seabream",0.444010417
54,"Goldlined seabream",0.444010417
209,"Goldlined seabream",0.444010417
51,"Goldsilk seabream",0.444010417
134,"Grand ark",0.811764706
54,"Greasy grouper",0.444010417
206,"Greasy grouper",0.444010417
209,"Greasy grouper",0.444010417
14,"Greasyback shrimp",0.372222222
179,"Great Atlantic scallop",0.811764706
180,"Great Atlantic scallop",0.811764706
181,"Great Atlantic scallop",0.811764706
182,"Great Atlantic scallop",0.811764706
223,"Great Atlantic scallop",0.811764706
14,"Greater amberjack",0.444010417
182,"Greater amberjack",0.444010417
15,"Green mussel",0.8
18,"Green mussel",0.8
24,"Green mussel",0.8
25,"Green mussel",0.8
203,"Green mussel",0.8
206,"Green mussel",0.8
208,"Green mussel",0.8
48,"Green tiger prawn",0.366666667
54,"Green tiger prawn",0.366666667
184,"Green tiger prawn",0.366666667
84,"Grooved carpet shell",0.866666667
179,"Grooved carpet shell",0.866666667
180,"Grooved carpet shell",0.866666667
182,"Grooved carpet shell",0.866666667
183,"Grooved carpet shell",0.866666667
184,"Grooved carpet shell",0.866666667
182,"Groundfishes nei",0.444010417
14,"Groupers nei",0.333333333
20,"Groupers nei",0.333333333
25,"Groupers nei",0.333333333
50,"Groupers nei",0.333333333
61,"Groupers nei",0.333333333
171,"Groupers nei",0.333333333
205,"Groupers nei",0.333333333
208,"Groupers nei",0.333333333
209,"Groupers nei",0.333333333
214,"Groupers nei",0.333333333
216,"Groupers nei",0.333333333
15,"Groupers, seabasses nei",0.333333333
115,"Gudgeons, sleepers nei",0.444010417
143,"Haddock",0.533333333
180,"Haddock",0.533333333
209,"Hong Kong grouper",0.444010417
37,"Hooded oyster",0.811764706
20,"Horned turban",0.811764706
25,"Horse mussels nei",0.811764706
208,"Humpback grouper",0.444010417
40,"Indian backwater oyster",0.811764706
203,"Indian backwater oyster",0.811764706
41,"Indian white prawn",0.4
48,"Indian white prawn",0.4
50,"Indian white prawn",0.4
54,"Indian white prawn",0.4
81,"Indian white prawn",0.4
102,"Indian white prawn",0.5
191,"Indian white prawn",0.4
203,"Indian white prawn",0.4
204,"Indian white prawn",0.4
207,"Indian white prawn",0.4
14,"Indo-Pacific swamp crab",0.416666667
15,"Indo-Pacific swamp crab",0.416666667
16,"Indo-Pacific swamp crab",0.416666667
17,"Indo-Pacific swamp crab",0.416666667
24,"Indo-Pacific swamp crab",0.416666667
25,"Indo-Pacific swamp crab",0.416666667
37,"Indo-Pacific swamp crab",0.416666667
40,"Indo-Pacific swamp crab",0.416666667
42,"Indo-Pacific swamp crab",0.416666667
202,"Indo-Pacific swamp crab",0.416666667
205,"Indo-Pacific swamp crab",0.416666667
206,"Indo-Pacific swamp crab",0.416666667
207,"Indo-Pacific swamp crab",0.416666667
208,"Indo-Pacific swamp crab",0.416666667
209,"Indo-Pacific swamp crab",0.416666667
216,"Indo-Pacific swamp crab",0.416666667
247,"Indo-Pacific swamp crab",0.416666667
208,"Indonesian snakehead",0.444010417
20,"Inflated ark",0.811764706
15,"Jacks, crevalles nei",0.444010417
214,"Jacks, crevalles nei",0.444010417
247,"Jacks, crevalles nei",0.444010417
224,"Japanese abalone",0.811764706
20,"Japanese amberjack",0.444010417
210,"Japanese amberjack",0.444010417
14,"Japanese carpet shell",0.841666667
20,"Japanese carpet shell",0.841666667
163,"Japanese carpet shell",0.841666667
179,"Japanese carpet shell",0.841666667
180,"Japanese carpet shell",0.841666667
181,"Japanese carpet shell",0.841666667
182,"Japanese carpet shell",0.841666667
184,"Japanese carpet shell",0.841666667
209,"Japanese carpet shell",0.841666667
218,"Japanese carpet shell",0.841666667
14,"Japanese eel",0.444010417
14,"Japanese hard clam",0.811764706
20,"Japanese hard clam",0.811764706
20,"Japanese jack mackerel",0.444010417
210,"Japanese jack mackerel",0.444010417
41,"Japanese meagre",0.444010417
21,"Japanese sea cucumber",0.571405229
73,"Japanese sea cucumber",0.571405229
209,"Japanese sea cucumber",0.571405229
20,"Japanese seabass",0.444010417
209,"Japanese seabass",0.444010417
14,"Japanese seabream",0.444010417
81,"Japanese seabream",0.444010417
14,"Japanese spiny lobster",0.416666667
209,"Jellyfishes nei",0.571405229
206,"John's snapper",0.433333333
208,"John's snapper",0.433333333
20,"Korean mussel",0.8
20,"Korean rockfish",0.444010417
14,"Kuruma prawn",0.366666667
16,"Kuruma prawn",0.333333333
20,"Kuruma prawn",0.444444444
80,"Kuruma prawn",0.433333333
82,"Kuruma prawn",0.444444444
102,"Kuruma prawn",0.5
179,"Kuruma prawn",0.433333333
182,"Kuruma prawn",0.5
183,"Kuruma prawn",0.4
184,"Kuruma prawn",0.5
208,"Kuruma prawn",0.444444444
209,"Kuruma prawn",0.444444444
210,"Kuruma prawn",0.5
209,"Large yellow croaker",0.444010417
112,"Largemouth black bass",0.444010417
115,"Largemouth black bass",0.444010417
135,"Largemouth black bass",0.444010417
167,"Lebranche mullet",0.444010417
209,"Lefteye flounders nei",0.444010417
163,"Longfin yellowtail",0.444010417
20,"Mackerels nei",0.444010417
182,"Mackerels nei",0.444010417
208,"Malabar grouper",0.444010417
17,"Mangrove cupped oyster",0.811764706
112,"Mangrove cupped oyster",0.811764706
116,"Mangrove cupped oyster",0.811764706
166,"Mangrove cupped oyster",0.811764706
29,"Mangrove red snapper",0.433333333
32,"Mangrove red snapper",0.433333333
52,"Mangrove red snapper",0.433333333
206,"Mangrove red snapper",0.433333333
208,"Mangrove red snapper",0.433333333
209,"Mangrove red snapper",0.433333333
208,"Marble goby",0.444010417
81,"Marbled spinefoot",0.444010417
14,"Marine crabs nei",0.416666667
111,"Marine crabs nei",0.416666667
209,"Marine crabs nei",0.416666667
16,"Marine crustaceans nei",0.3
20,"Marine crustaceans nei",0.3
61,"Marine crustaceans nei",0.3
210,"Marine crustaceans nei",0.3
223,"Marine crustaceans nei",0.3
14,"Marine fishes nei",0.477777778
15,"Marine fishes nei",0.477777778
16,"Marine fishes nei",0.477777778
20,"Marine fishes nei",0.477777778
24,"Marine fishes nei",0.477777778
25,"Marine fishes nei",0.477777778
29,"Marine fishes nei",0.477777778
32,"Marine fishes nei",0.477777778
37,"Marine fishes nei",0.477777778
51,"Marine fishes nei",0.477777778
61,"Marine fishes nei",0.477777778
62,"Marine fishes nei",0.466666667
68,"Marine fishes nei",0.477777778
73,"Marine fishes nei",0.433333333
76,"Marine fishes nei",0.477777778
79,"Marine fishes nei",0.477777778
80,"Marine fishes nei",0.477777778
102,"Marine fishes nei",0.477777778
132,"Marine fishes nei",0.477777778
134,"Marine fishes nei",0.477777778
135,"Marine fishes nei",0.477777778
138,"Marine fishes nei",0.477777778
140,"Marine fishes nei",0.477777778
147,"Marine fishes nei",0.477777778
171,"Marine fishes nei",0.477777778
175,"Marine fishes nei",0.477777778
179,"Marine fishes nei",0.477777778
182,"Marine fishes nei",0.477777778
183,"Marine fishes nei",0.533333333
184,"Marine fishes nei",0.477777778
187,"Marine fishes nei",0.477777778
188,"Marine fishes nei",0.477777778
203,"Marine fishes nei",0.477777778
204,"Marine fishes nei",0.477777778
206,"Marine fishes nei",0.477777778
207,"Marine fishes nei",0.477777778
208,"Marine fishes nei",0.477777778
209,"Marine fishes nei",0.477777778
210,"Marine fishes nei",0.477777778
214,"Marine fishes nei",0.477777778
216,"Marine fishes nei",0.477777778
247,"Marine fishes nei",0.477777778
14,"Marine molluscs nei",0.533333333
20,"Marine molluscs nei",0.533333333
21,"Marine molluscs nei",0.533333333
24,"Marine molluscs nei",0.533333333
163,"Marine molluscs nei",0.533333333
171,"Marine molluscs nei",0.533333333
179,"Marine molluscs nei",0.533333333
181,"Marine molluscs nei",0.533333333
182,"Marine molluscs nei",0.533333333
183,"Marine molluscs nei",0.533333333
187,"Marine molluscs nei",0.533333333
207,"Marine molluscs nei",0.533333333
209,"Marine molluscs nei",0.533333333
216,"Marine molluscs nei",0.533333333
218,"Marine molluscs nei",0.533333333
223,"Marine molluscs nei",0.533333333
224,"Masu(=Cherry) salmon",0.444010417
81,"Meagre",0.444010417
179,"Meagre",0.444010417
182,"Meagre",0.444010417
183,"Meagre",0.444010417
184,"Meagre",0.444010417
187,"Meagre",0.444010417
214,"Meagre",0.444010417
61,"Mediterranean mussel",0.82
62,"Mediterranean mussel",0.833333333
71,"Mediterranean mussel",0.82
73,"Mediterranean mussel",0.8
75,"Mediterranean mussel",0.8
76,"Mediterranean mussel",0.8
80,"Mediterranean mussel",0.82
82,"Mediterranean mussel",0.82
84,"Mediterranean mussel",0.82
101,"Mediterranean mussel",0.82
102,"Mediterranean mussel",0.866666667
179,"Mediterranean mussel",0.82
180,"Mediterranean mussel",0.82
184,"Mediterranean mussel",0.82
186,"Mediterranean mussel",0.82
187,"Mediterranean mussel",0.82
188,"Mediterranean mussel",0.82
232,"Mediterranean mussel",0.82
15,"Metapenaeus shrimps nei",0.372222222
25,"Metapenaeus shrimps nei",0.372222222
207,"Metapenaeus shrimps nei",0.372222222
216,"Metapenaeus shrimps nei",0.372222222
14,"Mi-iuy (brown) croaker",0.444010417
8,"Milkfish",0.414285714
9,"Milkfish",0.414285714
10,"Milkfish",0.414285714
13,"Milkfish",0.414285714
14,"Milkfish",0.5
15,"Milkfish",0.366666667
17,"Milkfish",0.414285714
19,"Milkfish",0.414285714
40,"Milkfish",0.414285714
153,"Milkfish",0.414285714
155,"Milkfish",0.366666667
202,"Milkfish",0.414285714
208,"Milkfish",0.414285714
212,"Milkfish",0.366666667
216,"Milkfish",0.433333333
231,"Milkfish",0.414285714
135,"Mojarras(=Silver-biddies) nei",0.444010417
208,"Mud spiny lobster",0.416666667
13,"Mullets nei",0.561111111
48,"Mullets nei",0.561111111
54,"Mullets nei",0.561111111
73,"Mullets nei",0.5
75,"Mullets nei",0.666666667
84,"Mullets nei",0.561111111
102,"Mullets nei",0.566666667
115,"Mullets nei",0.561111111
171,"Mullets nei",0.561111111
182,"Mullets nei",0.561111111
183,"Mullets nei",0.533333333
184,"Mullets nei",0.561111111
196,"Mullets nei",0.433333333
216,"Mullets nei",0.561111111
14,"Natantian decapods nei",0.533333333
76,"Natantian decapods nei",0.533333333
130,"Natantian decapods nei",0.533333333
162,"New Zealand mussel",0.8
163,"Northern quahog(=Hard clam)",0.811764706
180,"Northern quahog(=Hard clam)",0.811764706
163,"Northern white shrimp",0.366666667
61,"Octopuses nei",0.533333333
182,"Octopuses nei",0.533333333
183,"Octopuses nei",0.533333333
210,"Octopuses, etc. nei",0.566666667
20,"Okhotsk atka mackerel",0.444010417
163,"Olympia oyster",0.811764706
24,"Orange-spotted grouper",0.333333333
51,"Orange-spotted grouper",0.333333333
52,"Orange-spotted grouper",0.333333333
208,"Orange-spotted grouper",0.333333333
247,"Orange-spotted grouper",0.333333333
205,"Orange mud crab",0.416666667
135,"Pacific bluefin tuna",0.444010417
135,"Pacific calico scallop",0.811764706
5,"Pacific cupped oyster",0.757142857
14,"Pacific cupped oyster",0.533333333
16,"Pacific cupped oyster",1
20,"Pacific cupped oyster",0.757142857
61,"Pacific cupped oyster",0.757142857
62,"Pacific cupped oyster",0.833333333
66,"Pacific cupped oyster",0.733333333
84,"Pacific cupped oyster",0.757142857
95,"Pacific cupped oyster",0.757142857
101,"Pacific cupped oyster",0.766666667
102,"Pacific cupped oyster",0.866666667
130,"Pacific cupped oyster",0.757142857
135,"Pacific cupped oyster",0.766666667
137,"Pacific cupped oyster",0.757142857
138,"Pacific cupped oyster",0.833333333
162,"Pacific cupped oyster",0.766666667
163,"Pacific cupped oyster",0.9
172,"Pacific cupped oyster",0.9
176,"Pacific cupped oyster",0.533333333
179,"Pacific cupped oyster",0.757142857
180,"Pacific cupped oyster",0.757142857
181,"Pacific cupped oyster",0.833333333
182,"Pacific cupped oyster",0.833333333
183,"Pacific cupped oyster",0.833333333
184,"Pacific cupped oyster",0.757142857
208,"Pacific cupped oyster",0.757142857
209,"Pacific cupped oyster",0.757142857
210,"Pacific cupped oyster",0.766666667
218,"Pacific cupped oyster",0.833333333
223,"Pacific cupped oyster",0.733333333
224,"Pacific cupped oyster",0.533333333
163,"Pacific geoduck",0.811764706
163,"Pacific horse clam",0.811764706
171,"Pacific lion's paw",0.811764706
163,"Pacific littleneck clam",0.811764706
182,"Palaemonid shrimps nei",0.366666667
164,"Palinurid spiny lobsters nei",0.416666667
182,"Palinurid spiny lobsters nei",0.416666667
208,"Papuan black snapper",0.444010417
32,"Pargo breams nei",0.444010417
17,"Pearl oyster shells nei",0.811764706
18,"Pearl oyster shells nei",0.811764706
147,"Pearl oyster shells nei",0.811764706
209,"Pearl oyster shells nei",0.811764706
210,"Pearl oyster shells nei",0.811764706
216,"Pearl oyster shells nei",0.811764706
209,"Pen shells nei",0.811764706
15,"Penaeus shrimps nei",0.233333333
16,"Penaeus shrimps nei",0.266666667
24,"Penaeus shrimps nei",0.233333333
25,"Penaeus shrimps nei",0.266666667
43,"Penaeus shrimps nei",0.266666667
53,"Penaeus shrimps nei",0.266666667
62,"Penaeus shrimps nei",0.433333333
65,"Penaeus shrimps nei",0.266666667
115,"Penaeus shrimps nei",0.266666667
116,"Penaeus shrimps nei",0.266666667
133,"Penaeus shrimps nei",0.266666667
136,"Penaeus shrimps nei",0.166666667
167,"Penaeus shrimps nei",0.266666667
173,"Penaeus shrimps nei",0.266666667
203,"Penaeus shrimps nei",0.266666667
204,"Penaeus shrimps nei",0.233333333
208,"Penaeus shrimps nei",0.266666667
209,"Penaeus shrimps nei",0.266666667
214,"Penaeus shrimps nei",0.3
231,"Penaeus shrimps nei",0.266666667
216,"Penguin wing oyster",0.811764706
