"cntry_key","sector","value"
"AIA","ph",9729.48523192659
"AIA","tour",11916.1199586005
"AIA","tran",12757.1885850694
"ARG","sb",15382.2198851497
"AUS","ph",31820.4237891738
"AUS","sb",35397.2300124644
"AUS","tour",90670.3920717594
"AUS","tran",128159.388354701
"BEL","cf",23000.573139245
"BHR","cf",31462.7466446314
"BHR","sb",5302.06490106392
"BHR","tour",15279.7639417513
"BHR","tran",4369.83409566417
"BHS","ph",11526.0736623042
"BHS","tour",66172.8404335827
"BMU","tour",11444.4673978366
"BRA","cf",3285.2696258458
"BRA","ph",2952.25242332176
"BRA","tour",3610.46789446446
"BRA","tran",18145.2128961895
"CAN","cf",29320.9440660613
"CAN","ph",37635.8868634258
"CAN","sb",21789.0541533119
"CAN","tour",79921.5119190706
"CHN","cf",5303.93455918359
"CHN","ph",2757.49393474004
"CHN","tour",44066.9334824609
"CHN","tran",2495.70284677708
"CIV","cf",2968.79634150752
"CIV","ph",988.110316784634
"CIV","tour",3324.38764001569
"CIV","tran",3873.58558415688
"CRI","cf",5616.40951911948
"CRI","ph",3075.113584513
"CRI","sb",4147.19906016292
"CRI","tour",15420.4331096421
"CRI","tran",34662.688774261
"CYP","tour",73456.6473023504
"CYP","tran",64914.4130608974
"DEU","cf",30993.172409188
"DEU","ph",52334.8635594729
"DEU","sb",43592.5758992165
"DEU","tour",133928.429932336
"DEU","tran",219724.158653846
"DNK","sb",80986.3392539174
"DNK","tour",230426.159633191
"DNK","tran",238506.443643162
"EGY","ph",739.633587350873
"EGY","tour",3256.27540523171
"EGY","tran",3131.8849742922
"ERI","ph",664.867129420963
"ERI","tour",1256.39332393635
"ERI","tran",2460.30619477274
"FIN","sb",35862.5578703704
"FIN","tour",113991.923188213
"FIN","tran",101501.499621617
"GBR","cf",60654.1800213675
"GBR","ph",38100.530292913
"GBR","sb",42941.6733440171
"GBR","tour",94517.9147747508
"GBR","tran",89492.115162037
"GHA","cf",592.594853153935
"GHA","ph",226.133667166076
"GHA","sb",592.594853153935
"GHA","tour",807.087803158666
"GHA","tran",2397.01734580885
"GUY","cf",2414.48192107371
"GUY","sb",2197.17937589031
"GUY","tour",5673.68675297142
"GUY","tran",13883.2736545139
"IDN","cf",1967.45469835069
"IDN","ph",1017.22999855324
"IDN","sb",1521.51254507212
"IDN","tour",3051.28622462607
"IDN","tran",4481.82839070291
"IND","cf",339.853248704872
"IND","tour",727.441684472935
"ISL","sb",23013.3797409187
"ITA","ph",24635.1273148148
"ITA","sb",21931.8298165954
"ITA","tour",84617.8788839921
"ITA","tran",101602.024350071
"JOR","ph",4968.78999454683
"JOR","sb",3688.29780426461
"JOR","tour",10266.11588959
"JOR","tran",30162.0745971332
"JPN","ph",46533.6733217594
"JPN","tour",51947.5076789529
"KHM","tour",3007.62878591859
"KNA","tour",16247.2991508636
"KOR","cf",42298.9533253206
"KOR","ph",15109.8479789886
"KOR","sb",17765.2674835293
"KOR","tour",56816.7651575856
"KOR","tran",64434.1515869836
"LKA","tour",831.72311810007
"LTU","cf",3589.74332890958
"LTU","ph",5628.12200910346
"LTU","sb",5881.8108974359
"LTU","tour",9863.03954382564
"LTU","tran",12956.1082454149
"LVA","cf",6243.63721537794
"LVA","ph",1031.63081764156
