"cntry_key","sector","value"
"AIA","ph",1
"AIA","tour",1
"AIA","tran",1
"ARG","sb",1
"AUS","ph",1
"AUS","sb",1
"AUS","tour",1
"AUS","tran",1
"BEL","cf",1
"BHR","cf",1
"BHR","sb",1
"BHR","tour",1
"BHR","tran",1
"BHS","ph",1
"BHS","tour",1
"BMU","tour",1
"BRA","cf",1
"BRA","ph",1
"BRA","tour",1
"BRA","tran",1
"CAN","cf",1
"CAN","ph",1
"CAN","sb",1
"CAN","tour",1
"CHN","cf",1
"CHN","ph",1
"CHN","tour",1
"CHN","tran",1
"CIV","cf",1
"CIV","ph",1
"CIV","tour",1
"CIV","tran",1
"CRI","cf",1
"CRI","ph",1
"CRI","sb",1
"CRI","tour",1
"CRI","tran",1
"CYP","tour",1
"CYP","tran",1
"DEU","cf",1
"DEU","ph",1
"DEU","sb",1
"DEU","tour",1
"DEU","tran",1
"DNK","sb",1
"DNK","tour",1
"DNK","tran",1
"EGY","ph",1
"EGY","tour",1
"EGY","tran",1
"ERI","ph",1
"ERI","tour",1
"ERI","tran",1
"FIN","sb",1
"FIN","tour",1
"FIN","tran",1
"GBR","cf",1
"GBR","ph",1
"GBR","sb",1
"GBR","tour",1
"GBR","tran",1
"GHA","cf",1
"GHA","ph",1
"GHA","sb",1
"GHA","tour",1
"GHA","tran",1
"GUY","cf",1
"GUY","sb",1
"GUY","tour",1
"GUY","tran",1
"IDN","cf",1
"IDN","ph",1
"IDN","sb",1
"IDN","tour",1
"IDN","tran",1
"IND","cf",1
"IND","tour",1
"ISL","sb",1
"ITA","ph",1
"ITA","sb",1
"ITA","tour",1
"ITA","tran",1
"JOR","ph",1
"JOR","sb",1
"JOR","tour",1
"JOR","tran",1
"JPN","ph",1
"JPN","tour",1
"KHM","tour",1
"KNA","tour",1
"KOR","cf",1
"KOR","ph",1
"KOR","sb",1
"KOR","tour",1
"KOR","tran",1
"LKA","tour",1
"LTU","cf",1
"LTU","ph",1
"LTU","sb",1
"LTU","tour",1
"LTU","tran",1
"LVA","cf",1
"LVA","ph",1
"LVA","sb",1
"LVA","tour",1
"LVA","tran",1
"MDG","ph",1
"MDG","sb",1
"MDG","tour",1
"MEX","cf",1
"MEX","ph",1
"MEX","tour",1
"MEX","tran",1
"MMR","cf",1
"MMR","ph",1
"MMR","sb",1
"MMR","tour",1
"MMR","tran",1
"MUS","cf",1
"MUS","ph",1
"MUS","tour",1
"MYS","tour",1
"NIC","ph",1
"NIC","tour",1
"NOR","tour",1
"NOR","tran",1
"PAK","cf",1
"PAK","ph",1
"PAK","sb",1
"PAK","tour",1
"PAK","tran",1
"PER","cf",1
"PER","ph",1
"PER","sb",1
"PER","tour",1
"PER","tran",1
"PHL","ph",1
"PHL","sb",1
"PHL","tour",1
"PHL","tran",1
"POL","cf",1
"POL","ph",1
"POL","sb",1
"POL","tour",1
"POL","tran",1
"PRI","tour",1
"PRT","cf",1
"PRT","ph",1
"PRT","tour",1
"PRT","tran",1
"ROU","cf",1
"ROU","ph",1
"ROU","sb",1
"ROU","tour",1
"ROU","tran",1
"RUS","tour",1
"RUS","tran",1
"SGP","ph",1
"SGP","sb",1
"SGP","tour",1
"SGP","tran",1
"SHN","cf",1
"SHN","tour",1
"SHN","tran",1
"SLV","ph",1
"SLV","tour",1
"THA","ph",1
"THA","sb",1
"THA","tour",1
"THA","tran",1
"Trindade","cf",1
"Trindade","ph",1
"Trindade","tour",1
"Trindade","tran",1
"TTO","cf",1
"TTO","ph",1
"TTO","sb",1
"TTO","tour",1
"TTO","tran",1
"TWN","tour",1
"USA","ph",1
"USA","sb",1
"USA","tour",1
"USA","tran",1
"VCT","ph",1
"VCT","tour",1
"VEN","ph",1
"VEN","tour",1
"VEN","tran",1
"VIR","tour",1
"WSM","tour",1
