rgn_id,level,georgn_id
1,r2,21
1,r1,19
1,r0,1
2,r2,21
2,r1,19
2,r0,1
3,r2,21
3,r1,19
3,r0,1
4,r2,21
4,r1,19
4,r0,1
5,r2,21
5,r1,19
5,r0,1
6,r2,21
6,r1,19
6,r0,1
7,r2,21
7,r1,19
7,r0,1
8,r2,21
8,r1,19
8,r0,1
