"","Name","Type","Year","Cover","pCover"
"1","Nain","Inuit",1979,8.5,0.0205066344993969
"2","Nain","Inuit",1980,20.5,0.0494571773220748
"3","Nain","Inuit",1981,32.5,0.0784077201447527
"4","Nain","Inuit",1982,44.5,0.107358262967431
"5","Nain","Inuit",1983,56.5,0.136308805790109
"6","Nain","Inuit",1984,68.5,0.165259348612786
"7","Nain","Inuit",1985,80.5,0.194209891435464
"8","Nain","Inuit",1986,92.5,0.223160434258142
"9","Nain","Inuit",1987,104,0.250904704463209
"10","Nain","Inuit",1988,115,0.277442702050663
"11","Nain","Inuit",1989,126.5,0.30518697225573
"12","Nain","Inuit",1990,138.5,0.334137515078408
"13","Nain","Inuit",1991,150.5,0.363088057901086
"14","Nain","Inuit",1992,162.5,0.392038600723764
"15","Nain","Inuit",1993,174.5,0.420989143546442
"16","Nain","Inuit",1994,186.5,0.449939686369119
"17","Nain","Inuit",1995,198.5,0.478890229191797
"18","Nain","Inuit",1996,210.5,0.507840772014475
"19","Nain","Inuit",1997,222.5,0.536791314837153
"20","Nain","Inuit",1998,234.5,0.565741857659831
"21","Nain","Inuit",1999,246.5,0.594692400482509
"22","Nain","Inuit",2000,258.5,0.623642943305187
"23","Nain","Inuit",2001,270.5,0.652593486127865
"24","Nain","Inuit",2002,282.5,0.681544028950543
"25","Nain","Inuit",2003,294.5,0.710494571773221
"26","Nain","Inuit",2004,306.5,0.739445114595899
"27","Nain","Inuit",2005,318.5,0.768395657418577
"28","Nain","Inuit",2006,330.5,0.797346200241255
"29","Nain","Inuit",2007,342.5,0.826296743063932
"30","Nain","Inuit",2008,354.5,0.85524728588661
"31","Nain","Inuit",2009,366.5,0.884197828709288
"32","Nain","Inuit",2010,378.5,0.913148371531966
"33","Nain","Inuit",2011,390.5,0.942098914354644
"34","Nain","Inuit",2012,402.5,0.971049457177322
"35","Nain","Inuit",2013,414.5,1
"36","Hopedale","Inuit",1979,47358402623.5304,0.635462883936365
"37","Hopedale","Inuit",1980,48213479097.6589,0.64693644157629
"38","Hopedale","Inuit",1981,42290342443.8652,0.567458813711815
"39","Hopedale","Inuit",1982,61627632252.0681,0.826929768564681
"40","Hopedale","Inuit",1983,70666785051.1034,0.948218616748138
"41","Hopedale","Inuit",1984,74525835923.2084,1
"42","Hopedale","Inuit",1985,55678666603.9413,0.747105562979699
"43","Hopedale","Inuit",1986,51666673486.7601,0.693271975372374
"44","Hopedale","Inuit",1987,57320375889.975,0.769134289872817
"45","Hopedale","Inuit",1988,49312750126.1468,0.661686642159354
"46","Hopedale","Inuit",1989,52081372036.0391,0.698836469136741
"47","Hopedale","Inuit",1990,67845346879.7399,0.910360092433553
"48","Hopedale","Inuit",1991,72379569266.707,0.971201038808704
"49","Hopedale","Inuit",1992,62954466313.2593,0.844733447580886
"50","Hopedale","Inuit",1993,68760122295.995,0.922634700358753
"51","Hopedale","Inuit",1994,54979140408.5151,0.737719204722047
"52","Hopedale","Inuit",1995,42066085366.5624,0.564449695135354
"53","Hopedale","Inuit",1996,50301061591.3132,0.674947968958624
"54","Hopedale","Inuit",1997,45468217756.1879,0.610100070572016
"55","Hopedale","Inuit",1998,41640287030.3753,0.558736262593305
"56","Hopedale","Inuit",1999,40634290193.2851,0.545237630546738
"57","Hopedale","Inuit",2000,47824106238.8726,0.641711772118205
"58","Hopedale","Inuit",2001,43663969490.2172,0.585890368746869
"59","Hopedale","Inuit",2002,43753554760.0198,0.587092438722908
"60","Hopedale","Inuit",2003,38685795290.4722,0.519092403476482
"61","Hopedale","Inuit",2004,29601972413.5895,0.397204164795835
"62","Hopedale","Inuit",2005,36835115347.1151,0.494259673719998
"63","Hopedale","Inuit",2006,31283832273.3268,0.419771638731591
"64","Hopedale","Inuit",2007,46859783441.9102,0.628772329238878
"65","Hopedale","Inuit",2008,49822277128.6117,0.668523559802116
"66","Hopedale","Inuit",2009,49278010962.564,0.661220506313276
"67","Hopedale","Inuit",2010,38179077218.7285,0.512293176531
"68","Hopedale","Inuit",2011,20809277484.6735,0.279222329100949
"69","Hopedale","Inuit",2012,47432134376.2197,0.636452228796116
"70","Hopedale","Inuit",2013,48239399841.7733,0.647284250410546
"71","Rigolet","Inuit",1979,44699218421.776,0.611745222099365
"72","Rigolet","Inuit",1980,45140931307.9487,0.617790422825385
"73","Rigolet","Inuit",1981,40868947028.7513,0.559324837431403
"74","Rigolet","Inuit",1982,59470996353.5516,0.813909038173479
"75","Rigolet","Inuit",1983,68183272532.7535,0.933143635878222
"76","Rigolet","Inuit",1984,73068357229.467,1
"77","Rigolet","Inuit",1985,55939136312.754,0.765572655986782
"78","Rigolet","Inuit",1986,48071778268.5592,0.657901451343604
"79","Rigolet","Inuit",1987,52901165344.0498,0.723995548140171
"80","Rigolet","Inuit",1988,47219684522.1731,0.6462398541941
"81","Rigolet","Inuit",1989,48029754500.7302,0.657326321842649
"82","Rigolet","Inuit",1990,65328148619.7989,0.894068938961357
