"","name","type","latitude","longitude","population","year","gas","est_RFNB"
"5781","Mitaanjigamiing First Nation","First Nations","48.713055556","-93.361111111","98","1995","53.7821428571429","218.827855408472"
"5782","Woodstock","First Nations","46.109192","-67.57747","554","1995","55.7833333333333","228.029899000666"
"5783","Eagle Lake","First Nations","49.745","-93.055","428","1995","53.7821428571429","206.325485269259"
"5784","Rainy River First Nations","First Nations","48.655","-93.906944444","561","1995","53.7821428571429","236.960996291884"
"5785","Lac Des Mille Lacs","First Nations","48.965046882","-90.647195987","429","1995","53.7821428571429","310.020558324335"
"5786","Wabaseemoong Independent Nations","First Nations","50.133333","-94.95","159","1995","53.7821428571429","308.397293919375"
"5787","Big Grassy","First Nations","49.053956465","-94.305554548","497","1995","53.7821428571429","209.155247258547"
"5788","Iskatewizaagegan #39 Independent First Nation","First Nations","49.653055556","-95.098055556","438","1995","53.7821428571429","288.791872365401"
"5789","Ojibways of Onigaming First Nation","First Nations","49.176944444","-93.921111111","503","1995","53.7821428571429","279.593994790588"
"5790","Grassy Narrows First Nation","First Nations","50.183055556","-94.036944444","99","1995","53.7821428571429","208.886320474472"
"5791","Wabigoon Lake Ojibway Nation","First Nations","49.605","-92.523056","462","1995","53.7821428571429","231.271333384209"
"5792","Ochiichagwe'babigo'ining First Nation","First Nations","49.893748992","-94.538129049","369","1995","53.7821428571429","210.730553739104"
"5793","Naicatchewenin","First Nations","48.858888889","-93.578888889","376","1995","53.7821428571429","256.649970736914"
"5794","Nigigoonsiminikaaning First Nation","First Nations","48.73846477","-92.925954105","319","1995","53.7821428571429","212.483185865976"
"5795","Kingsclear","First Nations","45.950442","-66.851933","558","1995","55.7833333333333","209.091568936991"
"5796","Shoal Lake No.40","First Nations","49.605561944","-95.132423611","433","1995","53.7821428571429","215.896290922851"
"5797","Seine River First Nation","First Nations","48.718888889","-92.428055556","491","1995","53.7821428571429","269.30610325009"
"5798","Lac Seul","First Nations","50.245","-92.328055556","304","1995","53.7821428571429","232.944316801442"
"5799","Skuppah","First Nations","50.187988281","-121.578063965","39","1995","57.2654761904762","206.231638985248"
"5800","Toosey","First Nations","51.920410156","-122.483764648","298","1995","57.2654761904762","315.062518534379"
"5801","Première nation de Whapmagoostui","First Nations","55.16003418","-77.269897461","540","1995","53.5607142857143","258.639623771335"
"5802","Katzie","First Nations","49.201504","-122.677245","417","1995","57.2654761904762","205.792571335578"
"5803","Membertou","First Nations","46.116621","-60.195615","82","1995","57.4285714285714","361.469374749597"
"5804","Yekooche First Nation","First Nations","54.600402832","-125.066101074","202","1995","57.2654761904762","240.223317648091"
"5805","York Factory First Nation","First Nations","56.089782715","-96.108276367","55","1995","53.7821428571429","251.973931018757"
"5806","Nisga'a Village of Laxgalt'sap","First Nations","55.037841797","-129.555786133","133","1995","57.2654761904762","216.410313279774"
"5807","Acadia","First Nations","43.832917","-66.084223","94","1995","55.7833333333333","306.278678663345"
"5808","Waycobah First Nation","First Nations","45.967398945","-61.135483371","555","1995","57.4285714285714","216.984406057018"
"5809","Tlowitsis Tribe","First Nations","50.531982422","-125.982666016","350","1995","57.2654761904762","214.193144800409"
"5810","Haisla Nation","First Nations","53.973205566","-128.648071289","141","1995","57.2654761904762","294.568814602889"
"5811","Tsawwassen First Nation","First Nations","49.041920768","-123.100158446","311","1995","57.2654761904762","283.234501749738"
"5812","Chawathil","First Nations","49.378888889","-121.555","426","1995","57.2654761904762","212.530852114755"
"5813","Micmacs of Gesgapegiag","First Nations","48.202614179","-65.922951854","89","1995","57.4285714285714","237.013431685038"
"5814","Taykwa Tagamou Nation","First Nations","49.006944444","-80.838055556","393","1995","53.5607142857143","217.700482975452"
"5815","Westbank First Nation","First Nations","49.836111111","-119.608055556","516","1995","57.2654761904762","236.458472570012"
"5816","Nazko First Nation","First Nations","52.954223633","-123.583618164","335","1995","57.2654761904762","206.531324246429"
"5817","Beecher Bay","First Nations","48.337688","-123.606697","224","1995","57.2654761904762","204.749908095992"
"5818","Première Nation Malecite de Viger","First Nations","47.917994282","-69.50759115","29","1995","55.7833333333333","207.21956662861"
"5819","Cowichan","First Nations","48.776794434","-123.708312988","391","1995","57.2654761904762","205.851508091256"
"5820","Eskasoni","First Nations","45.930251534","-60.6452928","364","1995","57.4285714285714","204.264422868774"
"5821","Tetlit Gwich'in","First Nations","67.431213379","-134.875488281","84","1995","49.7583333333333","294.168493879019"
"5822","Metlakatla","First Nations","54.33782959","-130.445373535","529","1995","57.2654761904762","209.435679123468"
"5823","Fort Severn","First Nations","55.994566263","-87.61970716","453","1995","53.7821428571429","212.629979946658"
"5824","Buctouche","First Nations","46.4525","-64.758611111","39","1995","57.4285714285714","204.892133505409"
"5825","Sliammon","First Nations","49.897946","-124.607755","10","1995","57.2654761904762","215.760469223216"
"5826","Kitselas","First Nations","54.491638184","-128.584106445","437","1995","57.2654761904762","299.805179518565"
"5827","Les Innus de Ekuanitshit","First Nations","50.29083252","-64.02130127","429","1995","57.4285714285714","261.518490524087"
"5828","Hupacasath First Nation","First Nations","49.265197754","-124.825500488","293","1995","57.2654761904762","280.696433345557"
"5829","Kitchenuhmaykoosib Inninuwug","First Nations","53.824274134","-89.875387627","108","1995","53.7821428571429","211.786976940429"
"5830","Cayoose Creek","First Nations","50.671944444","-121.935","171","1995","57.2654761904762","211.893314877779"
"5831","Kitasoo","First Nations","52.583055556","-128.533055556","404","1995","57.2654761904762","263.540173323597"
"5832","Ashcroft","First Nations","50.717834473","-121.311584473","256","1995","57.2654761904762","280.737558441052"
"5833","Tzeachten","First Nations","49.111327","-121.956911","394","1995","57.2654761904762","299.975198628138"
"5834","Quatsino","First Nations","50.61340332","-127.573669434","405","1995","57.2654761904762","210.131861643233"
"5835","Nadleh Whuten","First Nations","54.076944444","-124.601111111","409","1995","57.2654761904762","231.580161112238"
"5836","Skawahlook First Nation","First Nations","49.356111111","-121.606944444","524","1995","57.2654761904762","319.036915424315"
"5837","Moricetown","First Nations","55.01159668","-127.322509766","172","1995","57.2654761904762","306.602146017564"
"5838","Fox Lake","First Nations","56.329870819","-94.663388508","37","1995","53.7821428571429","209.715792100624"
"5839","Webequie","First Nations","52.985229492","-87.282409668","530","1995","53.7821428571429","220.247664888675"
"5840","Popkum","First Nations","49.208055556","-121.718055556","2","1995","57.2654761904762","210.218334619835"
"5841","Atikamekw d'Opitciwan","First Nations","48.666992187","-74.948974609","265","1995","53.5607142857143","303.540365268829"
"5842","Bear River","First Nations","44.549444444","-65.623611111","297","1995","55.7833333333333","279.84273082475"
"5843","Huu-ay-aht First Nations","First Nations","48.800598145","-125.120666504","472","1995","57.2654761904762","211.325208395941"
"5844","Nak'azdli","First Nations","54.431396484","-124.247497559","156","1995","57.2654761904762","231.006185396575"
"5845","T'it'q'et","First Nations","50.68538061","-121.949795556","360","1995","57.2654761904762","218.49056210135"
"5846","Shubenacadie","First Nations","45.095224","-63.489859","232","1995","54.3041666666667","234.934415588457"
"5847","Hesquiaht","First Nations","49.367004395","-126.271972656","470","1995","57.2654761904762","202.50754367421"
"5848","Mount Currie","First Nations","50.328055556","-122.676111111","192","1995","57.2654761904762","207.237533040146"
"5849","Da'naxda'xw First Nation","First Nations","51.017211914","-125.612182617","194","1995","57.2654761904762","239.637915058239"
"5850","Odanak","First Nations","46.073242187","-72.821899414","211","1995","55.8321428571429","216.960572422182"
"5851","Miawpukek","First Nations","47.863441","-55.755889","281","1995","63.2833333333333","206.759307021745"
"5852","Malahat First Nation","First Nations","48.614013672","-123.520202637","293","1995","57.2654761904762","209.647751007677"
"5853","Kashechewan","First Nations","52.291388889","-81.652222222","1","1995","53.5607142857143","210.266141163823"
"5854","Annapolis Valley","First Nations","45.065777","-64.654284","260","1995","54.3041666666667","267.037816875996"
"5855","Leq' a: mel First Nation","First Nations","49.185","-122.076944444","345","1995","57.2654761904762","206.076894923276"
"5856","Aklavik","First Nations","68.218200684","-135.006469727","361","1995","49.7583333333333","294.684588076081"
"5857","Skidegate","First Nations","53.261413574","-131.997070313","110","1995","57.2654761904762","208.50585760775"
"5858","Iskut","First Nations","57.840026855","-129.985290527","493","1995","57.2654761904762","216.36471726797"
"5859","Simpcw First Nation","First Nations","51.322387695","-120.147888184","465","1995","57.2654761904762","206.882258200384"
"5860","Moose Cree First Nation","First Nations","51.263888889","-80.596944444","371","1995","53.5607142857143","208.770591047912"
"5861","Williams Lake","First Nations","52.106201172","-121.993896484","492","1995","57.2654761904762","202.716019131379"
"5862","Stswecem'c Xgat'tem First Nation","First Nations","51.587219238","-122.204406738","482","1995","57.2654761904762","206.771515057923"
"5863","Waswanipi","First Nations","49.693649133","-75.967010579","186","1995","53.5607142857143","211.051934474877"
"5864","Metepenagiag Mi'kmaq Nation","First Nations","46.932222222","-65.858055556","454","1995","55.7833333333333","238.360526838888"
"5865","Shackan","First Nations","50.289428711","-121.180480957","72","1995","57.2654761904762","223.025751299062"
"5866","Gitanyow","First Nations","55.258787565","-128.05881555","519","1995","57.2654761904762","209.571953230701"
"5867","Okanagan","First Nations","50.448055556","-119.353055556","166","1995","57.2654761904762","217.998015167214"
"5868","Hagwilget Village","First Nations","55.255","-127.603055556","502","1995","57.2654761904762","223.478505730104"
"5869","Snuneymuxw First Nation","First Nations","49.152038574","-123.92956543","122","1995","57.2654761904762","216.252759560034"
"5870","Tsawout First Nation","First Nations","48.588989258","-123.386779785","527","1995","57.2654761904762","235.851976409839"
"5871","Squiala First Nation","First Nations","49.156111111","-121.976111111","174","1995","57.2654761904762","224.06796926373"
"5872","Sumas First Nation","First Nations","49.054351","-122.195349","294","1995","57.2654761904762","241.989680825747"
"5873","Musqueam","First Nations","49.225165","-123.19828","73","1995","57.2654761904762","307.057351640172"
"5874","Wahgoshig","First Nations","48.611944444","-79.983888889","295","1995","53.5607142857143","217.196979546995"
"5875","Boston Bar First Nation","First Nations","49.869812012","-121.451293945","243","1995","57.2654761904762","262.887209981264"
"5876","Kwiakah","First Nations","50.423888889","-125.158888889","189","1995","57.2654761904762","263.116473377206"
"5877","Kwantlen First Nation","First Nations","49.173888889","-122.561944444","222","1995","57.2654761904762","270.766141275271"
"5878","Dzawada'enuxw First Nation","First Nations","50.972595215","-126.17578125","412","1995","57.2654761904762","226.095696678742"
"5879","God's Lake First Nation","First Nations","54.553608","-94.494085","247","1995","53.7821428571429","262.99893462305"
"5880","Paqtnkek Mi'kmaw Nation","First Nations","45.601494964","-61.738137054","422","1995","57.4285714285714","229.200864043177"
"5881","Montagnais de Unamen Shipu","First Nations","50.216796875","-60.666687012","28","1995","57.4285714285714","211.568973608986"
"5882","Nooaitch","First Nations","50.18939209","-121.058410645","194","1995","57.2654761904762","215.80793737448"
"5883","Nicomen","First Nations","50.265014648","-121.398986816","70","1995","57.2654761904762","310.100851453242"
"5884","Indian Island","First Nations","46.689166667","-64.791111111","145","1995","57.4285714285714","235.672867999091"
"5885","Montagnais du Lac St.-Jean","First Nations","48.559020996","-72.243896484","445","1995","55.8321428571429","316.642470752814"
"5886","Manto Sipi Cree Nation","First Nations","54.838964685","-94.062978315","526","1995","53.7821428571429","291.992364499873"
"5887","Kanaka Bar","First Nations","50.111816406","-121.561584473","200","1995","57.2654761904762","205.791843547389"
"5888","Gitga'at First Nation","First Nations","53.424194336","-129.25378418","486","1995","57.2654761904762","205.400667870915"
"5889","Weenusk","First Nations","54.987691","-85.44424","425","1995","53.7821428571429","221.717252359577"
"5890","Mushuau Innu First Nation","First Nations","55.913055556","-61.127222222","538","1995","57.4285714285714","206.812536420021"
"5891","Yale First Nation","First Nations","49.562305403","-121.422702513","111","1995","57.2654761904762","277.797895823327"
"5892","Tlatlasikwala","First Nations","50.917602539","-127.914672852","455","1995","57.2654761904762","256.915480840056"
"5893","Ucluelet First Nation","First Nations","48.939025879","-125.526000977","446","1995","57.2654761904762","206.330183911205"
"5894","Flying Post","First Nations","48.531111111","-82.016944444","190","1995","52.6535714285714","213.058176850476"
"5895","Innu Takuaikan Uashat Mak Mani-Utenam","First Nations","50.229744618","-66.388732617","367","1995","57.4285714285714","239.088665396083"
"5896","Bonaparte","First Nations","50.836242676","-121.376098633","539","1995","57.2654761904762","230.692194378275"
"5897","Lake Babine Nation","First Nations","54.238611111","-125.7625","219","1995","57.2654761904762","218.537452543979"
"5898","Tl'etinqox-t'in Government Office","First Nations","52.020812988","-123.181884766","103","1995","57.2654761904762","231.60310846739"
"5899","Kitsumkalum","First Nations","54.527038574","-128.670898438","481","1995","57.2654761904762","206.021676370872"
"5900","Squamish","First Nations","49.31661099","-123.088666829","355","1995","57.2654761904762","306.622332783366"
"5901","Ditidaht","First Nations","48.810424805","-124.671386719","498","1995","57.2654761904762","265.919189653937"
"5902","Nisga'a Village of Gitwinksihlkw","First Nations","55.192993164","-129.221984863","348","1995","57.2654761904762","206.177175215122"
"5903","Canim Lake","First Nations","51.778808594","-120.979614258","431","1995","57.2654761904762","226.192085564154"
"5904","Stz'uminus First Nation","First Nations","49.01361084","-123.786499023","48","1995","57.2654761904762","269.998274709662"
"5905","Siska","First Nations","50.137023926","-121.571899414","288","1995","57.2654761904762","258.679940149903"
"5906","Tseshaht","First Nations","49.265808105","-124.84777832","27","1995","57.2654761904762","241.251874726487"
"5907","Mohawks of Kahnawá:ke","First Nations","45.40802002","-73.674987793","14","1995","55.8321428571429","257.005862401045"
"5908","Halalt","First Nations","48.876587363","-123.692826085","185","1995","57.2654761904762","215.644236543082"
"5909","Innue Essipit","First Nations","48.333435059","-69.399963379","460","1995","55.7833333333333","282.964873659458"
"5910","Pacheedaht First Nation","First Nations","48.578796387","-124.40826416","268","1995","57.2654761904762","209.408148565774"
"5911","Splatsin First Nation","First Nations","50.550667597","-119.133367891","528","1995","57.2654761904762","242.259950130114"
"5912","Samahquam","First Nations","49.991111111","-122.456944444","323","1995","57.2654761904762","209.965452682242"
"5913","Peters","First Nations","49.29747","-121.656732","98","1995","57.2654761904762","305.456838320255"
"5914","Semiahmoo","First Nations","49.014174","-122.777581","536","1995","57.2654761904762","206.890493173755"
"5915","Scowlitz","First Nations","49.245","-121.995","230","1995","57.2654761904762","217.192723389116"
"5916","Bridge River","First Nations","50.813888889","-122.083055556","377","1995","57.2654761904762","346.290495259716"
"5917","Gitanmaax","First Nations","55.255","-127.671111111","210","1995","57.2654761904762","313.361526213951"
"5918","Ulkatcho","First Nations","52.475402832","-125.300598145","8","1995","57.2654761904762","230.518803615913"
"5919","N'Quatqua","First Nations","50.528055556","-122.483888889","309","1995","57.2654761904762","208.626503356786"
"5920","Gwa'Sala-Nakwaxda'xw","First Nations","50.733215332","-127.498596191","545","1995","57.2654761904762","213.509674748334"
"5921","Lhtako Dene Nation","First Nations","52.955200195","-122.450500488","121","1995","57.2654761904762","217.77708309742"
"5922","Penticton","First Nations","49.468055556","-119.673055556","9","1995","57.2654761904762","207.952407501224"
"5923","Takla Lake First Nation","First Nations","55.483032227","-125.968566895","487","1995","57.2654761904762","297.488921783318"
"5924","Lhoosk'uz Dene Nation","First Nations","53.090820312","-124.488098145","207","1995","57.2654761904762","205.609228342398"
"5925","Old Massett Village Council","First Nations","54.038635254","-132.180175781","281","1995","57.2654761904762","212.848938201059"
"5926","Tataskweyak Cree Nation","First Nations","56.245317478","-96.095435139","324","1995","53.7821428571429","267.728372728575"
"5927","Whispering Pines/Clinton","First Nations","50.986816406","-120.24786377","97","1995","57.2654761904762","208.395855826848"
"5928","Fort Folly","First Nations","45.892211914","-64.495483398","61","1995","57.4285714285714","296.726871480612"
"5929","Elsipogtog First Nation","First Nations","46.585833","-64.985833","296","1995","57.4285714285714","211.078262085505"
"5930","Première Nation des Abénakis de Wôlinak","First Nations","46.328595491","-72.41895858","300","1995","55.8321428571429","307.442029252618"
"5931","Heiltsuk","First Nations","52.166944444","-128.146944444","213","1995","57.2654761904762","215.52035552909"
"5932","Wagmatcook","First Nations","46.082100621","-60.91523223","513","1995","57.4285714285714","216.306011624127"
"5933","Cheslatta Carrier Nation","First Nations","54.005615234","-125.712585449","313","1995","57.2654761904762","206.083573431481"
"5934","Upper Similkameen","First Nations","49.355041504","-120.078308105","533","1995","57.2654761904762","205.790290385491"
"5935","Ehattesaht","First Nations","49.873840332","-126.976196289","380","1995","57.2654761904762","214.257540099816"
"5936","Shamattawa First Nation","First Nations","55.858398437","-92.096069336","100","1995","53.7821428571429","314.126663815022"
"5937","Gitsegukla","First Nations","55.096944444","-127.828888889","559","1995","57.2654761904762","210.779400657177"
"5938","Cree Nation of Chisasibi","First Nations","53.789166667","-78.930555556","366","1995","53.5607142857143","217.531495967089"
"5939","Conseil de la Première Nation Abitibiwinni","First Nations","48.598888889","-78.121111111","5","1995","53.5607142857143","209.437149848388"
"5940","Seabird Island","First Nations","49.273055556","-121.721111421","542","1995","57.2654761904762","216.281482694114"
"5941","Lyackson","First Nations","49.04119873","-123.636779785","182","1995","57.2654761904762","257.819272387339"
"5942","Oweekeno/Wuikinuxv Nation","First Nations","51.681944444","-127.213888889","272","1995","57.2654761904762","205.580425435472"
"5943","Tseycum","First Nations","48.66583252","-123.450866699","143","1995","57.2654761904762","203.4457367105"
"5944","Oromocto","First Nations","45.851388889","-66.463611111","452","1995","55.7833333333333","206.446966527901"
"5945","Glooscap First Nation","First Nations","45.0425","-64.236944","315","1995","54.3041666666667","304.605188457492"
"5946","Soowahlie","First Nations","49.082514978","-121.968964671","333","1995","57.2654761904762","289.043253428948"
"5947","Skeetchestn","First Nations","50.841186523","-120.948791504","408","1995","57.2654761904762","311.018025894422"
"5948","Gitwangak","First Nations","55.096178378","-128.075998026","66","1995","57.2654761904762","250.005029764015"
"5949","Nee-Tahi-Buhn","First Nations","53.992867019","-125.848692261","86","1995","57.2654761904762","210.126312518675"
"5950","Soda Creek","First Nations","52.262207031","-122.093383789","360","1995","57.2654761904762","289.878341638348"
"5951","Wet'suwet'en First Nation","First Nations","54.331420898","-125.893493652","220","1995","57.2654761904762","232.902005069087"
"5952","Aitchelitz","First Nations","49.150411515","-121.986881612","362","1995","57.2654761904762","303.458814149889"
"5953","War Lake First Nation","First Nations","56.06842041","-95.596496582","275","1995","53.7821428571429","278.478143423809"
"5954","Esgenoopetitj First Nation","First Nations","47.205678093","-65.117289232","141","1995","57.4285714285714","206.525489366771"
"5955","Songhees First Nation","First Nations","48.449829102","-123.425476074","418","1995","57.2654761904762","217.922016003875"
"5956","Saik'uz First Nation","First Nations","53.938415527","-124.125305176","547","1995","57.2654761904762","275.288511576946"
"5957","La Nation Micmac de Gespeg","First Nations","48.875793457","-64.554870605","463","1995","57.4285714285714","213.169077096259"
"5958","Pictou Landing","First Nations","45.669444444","-62.652777778","448","1995","57.4285714285714","209.312284298593"
"5959","Nisga'a Village of Gingolx","First Nations","54.996032715","-129.956970215","169","1995","57.2654761904762","202.253142431514"
"5960","Abegweit","First Nations","46.359802246","-62.910766602","318","1995","57.4285714285714","207.544538907412"
"5961","Neskonlith","First Nations","50.783996582","-119.753967285","450","1995","57.2654761904762","204.702631629559"
"5962","Eel Ground","First Nations","46.987609863","-65.634216309","562","1995","55.7833333333333","280.619456745255"
"5963","Qualicum First Nation","First Nations","49.396789551","-124.61529541","43","1995","57.2654761904762","217.179242194451"
"5964","Qalipu Mi'kmaq First Nation","First Nations","48.950563062","-57.93777515","218","1995","63.2833333333333","213.742497434924"
"5965","Union Bar","First Nations","49.443055556","-121.433055556","43","1995","57.2654761904762","228.179626970804"
"5966","The Crees of the Waskaganish First Nation","First Nations","51.481532005","-78.759963618","249","1995","53.5607142857143","360.160672213363"
"5967","Douglas","First Nations","49.755474212","-122.164833005","270","1995","57.2654761904762","205.790495164771"
"5968","Alexis Creek","First Nations","52.138427734","-123.959594727","457","1995","57.2654761904762","312.343464254898"
"5969","Behdzi Ahda"" First Nation","First Nations","67.020019531","-126.070007324","197","1995","49.7583333333333","305.050161736283"
"5970","Constance Lake","First Nations","49.811944444","-84.128888889","115","1995","52.6535714285714","209.91889576277"
"5971","Skin Tyee","First Nations","53.998413086","-125.879394531","124","1995","57.2654761904762","213.299466407127"
"5972","Shxw'ow'hamel First Nation","First Nations","49.341846","-121.607881","151","1995","57.2654761904762","211.878933436413"
"5973","Ahousaht","First Nations","49.280822754","-126.057800293","183","1995","57.2654761904762","209.755660999061"
"5974","Gwawaenuk Tribe","First Nations","50.923924624","-126.820881738","342","1995","57.2654761904762","214.162723109337"
"5975","T'Sou-ke First Nation","First Nations","48.386230469","-123.695495605","235","1995","57.2654761904762","209.975341830498"
"5976","Sheshatshiu Innu First Nation","First Nations","53.518798828","-60.146179199","93","1995","57.4285714285714","300.939991629001"
"5977","Yakweakwioose","First Nations","49.133055556","-121.938055556","458","1995","57.2654761904762","207.092200962344"
"5978","Cape Mudge","First Nations","50.018055556","-125.293055556","18","1995","57.2654761904762","237.602168135969"
"5979","Pabineau","First Nations","47.532222222","-65.669166667","274","1995","57.4285714285714","274.583751549551"
"5980","Sts'ailes","First Nations","49.297790527","-121.910888672","16","1995","57.2654761904762","239.467754729789"
"5981","Bande des Innus de Pessamit","First Nations","48.938301756","-68.638164685","340","1995","55.7833333333333","240.647924385244"
"5982","Oregon Jack Creek","First Nations","50.619628906","-121.319580078","451","1995","57.2654761904762","258.705660706707"
"5983","Eastmain","First Nations","52.234169403","-78.518392033","505","1995","53.5607142857143","218.526929126396"
"5984","Adams Lake","First Nations","50.819030762","-119.734008789","496","1995","57.2654761904762","205.951489641651"
"5985","Yunesit'in Government","First Nations","51.931030273","-123.145080566","378","1995","57.2654761904762","309.172065937133"
"5986","Shxwhá:y Village","First Nations","49.171111111","-121.998888889","343","1995","57.2654761904762","239.404986123742"
"5987","Pauquachin","First Nations","48.622802734","-123.457885742","344","1995","57.2654761904762","207.039162975433"
"5988","Osoyoos","First Nations","49.18515918","-119.532774034","407","1995","57.2654761904762","211.77601190313"
"5989","Cree Nation of Wemindji","First Nations","53.000164385","-78.811970518","102","1995","53.5607142857143","211.2111817397"
"5990","Lytton","First Nations","50.25604248","-121.591064453","168","1995","57.2654761904762","206.432547901027"
"5991","Nuchatlaht","First Nations","49.989624023","-126.941711426","107","1995","57.2654761904762","214.732713546092"
"5992","Boothroyd","First Nations","49.961791992","-121.483398438","269","1995","57.2654761904762","211.47145126297"
"5993","Tk'emlúps te Secwépemc","First Nations","50.681030273","-120.297668457","55","1995","57.2654761904762","317.296339739907"
"5994","Lennox Island","First Nations","46.600664","-63.855921","542","1995","57.4285714285714","214.068904936575"
"5995","Matsqui","First Nations","49.106944444","-122.348055556","242","1995","57.2654761904762","264.267956710612"
"5996","Penelakut Tribe","First Nations","48.971618652","-123.655395508","540","1995","57.2654761904762","267.25309897285"
"5997","Cheam","First Nations","49.18974","-121.784241","403","1995","57.2654761904762","210.234133694495"
"5998","Wawakapewin","First Nations","53.445083861","-89.141571647","474","1995","53.7821428571429","256.122636953581"
"5999","Eel River Bar First Nation","First Nations","48.036621094","-66.375793457","469","1995","55.7833333333333","202.178418356969"
"6000","Martin Falls","First Nations","51.656944444","-85.918055556","481","1995","53.7821428571429","217.549601041638"
"6001","Montagnais de Pakua Shipi","First Nations","51.220031738","-58.649963379","320","1995","63.2833333333333","206.521137202995"
"6002","Klahoose First Nation","First Nations","50.12805556","-124.9361111","339","1995","57.2654761904762","237.737258779346"
"6003","Listuguj Mi'gmaq Government","First Nations","48.012521","-66.697698","336","1995","55.7833333333333","212.381507395014"
"6004","Tl'azt'en Nation","First Nations","54.653888889","-124.758055556","125","1995","57.2654761904762","279.113421104014"
"6005","Cree Nation of Nemaska","First Nations","51.700601609","-76.237895908","484","1995","53.5607142857143","209.006231529452"
"6006","Conseil des Atikamekw de Wemotaci","First Nations","47.902772735","-73.785592138","137","1995","55.8321428571429","216.37793453397"
"6007","Nanoose First Nation","First Nations","49.254394531","-124.129089355","227","1995","57.2654761904762","366.373550437302"
"6008","Kwakiutl","First Nations","50.693888889","-127.411944444","500","1995","57.2654761904762","214.822468875481"
"6009","Nation Huronne Wendat","First Nations","46.856742505","-71.353924374","341","1995","55.8321428571429","224.291254368912"
"6010","Lower Nicola","First Nations","50.138427734","-120.858764648","40","1995","57.2654761904762","221.186482836579"
"6011","K'ómoks First Nation","First Nations","49.678237","-124.958389","302","1995","57.2654761904762","356.619830578568"
"6012","Tsleil-Waututh Nation","First Nations","49.311299025","-122.989068893","420","1995","57.2654761904762","216.983022208997"
"6013","Lake Cowichan First Nation","First Nations","48.82598877","-124.069580078","142","1995","57.2654761904762","231.945451652217"
"6014","Tsartlip","First Nations","48.585021973","-123.457275391","550","1995","57.2654761904762","319.125134594074"
"6015","Saint Mary's","First Nations","45.97195093","-66.632675405","136","1995","55.7833333333333","210.086284785138"
"6016","Little Shuswap Lake","First Nations","50.876026808","-119.615824096","309","1995","57.2654761904762","204.73151848751"
"6017","Lower Similkameen","First Nations","49.033888889","-119.721944444","395","1995","57.2654761904762","302.543576160322"
"6018","Stellat'en First Nation","First Nations","54.061744505","-124.907331563","406","1995","57.2654761904762","282.844316277244"
"6019","Inuvik Native","First Nations","68.410217285","-133.814697266","427","1995","49.7583333333333","295.977872925549"
"6020","Skwah","First Nations","49.176111111","-121.978888889","401","1995","57.2654761904762","292.126682430003"
"6021","Albany","First Nations","52.207757","-81.684454","388","1995","53.5607142857143","289.076669413252"
"6022","Wapekeka","First Nations","53.721191406","-89.538879395","368","1995","53.7821428571429","286.257384435649"
"6023","Coldwater","First Nations","50.03302002","-120.859680176","520","1995","57.2654761904762","287.036369141464"
"6024","Xaxli'p","First Nations","50.736111111","-121.863888889","6","1995","57.2654761904762","281.963928892365"
"6025","Toquaht","First Nations","48.993591309","-125.383789063","90","1995","57.2654761904762","283.490280559005"
"6026","Campbell River","First Nations","50.03268","-125.257981","506","1995","57.2654761904762","281.398842251077"
"6027","Xeni Gwet'in First Nations Government","First Nations","51.420227051","-124.098693848","363","1995","57.2654761904762","302.27738749324"
"6028","Seton Lake","First Nations","50.732566391","-122.22924754","456","1995","57.2654761904762","286.013119938979"
"6029","Bunibonibee Cree Nation","First Nations","54.948889","-95.261111","279","1995","53.7821428571429","288.205534486081"
"6030","Esquimalt","First Nations","48.445007324","-123.429992676","275","1995","57.2654761904762","280.378781064275"
"6031","Gitxaala Nation","First Nations","53.773986816","-130.438903809","161","1995","57.2654761904762","284.148251119708"
"6032","Les Atikamekw de Manawan","First Nations","47.218017578","-74.395996094","252","1995","55.8321428571429","289.03060791295"
"6033","Kispiox","First Nations","55.348888889","-127.696111111","109","1995","57.2654761904762","280.938738498199"
"6034","Nisga'a Village of New Aiyansh","First Nations","55.197021484","-129.070983887","146","1995","57.2654761904762","286.481524479839"
"6035","Millbrook","First Nations","45.331388889","-63.298333333","127","1995","54.3041666666667","284.639062082326"
"6036","Namgis First Nation","First Nations","50.596191406","-126.947570801","138","1995","57.2654761904762","295.453433782916"
"6037","Kwaw-kwaw-Apilt","First Nations","49.163055556","-121.983055556","374","1995","57.2654761904762","281.67856891963"
"6038","Kasabonika Lake","First Nations","53.613055556","-88.661111111","22","1995","53.7821428571429","282.78321145013"
"6039","Lax Kw'alaams","First Nations","54.551025391","-130.416992188","329","1995","57.2654761904762","279.496094709821"
"6040","Skowkale","First Nations","49.136944444","-121.941111111","225","1995","57.2654761904762","283.725849224842"
"6041","Upper Nicola","First Nations","50.143432617","-120.282897949","548","1995","57.2654761904762","285.177238704666"
"6042","Cook's Ferry","First Nations","50.423034668","-121.317993164","306","1995","57.2654761904762","288.176372391586"
"6043","Sechelt","First Nations","49.477399319","-123.745054627","75","1995","57.2654761904762","281.707797457432"
"6044","High Bar","First Nations","51.113037109","-122.018066406","35","1995","57.2654761904762","286.277206801272"
"6045","Ts'kw'aylaxw First Nation","First Nations","50.885","-121.838055556","421","1995","57.2654761904762","288.980652825563"
