"","name","type","latitude","longitude","population","year","gas","est_RFNB"
"3002","Iskut","First Nations","57.840026855","-129.985290527","493","1987","50.3166666666667","182.930322493346"
"3003","Simpcw First Nation","First Nations","51.322387695","-120.147888184","465","1987","50.3166666666667","173.44786342576"
"3004","Moose Cree First Nation","First Nations","51.263888889","-80.596944444","371","1987","50.7166666666667","175.336196273288"
"3005","Williams Lake","First Nations","52.106201172","-121.993896484","492","1987","50.3166666666667","169.281624356755"
"3006","Stswecem'c Xgat'tem First Nation","First Nations","51.587219238","-122.204406738","482","1987","50.3166666666667","173.337120283298"
"3007","Waswanipi","First Nations","49.693649133","-75.967010579","186","1987","50.7166666666667","177.617539700253"
"3008","Metepenagiag Mi'kmaq Nation","First Nations","46.932222222","-65.858055556","454","1987","48.8333333333333","204.926132064263"
"3009","Shackan","First Nations","50.289428711","-121.180480957","72","1987","50.3166666666667","189.591356524437"
"3010","Gitanyow","First Nations","55.258787565","-128.05881555","519","1987","50.3166666666667","176.137558456076"
"3011","Okanagan","First Nations","50.448055556","-119.353055556","166","1987","50.3166666666667","184.56362039259"
"3012","Hagwilget Village","First Nations","55.255","-127.603055556","502","1987","50.3166666666667","190.044110955479"
"3013","Snuneymuxw First Nation","First Nations","49.152038574","-123.92956543","122","1987","50.3166666666667","182.81836478541"
"3014","Tsawout First Nation","First Nations","48.588989258","-123.386779785","527","1987","50.3166666666667","202.417581635214"
"3015","Squiala First Nation","First Nations","49.156111111","-121.976111111","174","1987","50.3166666666667","190.633574489105"
"3016","Sumas First Nation","First Nations","49.054351","-122.195349","294","1987","50.3166666666667","208.555286051122"
"3017","Musqueam","First Nations","49.225165","-123.19828","73","1987","50.3166666666667","273.622956865547"
"3018","Wahgoshig","First Nations","48.611944444","-79.983888889","295","1987","50.7166666666667","183.762584772371"
"3019","Boston Bar First Nation","First Nations","49.869812012","-121.451293945","243","1987","50.3166666666667","229.452815206639"
"3020","Kwiakah","First Nations","50.423888889","-125.158888889","189","1987","50.3166666666667","229.682078602582"
"3021","Kwantlen First Nation","First Nations","49.173888889","-122.561944444","222","1987","50.3166666666667","237.331746500646"
"3022","Dzawada'enuxw First Nation","First Nations","50.972595215","-126.17578125","412","1987","50.3166666666667","192.661301904118"
"3023","God's Lake First Nation","First Nations","54.553608","-94.494085","247","1987","47.9916666666667","229.564539848425"
"3024","Paqtnkek Mi'kmaw Nation","First Nations","45.601494964","-61.738137054","422","1987","53.65","195.766469268552"
"3025","Montagnais de Unamen Shipu","First Nations","50.216796875","-60.666687012","28","1987","53.65","178.134578834362"
"3026","Nooaitch","First Nations","50.18939209","-121.058410645","194","1987","50.3166666666667","182.373542599856"
"3027","Nicomen","First Nations","50.265014648","-121.398986816","70","1987","50.3166666666667","276.666456678618"
"3028","Indian Island","First Nations","46.689166667","-64.791111111","145","1987","53.65","202.238473224467"
"3029","Montagnais du Lac St.-Jean","First Nations","48.559020996","-72.243896484","445","1987","57.0833333333333","283.208075978189"
"3030","Manto Sipi Cree Nation","First Nations","54.838964685","-94.062978315","526","1987","47.9916666666667","258.557969725249"
"3031","Kanaka Bar","First Nations","50.111816406","-121.561584473","200","1987","50.3166666666667","172.357448772765"
"3032","Gitga'at First Nation","First Nations","53.424194336","-129.25378418","486","1987","50.3166666666667","171.966273096291"
"3033","Weenusk","First Nations","54.987691","-85.44424","425","1987","47.9916666666667","188.282857584952"
"3034","Mushuau Innu First Nation","First Nations","55.913055556","-61.127222222","538","1987","53.65","173.378141645396"
"3035","Yale First Nation","First Nations","49.562305403","-121.422702513","111","1987","50.3166666666667","244.363501048702"
"3036","Tlatlasikwala","First Nations","50.917602539","-127.914672852","455","1987","50.3166666666667","223.481086065431"
"3037","Ucluelet First Nation","First Nations","48.939025879","-125.526000977","446","1987","50.3166666666667","172.895789136581"
"3038","Flying Post","First Nations","48.531111111","-82.016944444","190","1987","48.3833333333333","179.623782075851"
"3039","Innu Takuaikan Uashat Mak Mani-Utenam","First Nations","50.229744618","-66.388732617","367","1987","53.65","205.654270621458"
"3040","Bonaparte","First Nations","50.836242676","-121.376098633","539","1987","50.3166666666667","197.25779960365"
"3041","Lake Babine Nation","First Nations","54.238611111","-125.7625","219","1987","50.3166666666667","185.103057769355"
"3042","Tl'etinqox-t'in Government Office","First Nations","52.020812988","-123.181884766","103","1987","50.3166666666667","198.168713692766"
"3043","Kitsumkalum","First Nations","54.527038574","-128.670898438","481","1987","50.3166666666667","172.587281596247"
"3044","Squamish","First Nations","49.31661099","-123.088666829","355","1987","50.3166666666667","273.187938008741"
"3045","Ditidaht","First Nations","48.810424805","-124.671386719","498","1987","50.3166666666667","232.484794879313"
"3046","Nisga'a Village of Gitwinksihlkw","First Nations","55.192993164","-129.221984863","348","1987","50.3166666666667","172.742780440498"
"3047","Canim Lake","First Nations","51.778808594","-120.979614258","431","1987","50.3166666666667","192.757690789529"
"3048","Stz'uminus First Nation","First Nations","49.01361084","-123.786499023","48","1987","50.3166666666667","236.563879935037"
"3049","Siska","First Nations","50.137023926","-121.571899414","288","1987","50.3166666666667","225.245545375278"
"3050","Tseshaht","First Nations","49.265808105","-124.84777832","27","1987","50.3166666666667","207.817479951862"
"3051","Mohawks of Kahnawá:ke","First Nations","45.40802002","-73.674987793","14","1987","57.0833333333333","223.571467626421"
"3052","Halalt","First Nations","48.876587363","-123.692826085","185","1987","50.3166666666667","182.209841768458"
"3053","Innue Essipit","First Nations","48.333435059","-69.399963379","460","1987","48.8333333333333","249.530478884834"
"3054","Pacheedaht First Nation","First Nations","48.578796387","-124.40826416","268","1987","50.3166666666667","175.97375379115"
"3055","Splatsin First Nation","First Nations","50.550667597","-119.133367891","528","1987","50.3166666666667","208.82555535549"
"3056","Samahquam","First Nations","49.991111111","-122.456944444","323","1987","50.3166666666667","176.531057907617"
"3057","Peters","First Nations","49.29747","-121.656732","98","1987","50.3166666666667","272.022443545631"
"3058","Semiahmoo","First Nations","49.014174","-122.777581","536","1987","50.3166666666667","173.45609839913"
"3059","Scowlitz","First Nations","49.245","-121.995","230","1987","50.3166666666667","183.758328614492"
"3060","Bridge River","First Nations","50.813888889","-122.083055556","377","1987","50.3166666666667","312.856100485091"
"3061","Gitanmaax","First Nations","55.255","-127.671111111","210","1987","50.3166666666667","279.927131439326"
"3062","Ulkatcho","First Nations","52.475402832","-125.300598145","8","1987","50.3166666666667","197.084408841288"
"3063","N'Quatqua","First Nations","50.528055556","-122.483888889","309","1987","50.3166666666667","175.192108582161"
"3064","Gwa'Sala-Nakwaxda'xw","First Nations","50.733215332","-127.498596191","545","1987","50.3166666666667","180.07527997371"
"3065","Lhtako Dene Nation","First Nations","52.955200195","-122.450500488","121","1987","50.3166666666667","184.342688322795"
"3066","Penticton","First Nations","49.468055556","-119.673055556","9","1987","50.3166666666667","174.518012726599"
"3067","Takla Lake First Nation","First Nations","55.483032227","-125.968566895","487","1987","50.3166666666667","264.054527008693"
"3068","Lhoosk'uz Dene Nation","First Nations","53.090820312","-124.488098145","207","1987","50.3166666666667","172.174833567774"
"3069","Old Massett Village Council","First Nations","54.038635254","-132.180175781","281","1987","50.3166666666667","179.414543426434"
"3070","Tataskweyak Cree Nation","First Nations","56.245317478","-96.095435139","324","1987","47.9916666666667","234.29397795395"
"3071","Whispering Pines/Clinton","First Nations","50.986816406","-120.24786377","97","1987","50.3166666666667","174.961461052223"
"3072","Fort Folly","First Nations","45.892211914","-64.495483398","61","1987","53.65","263.292476705987"
"3073","Elsipogtog First Nation","First Nations","46.585833","-64.985833","296","1987","53.65","177.64386731088"
"3074","Première Nation des Abénakis de Wôlinak","First Nations","46.328595491","-72.41895858","300","1987","57.0833333333333","274.007634477994"
"3075","Heiltsuk","First Nations","52.166944444","-128.146944444","213","1987","50.3166666666667","182.085960754465"
"3076","Wagmatcook","First Nations","46.082100621","-60.91523223","513","1987","53.65","182.871616849502"
"3077","Cheslatta Carrier Nation","First Nations","54.005615234","-125.712585449","313","1987","50.3166666666667","172.649178656856"
"3078","Upper Similkameen","First Nations","49.355041504","-120.078308105","533","1987","50.3166666666667","172.355895610867"
"3079","Ehattesaht","First Nations","49.873840332","-126.976196289","380","1987","50.3166666666667","180.823145325192"
"3080","Shamattawa First Nation","First Nations","55.858398437","-92.096069336","100","1987","47.9916666666667","280.692269040398"
"3081","Gitsegukla","First Nations","55.096944444","-127.828888889","559","1987","50.3166666666667","177.345005882552"
"3082","Cree Nation of Chisasibi","First Nations","53.789166667","-78.930555556","366","1987","50.7166666666667","184.097101192464"
"3083","Conseil de la Première Nation Abitibiwinni","First Nations","48.598888889","-78.121111111","5","1987","50.7166666666667","176.002755073763"
"3084","Seabird Island","First Nations","49.273055556","-121.721111421","542","1987","50.3166666666667","182.84708791949"
"3085","Lyackson","First Nations","49.04119873","-123.636779785","182","1987","50.3166666666667","224.384877612714"
"3086","Oweekeno/Wuikinuxv Nation","First Nations","51.681944444","-127.213888889","272","1987","50.3166666666667","172.146030660847"
"3087","Tseycum","First Nations","48.66583252","-123.450866699","143","1987","50.3166666666667","170.011341935875"
"3088","Oromocto","First Nations","45.851388889","-66.463611111","452","1987","48.8333333333333","173.012571753276"
"3089","Glooscap First Nation","First Nations","45.0425","-64.236944","315","1987","50.25","271.170793682867"
"3090","Soowahlie","First Nations","49.082514978","-121.968964671","333","1987","50.3166666666667","255.608858654324"
"3091","Skeetchestn","First Nations","50.841186523","-120.948791504","408","1987","50.3166666666667","277.583631119797"
"3092","Gitwangak","First Nations","55.096178378","-128.075998026","66","1987","50.3166666666667","216.57063498939"
"3093","Nee-Tahi-Buhn","First Nations","53.992867019","-125.848692261","86","1987","50.3166666666667","176.69191774405"
"3094","Soda Creek","First Nations","52.262207031","-122.093383789","360","1987","50.3166666666667","256.443946863724"
"3095","Wet'suwet'en First Nation","First Nations","54.331420898","-125.893493652","220","1987","50.3166666666667","199.467610294462"
"3096","Aitchelitz","First Nations","49.150411515","-121.986881612","362","1987","50.3166666666667","270.024419375264"
"3097","War Lake First Nation","First Nations","56.06842041","-95.596496582","275","1987","47.9916666666667","245.043748649184"
"3098","Esgenoopetitj First Nation","First Nations","47.205678093","-65.117289232","141","1987","53.65","173.091094592147"
"3099","Songhees First Nation","First Nations","48.449829102","-123.425476074","418","1987","50.3166666666667","184.48762122925"
"3100","Saik'uz First Nation","First Nations","53.938415527","-124.125305176","547","1987","50.3166666666667","241.854116802321"
"3101","La Nation Micmac de Gespeg","First Nations","48.875793457","-64.554870605","463","1987","53.65","179.734682321634"
"3102","Pictou Landing","First Nations","45.669444444","-62.652777778","448","1987","53.65","175.877889523969"
"3103","Nisga'a Village of Gingolx","First Nations","54.996032715","-129.956970215","169","1987","50.3166666666667","168.818747656889"
"3104","Abegweit","First Nations","46.359802246","-62.910766602","318","1987","53.65","174.110144132788"
"3105","Neskonlith","First Nations","50.783996582","-119.753967285","450","1987","50.3166666666667","171.268236854934"
"3106","Eel Ground","First Nations","46.987609863","-65.634216309","562","1987","48.8333333333333","247.18506197063"
"3107","Qualicum First Nation","First Nations","49.396789551","-124.61529541","43","1987","50.3166666666667","183.744847419827"
"3108","Qalipu Mi'kmaq First Nation","First Nations","48.950563062","-57.93777515","218","1987","56.5166666666667","180.308102660299"
"3109","Union Bar","First Nations","49.443055556","-121.433055556","43","1987","50.3166666666667","194.745232196179"
"3110","The Crees of the Waskaganish First Nation","First Nations","51.481532005","-78.759963618","249","1987","50.7166666666667","326.726277438738"
"3111","Douglas","First Nations","49.755474212","-122.164833005","270","1987","50.3166666666667","172.356100390146"
"3112","Alexis Creek","First Nations","52.138427734","-123.959594727","457","1987","50.3166666666667","278.909069480274"
"3113","Behdzi Ahda"" First Nation","First Nations","67.020019531","-126.070007324","197","1987","44.05","271.615766961659"
"3114","Constance Lake","First Nations","49.811944444","-84.128888889","115","1987","48.3833333333333","176.484500988146"
"3115","Skin Tyee","First Nations","53.998413086","-125.879394531","124","1987","50.3166666666667","179.865071632502"
"3116","Shxw'ow'hamel First Nation","First Nations","49.341846","-121.607881","151","1987","50.3166666666667","178.444538661788"
"3117","Ahousaht","First Nations","49.280822754","-126.057800293","183","1987","50.3166666666667","176.321266224436"
"3118","Gwawaenuk Tribe","First Nations","50.923924624","-126.820881738","342","1987","50.3166666666667","180.728328334712"
"3119","T'Sou-ke First Nation","First Nations","48.386230469","-123.695495605","235","1987","50.3166666666667","176.540947055874"
"3120","Sheshatshiu Innu First Nation","First Nations","53.518798828","-60.146179199","93","1987","53.65","267.505596854377"
"3121","Yakweakwioose","First Nations","49.133055556","-121.938055556","458","1987","50.3166666666667","173.657806187719"
"3122","Cape Mudge","First Nations","50.018055556","-125.293055556","18","1987","50.3166666666667","204.167773361345"
"3123","Pabineau","First Nations","47.532222222","-65.669166667","274","1987","53.65","241.149356774926"
"3124","Sts'ailes","First Nations","49.297790527","-121.910888672","16","1987","50.3166666666667","206.033359955164"
"3125","Bande des Innus de Pessamit","First Nations","48.938301756","-68.638164685","340","1987","48.8333333333333","207.21352961062"
"3126","Oregon Jack Creek","First Nations","50.619628906","-121.319580078","451","1987","50.3166666666667","225.271265932082"
"3127","Eastmain","First Nations","52.234169403","-78.518392033","505","1987","50.7166666666667","185.092534351772"
"3128","Adams Lake","First Nations","50.819030762","-119.734008789","496","1987","50.3166666666667","172.517094867026"
"3129","Yunesit'in Government","First Nations","51.931030273","-123.145080566","378","1987","50.3166666666667","275.737671162509"
"3130","Shxwhá:y Village","First Nations","49.171111111","-121.998888889","343","1987","50.3166666666667","205.970591349117"
"3131","Pauquachin","First Nations","48.622802734","-123.457885742","344","1987","50.3166666666667","173.604768200809"
"3132","Osoyoos","First Nations","49.18515918","-119.532774034","407","1987","50.3166666666667","178.341617128505"
"3133","Cree Nation of Wemindji","First Nations","53.000164385","-78.811970518","102","1987","50.7166666666667","177.776786965075"
"3134","Lytton","First Nations","50.25604248","-121.591064453","168","1987","50.3166666666667","172.998153126402"
"3135","Nuchatlaht","First Nations","49.989624023","-126.941711426","107","1987","50.3166666666667","181.298318771467"
"3136","Boothroyd","First Nations","49.961791992","-121.483398438","269","1987","50.3166666666667","178.037056488345"
"3137","Tk'emlúps te Secwépemc","First Nations","50.681030273","-120.297668457","55","1987","50.3166666666667","283.861944965283"
"3138","Lennox Island","First Nations","46.600664","-63.855921","542","1987","53.65","180.63451016195"
"3139","Matsqui","First Nations","49.106944444","-122.348055556","242","1987","50.3166666666667","230.833561935987"
"3140","Penelakut Tribe","First Nations","48.971618652","-123.655395508","540","1987","50.3166666666667","233.818704198226"
"3141","Cheam","First Nations","49.18974","-121.784241","403","1987","50.3166666666667","176.79973891987"
"3142","Wawakapewin","First Nations","53.445083861","-89.141571647","474","1987","47.9916666666667","222.688242178956"
"3143","Eel River Bar First Nation","First Nations","48.036621094","-66.375793457","469","1987","48.8333333333333","168.744023582344"
"3144","Martin Falls","First Nations","51.656944444","-85.918055556","481","1987","47.9916666666667","184.115206267013"
"3145","Montagnais de Pakua Shipi","First Nations","51.220031738","-58.649963379","320","1987","56.5166666666667","173.086742428371"
"3146","Klahoose First Nation","First Nations","50.12805556","-124.9361111","339","1987","50.3166666666667","204.302864004721"
"3147","Listuguj Mi'gmaq Government","First Nations","48.012521","-66.697698","336","1987","48.8333333333333","178.94711262039"
"3148","Tl'azt'en Nation","First Nations","54.653888889","-124.758055556","125","1987","50.3166666666667","245.67902632939"
"3149","Cree Nation of Nemaska","First Nations","51.700601609","-76.237895908","484","1987","50.7166666666667","175.571836754827"
"3150","Conseil des Atikamekw de Wemotaci","First Nations","47.902772735","-73.785592138","137","1987","57.0833333333333","182.943539759345"
"3151","Nanoose First Nation","First Nations","49.254394531","-124.129089355","227","1987","50.3166666666667","332.939155662677"
"3152","Kwakiutl","First Nations","50.693888889","-127.411944444","500","1987","50.3166666666667","181.388074100857"
"3153","Nation Huronne Wendat","First Nations","46.856742505","-71.353924374","341","1987","57.0833333333333","190.856859594287"
"3154","Lower Nicola","First Nations","50.138427734","-120.858764648","40","1987","50.3166666666667","187.752088061955"
"3155","K'ómoks First Nation","First Nations","49.678237","-124.958389","302","1987","50.3166666666667","323.185435803944"
"3156","Tsleil-Waututh Nation","First Nations","49.311299025","-122.989068893","420","1987","50.3166666666667","183.548627434372"
"3157","Lake Cowichan First Nation","First Nations","48.82598877","-124.069580078","142","1987","50.3166666666667","198.511056877592"
"3158","Tsartlip","First Nations","48.585021973","-123.457275391","550","1987","50.3166666666667","285.690739819449"
"3159","Saint Mary's","First Nations","45.97195093","-66.632675405","136","1987","48.8333333333333","176.651890010514"
"3160","Little Shuswap Lake","First Nations","50.876026808","-119.615824096","309","1987","50.3166666666667","171.297123712885"
"3161","Lower Similkameen","First Nations","49.033888889","-119.721944444","395","1987","50.3166666666667","269.109181385697"
"3162","Stellat'en First Nation","First Nations","54.061744505","-124.907331563","406","1987","50.3166666666667","249.409921502619"
"3163","Inuvik Native","First Nations","68.410217285","-133.814697266","427","1987","44.05","262.543478150924"
"3164","Skwah","First Nations","49.176111111","-121.978888889","401","1987","50.3166666666667","258.692287655378"
"3165","Albany","First Nations","52.207757","-81.684454","388","1987","50.7166666666667","255.642274638628"
"3166","Wapekeka","First Nations","53.721191406","-89.538879395","368","1987","47.9916666666667","252.822989661024"
"3167","Coldwater","First Nations","50.03302002","-120.859680176","520","1987","50.3166666666667","253.601974366839"
"3168","Xaxli'p","First Nations","50.736111111","-121.863888889","6","1987","50.3166666666667","248.529534117741"
"3169","Toquaht","First Nations","48.993591309","-125.383789063","90","1987","50.3166666666667","250.05588578438"
"3170","Campbell River","First Nations","50.03268","-125.257981","506","1987","50.3166666666667","247.964447476452"
"3171","Xeni Gwet'in First Nations Government","First Nations","51.420227051","-124.098693848","363","1987","50.3166666666667","268.842992718615"
"3172","Seton Lake","First Nations","50.732566391","-122.22924754","456","1987","50.3166666666667","252.578725164355"
"3173","Bunibonibee Cree Nation","First Nations","54.948889","-95.261111","279","1987","47.9916666666667","254.771139711456"
"3174","Esquimalt","First Nations","48.445007324","-123.429992676","275","1987","50.3166666666667","246.94438628965"
"3175","Gitxaala Nation","First Nations","53.773986816","-130.438903809","161","1987","50.3166666666667","250.713856345083"
"3176","Les Atikamekw de Manawan","First Nations","47.218017578","-74.395996094","252","1987","57.0833333333333","255.596213138325"
"3177","Kispiox","First Nations","55.348888889","-127.696111111","109","1987","50.3166666666667","247.504343723574"
"3178","Nisga'a Village of New Aiyansh","First Nations","55.197021484","-129.070983887","146","1987","50.3166666666667","253.047129705215"
"3179","Millbrook","First Nations","45.331388889","-63.298333333","127","1987","50.25","251.204667307701"
"3180","Namgis First Nation","First Nations","50.596191406","-126.947570801","138","1987","50.3166666666667","262.019039008291"
"3181","Kwaw-kwaw-Apilt","First Nations","49.163055556","-121.983055556","374","1987","50.3166666666667","248.244174145006"
"3182","Kasabonika Lake","First Nations","53.613055556","-88.661111111","22","1987","47.9916666666667","249.348816675505"
"3183","Lax Kw'alaams","First Nations","54.551025391","-130.416992188","329","1987","50.3166666666667","246.061699935196"
"3184","Skowkale","First Nations","49.136944444","-121.941111111","225","1987","50.3166666666667","250.291454450217"
"3185","Upper Nicola","First Nations","50.143432617","-120.282897949","548","1987","50.3166666666667","251.742843930041"
"3186","Cook's Ferry","First Nations","50.423034668","-121.317993164","306","1987","50.3166666666667","254.741977616961"
"3187","Sechelt","First Nations","49.477399319","-123.745054627","75","1987","50.3166666666667","248.273402682807"
"3188","High Bar","First Nations","51.113037109","-122.018066406","35","1987","50.3166666666667","252.842812026647"
"3189","Ts'kw'aylaxw First Nation","First Nations","50.885","-121.838055556","421","1987","50.3166666666667","255.546258050938"
"3190","Attawapiskat","First Nations","52.92352","-82.423773","316","1987","50.7166666666667","244.942864738058"
"3191","Tla-o-qui-aht First Nations","First Nations","49.178039551","-125.911071777","13","1987","50.3166666666667","246.031343870527"
"3192","Potlotek First Nation","First Nations","45.683837891","-60.76739502","473","1987","53.65","256.126993658609"
"3193","Mohawks of Kanesatake","First Nations","45.483481924","-74.130431116","217","1987","57.0833333333333","256.308380399788"
"3194","Homalco","First Nations","49.951938","-125.243754","390","1987","50.3166666666667","177.923141755107"
"3195","Tahltan","First Nations","57.909423828","-131.163574219","147","1987","50.3166666666667","183.461768184755"
"3196","Kwikwetlem First Nation","First Nations","49.23040509","-122.805099874","517","1987","50.3166666666667","288.344955317767"
"3197","Kwikwasut'inuxw Haxwa'mis","First Nations","50.588662375","-126.929522977","284","1987","50.3166666666667","169.826477922069"
"3198","Skatin Nations","First Nations","49.941944444","-122.408888889","359","1987","50.3166666666667","234.866291272468"
"3199","Glen Vowell","First Nations","55.308055556","-127.683055556","354","1987","50.3166666666667","198.917116106537"
"3200","Mowachaht/Muchalaht","First Nations","49.684204102","-126.120605469","434","1987","50.3166666666667","274.460951607343"
"3201","Montagnais de Natashquan","First Nations","50.132385254","-61.801574707","16","1987","53.65","207.461298209253"
"3202","Spuzzum","First Nations","49.661193848","-121.413879395","256","1987","50.3166666666667","250.900500855581"
"3203","Mamalilikulla-Qwe'Qwa'Sot'Em","First Nations","50.594238281","-126.682312012","356","1987","50.3166666666667","228.596717742291"
"3204","Vuntut Gwitchin First Nation","First Nations","67.576388889","-139.823888889","413","1987","44.05","180.779717929712"
"3205","Esk'etemc","First Nations","51.788635254","-122.229675293","546","1987","50.3166666666667","201.198712119384"
"3206","Nuxalk Nation","First Nations","52.376220703","-126.730407715","118","1987","50.3166666666667","170.098034767817"
"3207","?Esdilagh First Nation","First Nations","52.574035645","-122.484985352","163","1987","50.3166666666667","173.690753413309"
"3208","Gwichya Gwich'in","First Nations","67.44519043","-133.736572266","382","1987","44.05","238.460807226548"
"3209","Ka:'yu:'k't'h'/Che:k:tles7et'h' First Nations","First Nations","50.089233398","-127.305297852","412","1987","50.3166666666667","263.739479021462"
"3210","Burns Lake","First Nations","54.238155509","-125.768232123","68","1987","50.3166666666667","180.1979726297"
"3211","Sayisi Dene First Nation","First Nations","58.7169444","-98.488888","507","1987","47.9916666666667","188.659939957183"
"3212","Uchucklesaht","First Nations","49.023803711","-125.040405273","184","1987","50.3166666666667","174.708081830628"
"3213","New Westminster","First Nations","49.212777778","-122.917222222","46","1987","50.3166666666667","262.486278302731"
"3214","Nain","Inuit","56.550322","-61.687865","1188","1988","52.65","273.835509442843"
"3215","Hopedale","Inuit","55.457954","-60.211485","556","1988","55.425","254.136249559765"
"3216","Rigolet","Inuit","54.179159","-58.429221","306","1988","55.425","267.26980620807"
"3217","Postville","Inuit","54.908564","-59.770497","206","1988","55.425","263.418615712524"
"3218","Makkovik","Inuit","55.09036","-59.176172","561","1988","55.425","260.368602695774"
"3219","Inukjuak","Inuit","58.455121","-78.105103","1597","1988","51.6","257.54931771817"
"3220","Ivujivik","Inuit","62.416667","-77.916667","370","1988","45.6083333333333","258.328302423985"
"3221","Aklavik","Inuit","68.220102","-134.998551","633","1988","41.1333333333333","253.255862174887"
"3222","Paulatuk","Inuit","69.348467","-124.07021","313","1988","41.1333333333333","254.782213841526"
"3223","Sachs Harbour","Inuit","71.985123","-125.246483","112","1988","41.1333333333333","252.690775533598"
"3224","Iqaluit","Inuit","63.746693","-68.516967","6699","1988","52.65","273.569320775761"
"3225","Arctic Bay","Inuit","73.037575","-85.148031","823","1988","41.1333333333333","257.305053221501"
"3226","Baker Lake","Inuit","64.317604","-96.022001","1872","1988","41.1333333333333","259.497467768602"
"3227","Cambridge Bay","Inuit","69.108056","-105.138333","1608","1988","41.1333333333333","251.670714346796"
"3228","Cape Dorset","Inuit","64.233304","-76.540568","1363","1988","45.6083333333333","255.440184402229"
"3229","Chesterfield Inlet","Inuit","63.346514","-90.736827","313","1988","45.6083333333333","260.322541195471"
"3230","Clyde River","Inuit","70.483874","-68.519828","934","1988","55.425","252.23067178072"
"3231","Coral Harbour","Inuit","64.133739","-83.166893","834","1988","45.6083333333333","257.773457762361"
"3232","Grise Fiord","Inuit","76.395732","-82.79391","130","1988","41.1333333333333","255.930995364847"
"3233","Hall Beach","Inuit","68.772735","-81.235208","546","1988","45.6083333333333","266.745367065437"
"3234","Igloolik","Inuit","69.366849","-81.824419","1454","1988","45.6083333333333","252.970502202152"
"3235","Kimmirut","Inuit","62.847419","-69.869203","455","1988","52.65","254.075144732651"
"3236","Kugluktuk","Inuit","67.815001","-115.136162","1450","1988","41.1333333333333","250.788027992342"
"3237","Pangnirtung","Inuit","66.139533","-65.717481","1425","1988","55.425","255.017782507363"
"3238","Pond Inlet","Inuit","72.700114","-77.958181","1549","1988","41.1333333333333","256.469171987187"
"3239","Qikiqtarjuaq","Inuit","67.545148","-64.021831","520","1988","55.425","259.468305674107"
"3240","Rankin Inlet","Inuit","62.808913","-92.087741","2266","1988","45.6083333333333","252.999730739953"
"3241","Repulse Bay","Inuit","66.546565","-86.188196","945","1988","45.6083333333333","257.569140083793"
"3242","Sanikiluaq","Inuit","56.540775","-79.222418","812","1988","51.6","260.272586108084"
"3243","Whale Cove","Inuit","62.242523","-92.601676","407","1988","45.6083333333333","249.669192795204"
"3244","Bathurst Inlet","Inuit","66.838889","-108.048611","0","1988","41.1333333333333","250.757671927673"
"3245","Umingmaktuuq","Inuit","67.689851","-107.954525","5","1988","41.1333333333333","260.853321715755"
"3246","Kangiqsujuaq","Inuit","61.59626","-71.953886","696","1988","56.8333333333333","261.034708456934"
"3247","Kangirsuk","Inuit","60.023415","-70.026235","549","1988","52.65","182.649469812252"
"3248","Kuujjuaq","Inuit","58.102996","-68.418839","2375","1988","52.65","188.188096241901"
"3249","Kuujjuaraapik","Inuit","55.27457","-77.763784","657","1988","51.6","293.071283374913"
"3250","Puvirnituq","Inuit","60.037118","-77.26923","1692","1988","51.6","174.552805979215"
"3251","Quaqtaq","Inuit","61.041724","-69.639923","376","1988","52.65","239.592619329614"
"3252","Salluit","Inuit","62.201285","-75.646856","1347","1988","56.8333333333333","203.643444163683"
"3253","Tasiujaq","Inuit","58.697407","-69.937393","303","1988","52.65","279.187279664489"
"3254","Umiujaq","Inuit","56.551953","-76.515001","444","1988","51.6","212.187626266399"
"3255","Akulivik","Inuit","60.817681","-78.144241","615","1988","45.6083333333333","255.626828912727"
"3256","Ulukhaktok","Inuit","70.733333","-117.75","402","1988","41.1333333333333","233.323045799437"
"3257","Resolute Bay","Inuit","74.697299","-94.829729","214","1988","41.1333333333333","185.506045986858"
"3258","Arviat","Inuit","61.095587","-94.07189","2318","1988","45.6083333333333","205.92504017653"
"3259","Aupaluk","Inuit","59.30574","-69.597489","195","1988","52.65","174.824362824963"
"3260","Gjoa Haven","Inuit","68.635556","-95.849722","1279","1988","41.1333333333333","178.417081470455"
"3261","Kangiqsualujjuaq","Inuit","58.711389","-65.992778","874","1988","52.65","243.187135283694"
"3262","Kugaaruk","Inuit","68.534722","-89.825","771","1988","41.1333333333333","268.465807078608"
"3263","Taloyoak","Inuit","69.537378","-93.524968","899","1988","41.1333333333333","184.924300686846"
"3264","Tuktoyaktuk","Inuit","69.445358","-133.034181","854","1988","41.1333333333333","193.386268014329"
"3265","Killiniq","Inuit","60.420298106","-64.831129","0","1988","52.65","179.434409887774"
"3266","Inuvik","Inuit","68.354382","-133.690613","3463","1988","41.1333333333333","267.212606359876"
"3267","Fort William","First Nations","48.353968","-89.262714","193","1988","45.6083333333333","176.519804702868"
"3268","Buffalo Point First Nation","First Nations","49.012444","-95.239622","52","1988","45.6083333333333","236.327419289566"
"3269","Ojibway Nation of Saugeen","First Nations","50.434770016","-90.691783627","207","1988","45.6083333333333","331.37999583588"
"3270","Lac La Croix","First Nations","48.38805556","-92.07805556","377","1988","45.6083333333333","208.701304660167"
"3271","Madawaska Maliseet First Nation","First Nations","47.362299405","-68.296508276","314","1988","50.1666666666667","288.101711868362"
